Sample	posterior	likelihood	prior	treeLikelihood.sim7_uniform_150	structuredCoalescent	treeHeight	migration.indicator.1	migration.indicator.2	migration.indicator.3	migration.indicator.4	migration.indicator.5	migration.indicator.6	Ne.Region1	Ne.Region2	Ne.Region3	b_migration.Region1_to_Region2	b_migration.Region1_to_Region3	b_migration.Region2_to_Region1	b_migration.Region2_to_Region3	b_migration.Region3_to_Region1	b_migration.Region3_to_Region2	sum(migration.indicator.)	clockRate	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
38000	-25415.521158665295	-24854.84840016703	-560.6727584982666	-24854.84840016703	-542.9966751367873	28.84233539483793	1	0	1	1	1	0	3.025378	3.025378	3.025378	0.304530	0.0	0.042695	0.106957	0.160153	0.0	4	2.1817536716237389E-4	1.980567112216752	0.2823732649655259	0.23509964233427444	0.2256769019764389	0.25685019072376075
40000	-25173.170905988198	-24618.128674905354	-555.0422310828418	-24618.128674905354	-536.6172230974838	28.845773980551673	1	1	1	1	1	0	2.601068	2.601068	2.601068	0.129840	0.041190	0.260438	0.134190	0.238169	0.0	5	2.1164429749565128E-4	1.980567112216752	0.2823732649655259	0.23509964233427444	0.2256769019764389	0.25685019072376075
42000	-25046.19272099137	-24491.782322763658	-554.4103982277128	-24491.782322763658	-538.2716643159598	28.517487887610898	0	1	1	1	1	0	3.119250	3.119250	3.119250	0.0	0.030515	0.264294	0.133461	0.062648	0.0	4	1.9801235397969775E-4	1.980567112216752	0.28909736746002157	0.22837553983977876	0.2256769019764389	0.25685019072376075
44000	-24969.802299503983	-24402.052973673744	-567.7493258302374	-24402.052973673744	-549.8931343208475	28.517538208228952	0	1	1	0	0	1	2.818848	2.818848	2.818848	0.0	0.162505	0.365771	0.0	0.0	0.324605	3	1.9464771543670914E-4	1.980567112216752	0.28909736746002157	0.22837553983977876	0.2256769019764389	0.25685019072376075
46000	-24900.10753041322	-24341.028812974513	-559.0787174387063	-24341.028812974513	-537.241205416425	28.51747967190653	0	1	1	0	1	0	2.860561	2.860561	2.860561	0.0	0.221699	0.488025	0.0	0.176013	0.0	3	2.081570527291687E-4	1.980567112216752	0.2798905679349129	0.22837553983977876	0.23488370150154758	0.25685019072376075
48000	-24874.628999189274	-24314.40250271325	-560.2264964760258	-24314.40250271325	-539.7996906874616	28.57104497824973	0	1	1	0	0	1	3.171769	3.171769	3.171769	0.0	0.276538	0.530439	0.0	0.0	0.093016	3	2.045499222145381E-4	1.980567112216752	0.2797638763267191	0.2272557008824981	0.23488370150154758	0.25809672128923516
50000	-24856.680465969028	-24303.92729380694	-552.7531721620882	-24303.92729380694	-537.2763120443453	29.290272235283005	0	1	1	0	1	0	2.727859	2.727859	2.727859	0.0	0.276016	0.573386	0.0	0.193993	0.0	3	2.1689814469444703E-4	2.0443288576576193	0.2797638763267191	0.2272557008824981	0.23488370150154758	0.25809672128923516
52000	-24835.59870335262	-24280.822231598042	-554.7764717545807	-24280.822231598042	-538.653023362461	29.29043156917099	1	1	1	1	1	0	2.508959	2.508959	2.508959	0.080361	0.041891	0.335989	0.259421	0.147992	0.0	5	2.0098848101685353E-4	2.170240843931928	0.2797638763267191	0.2272557008824981	0.23488370150154758	0.25809672128923516
54000	-24815.946983255624	-24268.298844077734	-547.6481391778909	-24268.298844077734	-531.5315177334286	29.26998665481566	0	1	1	0	1	1	2.181662	2.181662	2.181662	0.0	0.427829	0.457173	0.0	0.167007	0.052640	4	2.2204117460961905E-4	2.170240843931928	0.2797638763267191	0.2272557008824981	0.23488370150154758	0.25809672128923516
56000	-24770.302757072357	-24221.13995475313	-549.1628023192296	-24221.13995475313	-530.2796701576192	29.695903013608138	0	1	1	1	1	0	2.418593	2.418593	2.418593	0.0	0.378000	0.279229	0.624454	0.019084	0.0	4	2.078958607593773E-4	2.170240843931928	0.2797638763267191	0.2272557008824981	0.23488370150154758	0.25809672128923516
58000	-24694.51180364939	-24147.4174275388	-547.0943761105906	-24147.4174275388	-528.5477586530968	30.085567743371747	0	1	1	0	1	1	3.172387	3.172387	3.172387	0.0	0.184041	0.355296	0.0	0.028711	0.169577	4	2.0567951398634928E-4	2.170240843931928	0.2797638763267191	0.22759241715420345	0.22562000054571288	0.26702370597336456
60000	-24567.869552724966	-24042.11634310531	-525.753209619656	-24042.11634310531	-509.8629763279258	30.085735384573155	0	1	1	1	1	0	2.553695	2.553695	2.553695	0.0	0.041297	0.434966	0.189355	0.089962	0.0	4	2.0626560114961922E-4	1.7389596781913381	0.289136951194629	0.22759241715420345	0.22204326303275299	0.26122736861841456
62000	-24582.937558840946	-24041.329197260387	-541.6083615805592	-24041.329197260387	-518.2645627631603	30.105232914139382	1	1	1	1	1	0	2.416804	2.416804	2.416804	0.042199	0.078161	0.449842	0.116115	0.106042	0.0	5	2.0495988166035976E-4	1.7389596781913381	0.289136951194629	0.22328019901948437	0.22204326303275299	0.2655395867531336
64000	-24554.648311140973	-24020.65356198946	-533.9947491515118	-24020.65356198946	-514.3047607770103	30.105180436213647	1	1	1	1	1	0	2.583120	2.583120	2.583120	0.107226	0.038480	0.213828	0.294988	0.124662	0.0	5	2.105926070690026E-4	1.7389596781913381	0.2845513049226893	0.21363920979424625	0.2316842522579911	0.2701252330250733
66000	-24538.003358897236	-24016.1756270618	-521.827731835439	-24016.1756270618	-500.918441429484	28.65039908760049	0	1	1	1	1	1	2.544465	2.544465	2.544465	0.0	0.080214	0.285810	0.131659	0.163335	0.092633	5	2.2052211129687988E-4	1.7389596781913381	0.2845513049226893	0.21363920979424625	0.2316842522579911	0.2701252330250733
68000	-24535.75054365183	-24014.407951376616	-521.3425922752142	-24014.407951376616	-503.06553510452665	28.96608741865167	1	1	1	1	1	0	2.458289	2.458289	2.458289	0.022384	0.070894	0.309332	0.184933	0.094728	0.0	5	2.240824288731394E-4	1.7389596781913381	0.28250785743983137	0.21363920979424625	0.23372769974084906	0.2701252330250733
70000	-24542.611977041648	-24024.18939113101	-518.4225859106385	-24024.18939113101	-500.9183552793919	28.966226087250657	1	0	1	1	1	1	2.093103	2.093103	2.093103	0.153968	0.0	0.102634	0.138284	0.137866	0.014264	5	2.2169181368084998E-4	1.877820787714004	0.28570321126106524	0.21363920979424625	0.23053234591961522	0.2701252330250733
72000	-24553.736257432232	-24035.56758975939	-518.1686676728423	-24035.56758975939	-500.65901761480984	28.96620290802021	1	0	1	1	1	0	2.720657	2.720657	2.720657	0.095562	0.0	0.426863	0.135572	0.237043	0.0	4	2.286737207860168E-4	2.1850762589729906	0.28570321126106524	0.21363920979424625	0.23053234591961522	0.2701252330250733
74000	-24537.32319138221	-24012.816778644446	-524.5064127377643	-24012.816778644446	-505.4672598790789	28.966350534768353	1	0	1	1	1	1	2.472208	2.472208	2.472208	0.091391	0.0	0.357598	0.099907	0.100287	0.014891	5	2.1702677744221146E-4	2.1370333374495676	0.2787175604627241	0.2186870090303941	0.23586145517434667	0.2667339753325351
76000	-24538.023476086335	-24005.202515930956	-532.8209601553795	-24005.202515930956	-510.3496913283801	28.966456853176936	1	1	1	1	1	1	2.363849	2.363849	2.363849	0.076583	0.023541	0.490148	0.230388	0.090480	0.056572	6	2.0999870585676223E-4	2.1370333374495676	0.2787175604627241	0.21722210246827284	0.23586145517434667	0.26819888189465635
78000	-24547.339742827342	-24020.244082167083	-527.0956606602577	-24020.244082167083	-509.86198439865103	28.96630194155213	1	0	1	1	1	0	2.097447	2.097447	2.097447	0.416939	0.0	0.171592	0.220473	0.192537	0.0	4	2.3174861193464097E-4	2.1370333374495676	0.2787175604627241	0.2183155508928465	0.23476800674977302	0.26819888189465635
80000	-24550.97772993896	-24025.85169383226	-525.1260361066994	-24025.85169383226	-505.73571295336944	28.96646132678367	0	1	1	1	1	0	2.151542	2.151542	2.151542	0.0	0.077352	0.604758	0.194761	0.097623	0.0	4	2.2213906108503514E-4	1.9469084458207855	0.27471204176188135	0.2183155508928465	0.23476800674977302	0.2722044005954991
82000	-24532.67917013313	-24013.388806025443	-519.290364107688	-24013.388806025443	-500.8461335917169	28.966160493755297	0	1	1	1	1	1	2.093215	2.093215	2.093215	0.0	0.079546	0.359598	0.111124	0.048524	0.067888	5	2.1796050556998213E-4	1.9624411330864784	0.27471204176188135	0.2183155508928465	0.23476800674977302	0.2722044005954991
84000	-24539.59031952018	-24020.990169391614	-518.6001501285662	-24020.990169391614	-499.84294752662413	28.966477358398517	1	0	1	1	1	1	2.255651	2.255651	2.255651	0.109565	0.0	0.350841	0.213829	0.056955	0.162114	5	1.969174716144952E-4	1.9624411330864784	0.2771088365552869	0.2183155508928465	0.23476800674977302	0.26980760580209356
86000	-24552.164523472373	-24014.000819663408	-538.1637038089642	-24014.000819663408	-515.5589504155522	28.96695985034995	0	1	1	1	1	1	2.786721	2.786721	2.786721	0.0	0.103085	0.581912	0.051553	0.076945	0.048833	5	2.0974208965732202E-4	2.1974830975587705	0.28101458276860286	0.2183155508928465	0.23476800674977302	0.2659018595887776
88000	-24546.659518212877	-24019.444017884794	-527.2155003280835	-24019.444017884794	-502.55234055445936	28.967212617046307	1	1	1	1	1	0	2.414922	2.414922	2.414922	0.187339	0.008602	0.601263	0.172566	0.126228	0.0	5	2.2524179538586445E-4	2.1974830975587705	0.28101458276860286	0.21717577559320242	0.23476800674977302	0.26704163488842164
90000	-24542.05881402866	-24015.88636477022	-526.1724492584406	-24015.88636477022	-506.7923354264024	28.96687775864221	1	0	1	1	1	0	2.481159	2.481159	2.481159	0.192872	0.0	0.077348	0.213953	0.153999	0.0	4	2.0867170522830187E-4	1.9988828739476154	0.28101458276860286	0.21717577559320242	0.23476800674977302	0.26704163488842164
92000	-24528.11705449832	-24003.123374574097	-524.993679924223	-24003.123374574097	-509.2707141095357	28.983432839480173	1	0	1	1	1	0	2.608140	2.608140	2.608140	0.235250	0.0	0.160361	0.137884	0.094390	0.0	4	2.0720406803050414E-4	1.9988828739476154	0.28101458276860286	0.21717577559320242	0.23476800674977302	0.26704163488842164
94000	-24539.898606096085	-24028.731190102917	-511.1674159931683	-24028.731190102917	-493.6015433291898	28.983516131028818	1	1	1	1	1	1	2.210834	2.210834	2.210834	0.213081	0.025082	0.194279	0.104540	0.103637	0.067679	6	2.2138506407804628E-4	1.9988828739476154	0.28467424599228364	0.22119769703797243	0.230746085305003	0.26338197166474087
96000	-24526.67492902254	-24007.13161589323	-519.5433131293084	-24007.13161589323	-500.23645673773194	28.983435724803538	1	1	1	1	1	1	2.058175	2.058175	2.058175	0.278275	0.020592	0.111355	0.249170	0.039278	0.190557	6	2.1964843917213634E-4	1.9988828739476154	0.28467424599228364	0.22119769703797243	0.22970121131871282	0.26442684565103103
98000	-24528.01004929004	-24011.724974176876	-516.2850751131646	-24011.724974176876	-499.11487818624954	28.764849928219654	1	1	1	1	1	1	1.882113	1.882113	1.882113	0.126315	0.044105	0.233291	0.161852	0.292933	0.032095	6	2.2875291177566255E-4	2.076763786602523	0.28705747279643296	0.21881447023382308	0.22970121131871282	0.26442684565103103
100000	-24543.339097352604	-24022.828867968965	-520.5102293836377	-24022.828867968965	-506.1484681160055	28.79647584652245	1	0	1	1	1	0	2.413480	2.413480	2.413480	0.109202	0.0	0.393344	0.067442	0.110731	0.0	4	2.0271231871751505E-4	2.076763786602523	0.28705747279643296	0.22057406592715556	0.22841547286260022	0.26395298841381115
102000	-24546.78829704681	-24025.318606925546	-521.4696901212616	-24025.318606925546	-505.01168359143105	28.795759421180772	0	1	1	1	1	1	2.387681	2.387681	2.387681	0.0	0.134680	0.391673	0.121968	0.165182	0.016103	5	2.202086712664346E-4	2.076763786602523	0.28705747279643296	0.22057406592715556	0.22841547286260022	0.26395298841381115
104000	-24556.25929724881	-24023.309502223412	-532.9497950253962	-24023.309502223412	-514.3059048683205	28.795179397115454	1	1	1	1	1	0	2.687286	2.687286	2.687286	0.235800	0.111075	0.175339	0.041562	0.215654	0.0	5	2.2399651135998036E-4	1.9403713397504065	0.28705747279643296	0.21663087511226464	0.22841547286260022	0.26789617922870207
106000	-24572.28199349643	-24026.810192910594	-545.4718005858331	-24026.810192910594	-524.4555879640434	28.795060454347066	1	1	1	0	1	0	2.500650	2.500650	2.500650	0.129750	0.040251	0.264249	0.0	0.111103	0.0	4	2.096329589539267E-4	1.9403713397504065	0.28705747279643296	0.21663087511226464	0.22841547286260022	0.26789617922870207
108000	-24560.310174925446	-24020.57888198852	-539.7312929369253	-24020.57888198852	-511.36409366786864	28.795071590613603	1	1	1	1	1	1	2.295904	2.295904	2.295904	0.022827	0.013275	0.441376	0.314044	0.065172	0.060496	6	2.1010032181713076E-4	1.9403713397504065	0.28705747279643296	0.21663087511226464	0.22841547286260022	0.26789617922870207
110000	-24562.533479128924	-24028.98140273413	-533.552076394792	-24028.98140273413	-511.07603546124733	28.78870659598588	1	1	1	1	1	1	2.606006	2.606006	2.606006	0.267295	0.065972	0.209488	0.130416	0.424880	0.020509	6	2.0050851647614948E-4	1.9403713397504065	0.28705747279643296	0.21663087511226464	0.22841547286260022	0.26789617922870207
112000	-24549.15205691985	-24026.83314975913	-522.3189071607178	-24026.83314975913	-503.6193663973162	28.777655943545113	0	1	1	1	0	1	2.458901	2.458901	2.458901	0.0	0.037836	0.331775	0.115465	0.0	0.130148	4	2.1899279567818943E-4	1.9403713397504065	0.28705747279643296	0.21663087511226464	0.22557460087688552	0.27073705121441677
114000	-24535.6122999647	-24014.7850418505	-520.8272581142018	-24014.7850418505	-502.5888169155247	28.77756097995485	1	0	1	1	1	0	2.072484	2.072484	2.072484	0.223052	0.0	0.269886	0.127559	0.095323	0.0	4	2.2121062468266915E-4	1.9403713397504065	0.2831834339062977	0.21663087511226464	0.22557460087688552	0.27461109010455204
116000	-24536.05061893974	-24017.223797144397	-518.8268217953421	-24017.223797144397	-502.5648790924243	28.48821033387323	1	0	1	1	0	1	2.225418	2.225418	2.225418	0.241182	0.0	0.291637	0.147796	0.0	0.147801	4	2.145219781501696E-4	1.9403713397504065	0.2831834339062977	0.21663087511226464	0.22557460087688552	0.27461109010455204
118000	-24545.79226291285	-24014.703018844233	-531.0892440686199	-24014.703018844233	-511.8177181861077	28.488197236326506	1	1	1	1	0	1	2.202231	2.202231	2.202231	0.054946	0.018887	0.195909	0.041876	0.0	0.163294	5	2.1915088709267358E-4	1.9403713397504065	0.2831834339062977	0.21663087511226464	0.22557460087688552	0.27461109010455204
120000	-24531.39956343271	-24011.9813058928	-519.4182575399083	-24011.9813058928	-501.5762594199998	28.488039942587573	1	0	1	1	1	1	2.315914	2.315914	2.315914	0.174799	0.0	0.259276	0.218110	0.162369	0.090424	5	2.2183417468273008E-4	1.9403713397504065	0.2831834339062977	0.21536617005953376	0.2281032700388485	0.27334712599531996
122000	-24528.197968738485	-24010.004783643977	-518.1931850945064	-24010.004783643977	-499.3623176936774	28.48889298530686	1	0	1	1	1	0	2.381691	2.381691	2.381691	0.148219	0.0	0.097916	0.141495	0.111666	0.0	4	2.322350559373489E-4	1.9403713397504065	0.2831834339062977	0.21536617005953376	0.2281032700388485	0.27334712599531996
124000	-24538.5939569358	-24022.72961186791	-515.8643450678911	-24022.72961186791	-494.05659751320485	28.509732193094507	1	1	1	1	1	0	2.357442	2.357442	2.357442	0.308672	0.093294	0.333066	0.112984	0.144811	0.0	5	2.3067070381196515E-4	1.7770472833726743	0.2831834339062977	0.21536617005953376	0.2281032700388485	0.27334712599531996
126000	-24513.98247752924	-24007.235591683722	-506.7468858455178	-24007.235591683722	-490.82920320111947	28.510185094599276	1	0	1	1	1	1	2.065041	2.065041	2.065041	0.180554	0.0	0.173130	0.237235	0.179966	0.011637	5	2.3135626526122406E-4	1.7770472833726743	0.28168941481322535	0.2168601891526061	0.2281032700388485	0.27334712599531996
128000	-24534.978046061125	-24022.23505308013	-512.7429929809942	-24022.23505308013	-495.0154171959811	28.510145287771092	1	0	1	1	1	0	2.224552	2.224552	2.224552	0.393052	0.0	0.085152	0.107491	0.412003	0.0	4	2.1787926892571729E-4	1.7770472833726743	0.28168941481322535	0.2248592213609527	0.2281032700388485	0.2653480937869734
130000	-24529.997178983234	-24020.101350102137	-509.89582888109845	-24020.101350102137	-489.6249537490104	28.510346188184663	1	1	1	1	1	1	2.292163	2.292163	2.292163	0.166365	0.106970	0.145389	0.219691	0.170887	0.107978	6	2.386819577768769E-4	1.7770472833726743	0.2842599202867355	0.2248592213609527	0.2281032700388485	0.2627775883134632
132000	-24509.174792245805	-24006.353303325322	-502.8214889204818	-24006.353303325322	-483.38424786003105	28.50984819168594	1	0	1	1	1	0	2.267954	2.267954	2.267954	0.548590	0.0	0.238457	0.095476	0.116824	0.0	4	2.350115188728366E-4	1.7770472833726743	0.2842599202867355	0.22118067018292098	0.2281032700388485	0.2664561394914949
134000	-24516.465003885816	-24022.258792931043	-494.20621095477384	-24022.258792931043	-476.72711166120087	28.509832637923438	1	1	1	1	1	1	1.650901	1.650901	1.650901	0.150026	0.088174	0.457348	0.076095	0.137428	0.040090	6	2.4658079231814776E-4	1.7770472833726743	0.2842599202867355	0.22118067018292098	0.2281032700388485	0.2664561394914949
136000	-24504.341400153007	-24003.853475698303	-500.4879244547053	-24003.853475698303	-484.66885434129597	28.509847541533496	1	1	1	1	1	0	1.991812	1.991812	1.991812	0.184868	0.102616	0.150876	0.183213	0.201677	0.0	5	2.3668662194688945E-4	1.7770472833726743	0.29041996635769085	0.22118067018292098	0.2281032700388485	0.26029609342053955
138000	-24519.628945197503	-24014.784035452103	-504.84490974540046	-24014.784035452103	-488.8055377554265	28.510006600588607	1	0	1	1	1	0	2.161246	2.161246	2.161246	0.147611	0.0	0.305857	0.169504	0.469608	0.0	4	2.2758400326313094E-4	2.4486070324933182	0.2910181345843427	0.22058250195626908	0.2281032700388485	0.26029609342053955
140000	-24518.184106021545	-24019.822917372425	-498.36118864911833	-24019.822917372425	-482.1899403376844	28.509639410880098	1	0	1	1	1	0	2.341060	2.341060	2.341060	0.206957	0.0	0.305155	0.122105	0.191845	0.0	4	2.335144709174026E-4	2.4486070324933182	0.2910181345843427	0.22058250195626908	0.2281032700388485	0.26029609342053955
142000	-24526.36857461739	-24015.460933212104	-510.907641405286	-24015.460933212104	-491.4692466580682	28.523735213585883	1	1	1	1	1	1	1.769671	1.769671	1.769671	0.101158	0.015271	0.503783	0.227960	0.191938	0.029416	6	2.1675102386167918E-4	2.3272060854596486	0.2910181345843427	0.22058250195626908	0.2281032700388485	0.26029609342053955
144000	-24532.139702069915	-24021.894318291445	-510.24538377847034	-24021.894318291445	-493.1518354581918	28.530180837891994	0	1	1	1	0	1	2.294688	2.294688	2.294688	0.0	0.063544	0.398725	0.103391	0.0	0.258749	4	2.449496807468637E-4	2.3272060854596486	0.2891169309937379	0.22248370554687388	0.2281032700388485	0.26029609342053955
146000	-24523.82749164578	-24016.269556774874	-507.55793487090864	-24016.269556774874	-491.59477734822406	28.426808591451913	0	1	1	0	0	1	2.157228	2.157228	2.157228	0.0	0.283942	0.539210	0.0	0.0	0.249827	3	2.2248774304686137E-4	2.3272060854596486	0.2891169309937379	0.22248370554687388	0.2281032700388485	0.26029609342053955
148000	-24518.39351590184	-24016.53472541475	-501.85879048709097	-24016.53472541475	-488.0561886080235	28.426992159291643	0	1	1	0	0	1	1.846638	1.846638	1.846638	0.0	0.220294	0.521338	0.0	0.0	0.204474	3	2.467222625813995E-4	2.3272060854596486	0.2891169309937379	0.21718809480116513	0.2281032700388485	0.26559170416624833
150000	-24532.1668370236	-24023.149217247086	-509.0176197765133	-24023.149217247086	-495.20859751289925	28.850127163122345	0	1	1	0	0	1	1.844990	1.844990	1.844990	0.0	0.115208	0.344086	0.0	0.0	0.340128	3	2.2899862524796224E-4	2.0493332788045735	0.2891169309937379	0.21718809480116513	0.2281032700388485	0.26559170416624833
152000	-24516.49322382964	-24017.029358227053	-499.46386560258657	-24017.029358227053	-482.9325314530891	29.05808039385511	1	0	1	1	1	1	1.780279	1.780279	1.780279	0.279332	0.0	0.188134	0.074281	0.088845	0.124734	5	2.459556600225717E-4	2.0493332788045735	0.2891169309937379	0.21718809480116513	0.2281032700388485	0.26559170416624833
154000	-24523.913527931014	-24019.11944969465	-504.7940782363649	-24019.11944969465	-488.0283168945923	29.057636715655576	1	0	1	1	1	1	1.962776	1.962776	1.962776	0.167726	0.0	0.108531	0.125779	0.231777	0.034096	5	2.234017571586049E-4	2.0082948529950797	0.2825613615755737	0.21718809480116513	0.2346588394570127	0.26559170416624833
156000	-24522.87642080596	-24016.50853686768	-506.3678839382765	-24016.50853686768	-488.81427223473753	29.058171593391904	1	0	1	1	0	1	2.259575	2.259575	2.259575	0.272377	0.0	0.270164	0.102806	0.0	0.228957	4	2.285440799103957E-4	2.0082948529950797	0.2825613615755737	0.21718809480116513	0.2346588394570127	0.26559170416624833
