name	date
Netherlands/Oisterwijk_1364072/2020|EPI_ISL_413580|Netherlands|Oisterwijk|NA|NA|2020-03-02	2020.1666666666667
Netherlands/Oss_1363500/2020|EPI_ISL_413581|Netherlands|Oss|NA|NA|2020-02-29	2020.1612021857923
Netherlands/Rotterdam_1363790/2020|EPI_ISL_413582|Netherlands|Rotterdam|NA|NA|2020-03-01	2020.1639344262296
Netherlands/Rotterdam_1364040/2020|EPI_ISL_413583|Netherlands|Rotterdam|NA|NA|2020-03-02	2020.1666666666667
Netherlands/Rotterdam_1364740/2020|EPI_ISL_413584|Netherlands|Rotterdam|NA|NA|2020-03-03	2020.1693989071039
Netherlands/Tilburg_1363354/2020|EPI_ISL_413586|Netherlands|Tilburg|NA|NA|2020-02-27	2020.155737704918
Netherlands/Tilburg_1364286/2020|EPI_ISL_413587|Netherlands|Tilburg|NA|NA|2020-03-03	2020.1693989071039
Netherlands/Utrecht_1363564/2020|EPI_ISL_413588|Netherlands|Utrecht|NA|NA|2020-03-01	2020.1639344262296
Netherlands/Utrecht_1363628/2020|EPI_ISL_413589|Netherlands|Utrecht|NA|NA|2020-03-01	2020.1639344262296
Netherlands/Utrecht_1364066/2020|EPI_ISL_413590|Netherlands|Utrecht|NA|NA|2020-03-02	2020.1666666666667
Netherlands/Zeewolde_1365080/2020|EPI_ISL_413591|Netherlands|Zeewolde|NA|NA|2020-03-02	2020.1666666666667
Taiwan/NTU03/2020|EPI_ISL_413592|Taiwan|Taipei|NA|NA|2020-02-29	2020.1612021857923
Luxembourg/Lux1/2020|EPI_ISL_413593|Luxembourg|NA|NA|NA|2020-02-29	2020.1612021857923
Australia/NSW08/2020|EPI_ISL_413594|Australia|New_South_Wales|Sydney|Singapore|2020-02-28	2020.1584699453551
Australia/NSW10/2020|EPI_ISL_413596|Australia|New_South_Wales|Sydney|SEasia|2020-02-28	2020.1584699453551
Australia/NSW11/2020|EPI_ISL_413597|Australia|New_South_Wales|Sydney|Iran|2020-03-02	2020.1666666666667
Australia/NSW12/2020|EPI_ISL_413598|Australia|New_South_Wales|Sydney|Iran|2020-03-04	2020.172131147541
Australia/NSW13/2020|EPI_ISL_413599|Australia|New_South_Wales|Sydney|Iran|2020-03-04	2020.172131147541
Australia/NSW14/2020|EPI_ISL_413600|Australia|New_South_Wales|Sydney|NA|2020-03-03	2020.1693989071039
