source	destination	value	model	nSim	nSeq	protocol
Region3	Region1	2.0	simulation	1	500	biased_20
Region1	Region2	22.0	simulation	1	500	biased_20
Region2	Region2	838.0	simulation	1	500	biased_20
Region3	Region2	13.0	simulation	1	500	biased_20
Region1	Region3	1.0	simulation	1	500	biased_20
Region2	Region3	1.0	simulation	1	500	biased_20
Region3	Region3	59.0	simulation	1	500	biased_20
Region1	Region1	22.0	simulation	1	500	biased_50
Region2	Region1	4.0	simulation	1	500	biased_50
Region3	Region1	3.0	simulation	1	500	biased_50
Region1	Region2	26.0	simulation	1	500	biased_50
Region2	Region2	844.0	simulation	1	500	biased_50
Region3	Region2	18.0	simulation	1	500	biased_50
Region1	Region3	1.0	simulation	1	500	biased_50
Region2	Region3	0.0	simulation	1	500	biased_50
Region3	Region3	39.0	simulation	1	500	biased_50
Region1	Region1	58.0	simulation	1	500	uniformS_10
Region2	Region1	10.0	simulation	1	500	uniformS_10
Region3	Region1	4.0	simulation	1	500	uniformS_10
Region1	Region2	29.0	simulation	1	500	uniformS_10
Region2	Region2	768.0	simulation	1	500	uniformS_10
Region3	Region2	13.0	simulation	1	500	uniformS_10
Region1	Region3	1.0	simulation	1	500	uniformS_10
Region2	Region3	1.0	simulation	1	500	uniformS_10
Region3	Region3	82.0	simulation	1	500	uniformS_10
Region1	Region1	229.0	simulation	1	500	maxPerRegionYear_10
Region2	Region1	25.0	simulation	1	500	maxPerRegionYear_10
Region3	Region1	5.0	simulation	1	500	maxPerRegionYear_10
Region1	Region2	23.0	simulation	1	500	maxPerRegionYear_10
Region2	Region2	358.0	simulation	1	500	maxPerRegionYear_10
Region3	Region2	11.0	simulation	1	500	maxPerRegionYear_10
Region1	Region3	4.0	simulation	1	500	maxPerRegionYear_10
Region2	Region3	4.0	simulation	1	500	maxPerRegionYear_10
Region3	Region3	317.0	simulation	1	500	maxPerRegionYear_10
Region1	Region1	95.0	simulation	1	500	uniformS_5
Region2	Region1	13.0	simulation	1	500	uniformS_5
Region3	Region1	4.0	simulation	1	500	uniformS_5
Region1	Region2	26.0	simulation	1	500	uniformS_5
Region2	Region2	674.0	simulation	1	500	uniformS_5
Region3	Region2	16.0	simulation	1	500	uniformS_5
Region1	Region3	3.0	simulation	1	500	uniformS_5
Region2	Region3	1.0	simulation	1	500	uniformS_5
Region3	Region3	136.0	simulation	1	500	uniformS_5
Region1	Region1	188.0	simulation	1	500	maxPerRegionYear_20
Region2	Region1	18.0	simulation	1	500	maxPerRegionYear_20
Region3	Region1	3.0	simulation	1	500	maxPerRegionYear_20
Region1	Region2	27.0	simulation	1	500	maxPerRegionYear_20
Region2	Region2	404.0	simulation	1	500	maxPerRegionYear_20
Region3	Region2	15.0	simulation	1	500	maxPerRegionYear_20
Region1	Region3	4.0	simulation	1	500	maxPerRegionYear_20
Region2	Region3	6.0	simulation	1	500	maxPerRegionYear_20
Region3	Region3	308.0	simulation	1	500	maxPerRegionYear_20
Region1	Region1	81.0	simulation	1	500	biased_5
Region2	Region1	5.0	simulation	1	500	biased_5
Region3	Region1	2.0	simulation	1	500	biased_5
Region1	Region2	22.0	simulation	1	500	biased_5
Region2	Region2	709.0	simulation	1	500	biased_5
Region3	Region2	15.0	simulation	1	500	biased_5
Region1	Region3	1.0	simulation	1	500	biased_5
Region2	Region3	6.0	simulation	1	500	biased_5
Region3	Region3	140.0	simulation	1	500	biased_5
Region1	Region1	286.0	simulation	1	500	maxPerRegion_2.5
Region2	Region1	24.0	simulation	1	500	maxPerRegion_2.5
Region3	Region1	4.0	simulation	1	500	maxPerRegion_2.5
Region1	Region2	15.0	simulation	1	500	maxPerRegion_2.5
Region2	Region2	296.0	simulation	1	500	maxPerRegion_2.5
Region3	Region2	13.0	simulation	1	500	maxPerRegion_2.5
Region1	Region3	2.0	simulation	1	500	maxPerRegion_2.5
Region2	Region3	4.0	simulation	1	500	maxPerRegion_2.5
Region3	Region3	332.0	simulation	1	500	maxPerRegion_2.5
Region1	Region1	288.0	simulation	1	500	maxPerRegion_10
Region2	Region1	22.0	simulation	1	500	maxPerRegion_10
Region3	Region1	5.0	simulation	1	500	maxPerRegion_10
Region1	Region2	15.0	simulation	1	500	maxPerRegion_10
Region2	Region2	303.0	simulation	1	500	maxPerRegion_10
Region3	Region2	9.0	simulation	1	500	maxPerRegion_10
Region1	Region3	2.0	simulation	1	500	maxPerRegion_10
Region2	Region3	5.0	simulation	1	500	maxPerRegion_10
Region3	Region3	329.0	simulation	1	500	maxPerRegion_10
Region1	Region1	278.0	simulation	1	500	maxPerRegion_5
Region2	Region1	28.0	simulation	1	500	maxPerRegion_5
Region3	Region1	3.0	simulation	1	500	maxPerRegion_5
Region1	Region2	11.0	simulation	1	500	maxPerRegion_5
Region2	Region2	311.0	simulation	1	500	maxPerRegion_5
Region3	Region2	11.0	simulation	1	500	maxPerRegion_5
Region1	Region3	2.0	simulation	1	500	maxPerRegion_5
Region2	Region3	5.0	simulation	1	500	maxPerRegion_5
Region3	Region3	326.0	simulation	1	500	maxPerRegion_5
Region1	Region1	251.0	simulation	1	500	maxPerRegion_20
Region2	Region1	20.0	simulation	1	500	maxPerRegion_20
Region3	Region1	3.0	simulation	1	500	maxPerRegion_20
Region1	Region2	17.0	simulation	1	500	maxPerRegion_20
Region2	Region2	328.0	simulation	1	500	maxPerRegion_20
Region3	Region2	11.0	simulation	1	500	maxPerRegion_20
Region1	Region3	4.0	simulation	1	500	maxPerRegion_20
Region2	Region3	8.0	simulation	1	500	maxPerRegion_20
Region3	Region3	339.0	simulation	1	500	maxPerRegion_20
Region1	Region1	56.0	simulation	1	500	biased_10
Region2	Region1	7.0	simulation	1	500	biased_10
Region3	Region1	2.0	simulation	1	500	biased_10
Region1	Region2	23.0	simulation	1	500	biased_10
Region2	Region2	798.0	simulation	1	500	biased_10
Region3	Region2	14.0	simulation	1	500	biased_10
Region1	Region3	2.0	simulation	1	500	biased_10
Region2	Region3	3.0	simulation	1	500	biased_10
Region3	Region3	66.0	simulation	1	500	biased_10
Region1	Region1	18.0	simulation	1	500	uniformS_50
Region2	Region1	2.0	simulation	1	500	uniformS_50
Region3	Region1	3.0	simulation	1	500	uniformS_50
Region1	Region2	20.0	simulation	1	500	uniformS_50
Region2	Region2	874.0	simulation	1	500	uniformS_50
Region3	Region2	13.0	simulation	1	500	uniformS_50
Region1	Region3	0.0	simulation	1	500	uniformS_50
Region2	Region3	0.0	simulation	1	500	uniformS_50
Region3	Region3	35.0	simulation	1	500	uniformS_50
Region1	Region1	246.0	simulation	1	500	maxPerRegionYear_2.5
Region2	Region1	31.0	simulation	1	500	maxPerRegionYear_2.5
Region3	Region1	6.0	simulation	1	500	maxPerRegionYear_2.5
Region1	Region2	20.0	simulation	1	500	maxPerRegionYear_2.5
Region2	Region2	326.0	simulation	1	500	maxPerRegionYear_2.5
Region3	Region2	14.0	simulation	1	500	maxPerRegionYear_2.5
Region1	Region3	4.0	simulation	1	500	maxPerRegionYear_2.5
Region2	Region3	6.0	simulation	1	500	maxPerRegionYear_2.5
Region3	Region3	325.0	simulation	1	500	maxPerRegionYear_2.5
Region1	Region1	177.0	simulation	1	500	uniform
Region2	Region1	14.0	simulation	1	500	uniform
Region3	Region1	6.0	simulation	1	500	uniform
Region1	Region2	16.0	simulation	1	500	uniform
Region2	Region2	389.0	simulation	1	500	uniform
Region3	Region2	10.0	simulation	1	500	uniform
Region1	Region3	3.0	simulation	1	500	uniform
Region2	Region3	5.0	simulation	1	500	uniform
Region3	Region3	359.0	simulation	1	500	uniform
Region1	Region1	80.0	simulation	1	500	maxPerRegion_50
Region2	Region1	7.0	simulation	1	500	maxPerRegion_50
Region3	Region1	3.0	simulation	1	500	maxPerRegion_50
Region1	Region2	21.0	simulation	1	500	maxPerRegion_50
Region2	Region2	669.0	simulation	1	500	maxPerRegion_50
Region3	Region2	15.0	simulation	1	500	maxPerRegion_50
Region1	Region3	3.0	simulation	1	500	maxPerRegion_50
Region2	Region3	5.0	simulation	1	500	maxPerRegion_50
Region3	Region3	169.0	simulation	1	500	maxPerRegion_50
Region1	Region1	31.0	simulation	33	500	biased_20
Region2	Region1	10.0	simulation	33	500	biased_20
Region3	Region1	0.0	simulation	33	500	biased_20
Region1	Region2	29.0	simulation	33	500	biased_20
Region2	Region2	840.0	simulation	33	500	biased_20
Region3	Region2	7.0	simulation	33	500	biased_20
Region1	Region3	3.0	simulation	33	500	biased_20
Region2	Region3	2.0	simulation	33	500	biased_20
Region3	Region3	29.0	simulation	33	500	biased_20
Region1	Region1	355.0	simulation	33	500	maxPerRegionYear_5
Region2	Region1	20.0	simulation	33	500	maxPerRegionYear_5
Region3	Region1	1.0	simulation	33	500	maxPerRegionYear_5
Region1	Region2	44.0	simulation	33	500	maxPerRegionYear_5
Region2	Region2	293.0	simulation	33	500	maxPerRegionYear_5
Region3	Region2	6.0	simulation	33	500	maxPerRegionYear_5
Region1	Region3	6.0	simulation	33	500	maxPerRegionYear_5
Region2	Region3	15.0	simulation	33	500	maxPerRegionYear_5
Region3	Region3	218.0	simulation	33	500	maxPerRegionYear_5
Region1	Region1	338.0	simulation	33	500	maxPerRegionYear_20
Region2	Region1	20.0	simulation	33	500	maxPerRegionYear_20
Region3	Region1	0.0	simulation	33	500	maxPerRegionYear_20
Region1	Region2	52.0	simulation	33	500	maxPerRegionYear_20
Region2	Region2	384.0	simulation	33	500	maxPerRegionYear_20
Region3	Region2	8.0	simulation	33	500	maxPerRegionYear_20
Region1	Region3	4.0	simulation	33	500	maxPerRegionYear_20
Region2	Region3	11.0	simulation	33	500	maxPerRegionYear_20
Region3	Region3	146.0	simulation	33	500	maxPerRegionYear_20
Region1	Region1	77.0	simulation	33	500	biased_10
Region2	Region1	8.0	simulation	33	500	biased_10
Region3	Region1	0.0	simulation	33	500	biased_10
Region1	Region2	33.0	simulation	33	500	biased_10
Region2	Region2	796.0	simulation	33	500	biased_10
Region3	Region2	4.0	simulation	33	500	biased_10
Region1	Region3	2.0	simulation	33	500	biased_10
Region2	Region3	2.0	simulation	33	500	biased_10
Region3	Region3	40.0	simulation	33	500	biased_10
Region1	Region1	172.0	simulation	33	500	maxPerRegionYear_50
Region2	Region1	11.0	simulation	33	500	maxPerRegionYear_50
Region3	Region1	0.0	simulation	33	500	maxPerRegionYear_50
Region1	Region2	47.0	simulation	33	500	maxPerRegionYear_50
Region2	Region2	636.0	simulation	33	500	maxPerRegionYear_50
Region3	Region2	9.0	simulation	33	500	maxPerRegionYear_50
Region1	Region3	3.0	simulation	33	500	maxPerRegionYear_50
Region2	Region3	8.0	simulation	33	500	maxPerRegionYear_50
Region3	Region3	74.0	simulation	33	500	maxPerRegionYear_50
Region1	Region1	304.0	simulation	33	500	maxPerRegion_5
Region2	Region1	18.0	simulation	33	500	maxPerRegion_5
Region3	Region1	2.0	simulation	33	500	maxPerRegion_5
Region1	Region2	22.0	simulation	33	500	maxPerRegion_5
Region2	Region2	305.0	simulation	33	500	maxPerRegion_5
Region3	Region2	3.0	simulation	33	500	maxPerRegion_5
Region1	Region3	5.0	simulation	33	500	maxPerRegion_5
Region2	Region3	15.0	simulation	33	500	maxPerRegion_5
Region3	Region3	286.0	simulation	33	500	maxPerRegion_5
Region1	Region1	364.0	simulation	33	500	maxPerRegionYear_10
Region2	Region1	24.0	simulation	33	500	maxPerRegionYear_10
Region3	Region1	2.0	simulation	33	500	maxPerRegionYear_10
Region1	Region2	40.0	simulation	33	500	maxPerRegionYear_10
Region2	Region2	311.0	simulation	33	500	maxPerRegionYear_10
Region3	Region2	7.0	simulation	33	500	maxPerRegionYear_10
Region1	Region3	6.0	simulation	33	500	maxPerRegionYear_10
Region2	Region3	12.0	simulation	33	500	maxPerRegionYear_10
Region3	Region3	197.0	simulation	33	500	maxPerRegionYear_10
Region1	Region1	357.0	simulation	33	500	maxPerRegionYear_2.5
Region2	Region1	24.0	simulation	33	500	maxPerRegionYear_2.5
Region3	Region1	2.0	simulation	33	500	maxPerRegionYear_2.5
Region1	Region2	40.0	simulation	33	500	maxPerRegionYear_2.5
Region2	Region2	290.0	simulation	33	500	maxPerRegionYear_2.5
Region3	Region2	7.0	simulation	33	500	maxPerRegionYear_2.5
Region1	Region3	7.0	simulation	33	500	maxPerRegionYear_2.5
Region2	Region3	15.0	simulation	33	500	maxPerRegionYear_2.5
Region3	Region3	229.0	simulation	33	500	maxPerRegionYear_2.5
Region1	Region1	340.0	simulation	33	500	uniform
Region2	Region1	26.0	simulation	33	500	uniform
Region3	Region1	1.0	simulation	33	500	uniform
Region1	Region2	20.0	simulation	33	500	uniform
Region2	Region2	406.0	simulation	33	500	uniform
Region3	Region2	5.0	simulation	33	500	uniform
Region1	Region3	3.0	simulation	33	500	uniform
Region2	Region3	8.0	simulation	33	500	uniform
Region3	Region3	151.0	simulation	33	500	uniform
Region1	Region1	203.0	simulation	33	500	biased_2.5
Region2	Region1	20.0	simulation	33	500	biased_2.5
Region3	Region1	0.0	simulation	33	500	biased_2.5
Region1	Region2	29.0	simulation	33	500	biased_2.5
Region2	Region2	582.0	simulation	33	500	biased_2.5
Region3	Region2	6.0	simulation	33	500	biased_2.5
Region1	Region3	5.0	simulation	33	500	biased_2.5
Region2	Region3	5.0	simulation	33	500	biased_2.5
Region3	Region3	115.0	simulation	33	500	biased_2.5
Region1	Region1	144.0	simulation	33	500	biased_5
Region2	Region1	14.0	simulation	33	500	biased_5
Region3	Region1	0.0	simulation	33	500	biased_5
Region1	Region2	33.0	simulation	33	500	biased_5
Region2	Region2	720.0	simulation	33	500	biased_5
Region3	Region2	5.0	simulation	33	500	biased_5
Region1	Region3	4.0	simulation	33	500	biased_5
Region2	Region3	6.0	simulation	33	500	biased_5
Region3	Region3	44.0	simulation	33	500	biased_5
Region1	Region1	55.0	simulation	33	500	uniformS_20
Region2	Region1	11.0	simulation	33	500	uniformS_20
Region3	Region1	0.0	simulation	33	500	uniformS_20
Region1	Region2	30.0	simulation	33	500	uniformS_20
Region2	Region2	827.0	simulation	33	500	uniformS_20
Region3	Region2	5.0	simulation	33	500	uniformS_20
Region1	Region3	2.0	simulation	33	500	uniformS_20
Region2	Region3	2.0	simulation	33	500	uniformS_20
Region3	Region3	28.0	simulation	33	500	uniformS_20
Region1	Region1	153.0	simulation	33	500	maxPerRegion_50
Region2	Region1	12.0	simulation	33	500	maxPerRegion_50
Region3	Region1	0.0	simulation	33	500	maxPerRegion_50
Region1	Region2	30.0	simulation	33	500	maxPerRegion_50
Region2	Region2	677.0	simulation	33	500	maxPerRegion_50
Region3	Region2	7.0	simulation	33	500	maxPerRegion_50
Region1	Region3	3.0	simulation	33	500	maxPerRegion_50
Region2	Region3	8.0	simulation	33	500	maxPerRegion_50
Region3	Region3	72.0	simulation	33	500	maxPerRegion_50
Region1	Region1	122.0	simulation	33	500	uniformS_5
Region2	Region1	13.0	simulation	33	500	uniformS_5
Region3	Region1	1.0	simulation	33	500	uniformS_5
Region1	Region2	36.0	simulation	33	500	uniformS_5
Region2	Region2	729.0	simulation	33	500	uniformS_5
Region3	Region2	5.0	simulation	33	500	uniformS_5
Region1	Region3	2.0	simulation	33	500	uniformS_5
Region2	Region3	7.0	simulation	33	500	uniformS_5
Region3	Region3	51.0	simulation	33	500	uniformS_5
Region1	Region1	95.0	simulation	33	500	uniformS_10
Region2	Region1	10.0	simulation	33	500	uniformS_10
Region3	Region1	0.0	simulation	33	500	uniformS_10
Region1	Region2	38.0	simulation	33	500	uniformS_10
Region2	Region2	784.0	simulation	33	500	uniformS_10
Region3	Region2	8.0	simulation	33	500	uniformS_10
Region1	Region3	2.0	simulation	33	500	uniformS_10
Region2	Region3	7.0	simulation	33	500	uniformS_10
Region3	Region3	26.0	simulation	33	500	uniformS_10
Region1	Region1	26.0	simulation	33	500	biased_50
Region2	Region1	7.0	simulation	33	500	biased_50
Region3	Region1	0.0	simulation	33	500	biased_50
Region1	Region2	33.0	simulation	33	500	biased_50
Region2	Region2	870.0	simulation	33	500	biased_50
Region3	Region2	6.0	simulation	33	500	biased_50
Region1	Region3	1.0	simulation	33	500	biased_50
Region2	Region3	1.0	simulation	33	500	biased_50
Region3	Region3	6.0	simulation	33	500	biased_50
Region1	Region1	311.0	simulation	33	500	maxPerRegion_10
Region2	Region1	21.0	simulation	33	500	maxPerRegion_10
Region3	Region1	1.0	simulation	33	500	maxPerRegion_10
Region1	Region2	23.0	simulation	33	500	maxPerRegion_10
Region2	Region2	301.0	simulation	33	500	maxPerRegion_10
Region3	Region2	3.0	simulation	33	500	maxPerRegion_10
Region1	Region3	8.0	simulation	33	500	maxPerRegion_10
Region2	Region3	12.0	simulation	33	500	maxPerRegion_10
Region3	Region3	288.0	simulation	33	500	maxPerRegion_10
Region1	Region1	34.0	simulation	33	500	uniformS_50
Region2	Region1	8.0	simulation	33	500	uniformS_50
Region3	Region1	1.0	simulation	33	500	uniformS_50
Region1	Region2	34.0	simulation	33	500	uniformS_50
Region2	Region2	864.0	simulation	33	500	uniformS_50
Region3	Region2	6.0	simulation	33	500	uniformS_50
Region1	Region3	2.0	simulation	33	500	uniformS_50
Region2	Region3	1.0	simulation	33	500	uniformS_50
Region3	Region3	13.0	simulation	33	500	uniformS_50
Region1	Region1	298.0	simulation	33	500	maxPerRegion_2.5
Region2	Region1	17.0	simulation	33	500	maxPerRegion_2.5
Region3	Region1	2.0	simulation	33	500	maxPerRegion_2.5
Region1	Region2	14.0	simulation	33	500	maxPerRegion_2.5
Region2	Region2	314.0	simulation	33	500	maxPerRegion_2.5
Region3	Region2	3.0	simulation	33	500	maxPerRegion_2.5
Region1	Region3	4.0	simulation	33	500	maxPerRegion_2.5
Region2	Region3	9.0	simulation	33	500	maxPerRegion_2.5
Region3	Region3	299.0	simulation	33	500	maxPerRegion_2.5
Region1	Region1	205.0	simulation	33	500	uniformS_2.5
Region2	Region1	17.0	simulation	33	500	uniformS_2.5
Region3	Region1	0.0	simulation	33	500	uniformS_2.5
Region1	Region2	24.0	simulation	33	500	uniformS_2.5
Region2	Region2	598.0	simulation	33	500	uniformS_2.5
Region3	Region2	6.0	simulation	33	500	uniformS_2.5
Region1	Region3	5.0	simulation	33	500	uniformS_2.5
Region2	Region3	6.0	simulation	33	500	uniformS_2.5
Region3	Region3	100.0	simulation	33	500	uniformS_2.5
Region1	Region1	351.0	simulation	33	500	maxPerRegion_20
Region2	Region1	19.0	simulation	33	500	maxPerRegion_20
Region3	Region1	3.0	simulation	33	500	maxPerRegion_20
Region1	Region2	23.0	simulation	33	500	maxPerRegion_20
Region2	Region2	367.0	simulation	33	500	maxPerRegion_20
Region3	Region2	3.0	simulation	33	500	maxPerRegion_20
Region1	Region3	4.0	simulation	33	500	maxPerRegion_20
Region2	Region3	12.0	simulation	33	500	maxPerRegion_20
Region3	Region3	185.0	simulation	33	500	maxPerRegion_20
Region1	Region1	101.0	simulation	46	500	uniformS_5
Region2	Region1	18.0	simulation	46	500	uniformS_5
Region3	Region1	0.0	simulation	46	500	uniformS_5
Region1	Region2	42.0	simulation	46	500	uniformS_5
Region2	Region2	798.0	simulation	46	500	uniformS_5
Region3	Region2	4.0	simulation	46	500	uniformS_5
Region1	Region3	1.0	simulation	46	500	uniformS_5
Region2	Region3	3.0	simulation	46	500	uniformS_5
Region3	Region3	14.0	simulation	46	500	uniformS_5
Region1	Region1	26.0	simulation	46	500	uniformS_50
Region2	Region1	7.0	simulation	46	500	uniformS_50
Region3	Region1	0.0	simulation	46	500	uniformS_50
Region1	Region2	39.0	simulation	46	500	uniformS_50
Region2	Region2	892.0	simulation	46	500	uniformS_50
Region3	Region2	5.0	simulation	46	500	uniformS_50
Region1	Region3	1.0	simulation	46	500	uniformS_50
Region2	Region3	0.0	simulation	46	500	uniformS_50
Region3	Region3	7.0	simulation	46	500	uniformS_50
Region1	Region1	35.0	simulation	46	500	biased_50
Region2	Region1	9.0	simulation	46	500	biased_50
Region3	Region1	0.0	simulation	46	500	biased_50
Region1	Region2	43.0	simulation	46	500	biased_50
Region2	Region2	881.0	simulation	46	500	biased_50
Region3	Region2	4.0	simulation	46	500	biased_50
Region1	Region3	1.0	simulation	46	500	biased_50
Region2	Region3	0.0	simulation	46	500	biased_50
Region3	Region3	2.0	simulation	46	500	biased_50
Region1	Region1	356.0	simulation	46	500	maxPerRegionYear_5
Region2	Region1	34.0	simulation	46	500	maxPerRegionYear_5
Region3	Region1	0.0	simulation	46	500	maxPerRegionYear_5
Region1	Region2	35.0	simulation	46	500	maxPerRegionYear_5
Region2	Region2	378.0	simulation	46	500	maxPerRegionYear_5
Region3	Region2	4.0	simulation	46	500	maxPerRegionYear_5
Region1	Region3	5.0	simulation	46	500	maxPerRegionYear_5
Region2	Region3	14.0	simulation	46	500	maxPerRegionYear_5
Region3	Region3	158.0	simulation	46	500	maxPerRegionYear_5
Region1	Region1	118.0	simulation	46	500	maxPerRegionYear_50
Region2	Region1	19.0	simulation	46	500	maxPerRegionYear_50
Region3	Region1	0.0	simulation	46	500	maxPerRegionYear_50
Region1	Region2	49.0	simulation	46	500	maxPerRegionYear_50
Region2	Region2	738.0	simulation	46	500	maxPerRegionYear_50
Region3	Region2	6.0	simulation	46	500	maxPerRegionYear_50
Region1	Region3	2.0	simulation	46	500	maxPerRegionYear_50
Region2	Region3	3.0	simulation	46	500	maxPerRegionYear_50
Region3	Region3	38.0	simulation	46	500	maxPerRegionYear_50
Region1	Region1	212.0	simulation	46	500	maxPerRegionYear_20
Region2	Region1	23.0	simulation	46	500	maxPerRegionYear_20
Region3	Region1	0.0	simulation	46	500	maxPerRegionYear_20
Region1	Region2	43.0	simulation	46	500	maxPerRegionYear_20
Region2	Region2	608.0	simulation	46	500	maxPerRegionYear_20
Region3	Region2	5.0	simulation	46	500	maxPerRegionYear_20
Region1	Region3	3.0	simulation	46	500	maxPerRegionYear_20
Region2	Region3	5.0	simulation	46	500	maxPerRegionYear_20
Region3	Region3	74.0	simulation	46	500	maxPerRegionYear_20
Region1	Region1	141.0	simulation	46	500	biased_2.5
Region2	Region1	21.0	simulation	46	500	biased_2.5
Region3	Region1	0.0	simulation	46	500	biased_2.5
Region1	Region2	42.0	simulation	46	500	biased_2.5
Region2	Region2	702.0	simulation	46	500	biased_2.5
Region3	Region2	5.0	simulation	46	500	biased_2.5
Region1	Region3	2.0	simulation	46	500	biased_2.5
Region2	Region3	6.0	simulation	46	500	biased_2.5
Region3	Region3	63.0	simulation	46	500	biased_2.5
Region1	Region1	40.0	simulation	46	500	uniformS_20
Region2	Region1	9.0	simulation	46	500	uniformS_20
Region3	Region1	0.0	simulation	46	500	uniformS_20
Region1	Region2	37.0	simulation	46	500	uniformS_20
Region2	Region2	881.0	simulation	46	500	uniformS_20
Region3	Region2	3.0	simulation	46	500	uniformS_20
Region1	Region3	1.0	simulation	46	500	uniformS_20
Region2	Region3	0.0	simulation	46	500	uniformS_20
Region3	Region3	5.0	simulation	46	500	uniformS_20
Region1	Region1	199.0	simulation	46	500	maxPerRegion_20
Region2	Region1	24.0	simulation	46	500	maxPerRegion_20
Region3	Region1	0.0	simulation	46	500	maxPerRegion_20
Region1	Region2	32.0	simulation	46	500	maxPerRegion_20
Region2	Region2	634.0	simulation	46	500	maxPerRegion_20
Region3	Region2	5.0	simulation	46	500	maxPerRegion_20
Region1	Region3	2.0	simulation	46	500	maxPerRegion_20
Region2	Region3	6.0	simulation	46	500	maxPerRegion_20
Region3	Region3	75.0	simulation	46	500	maxPerRegion_20
Region1	Region1	346.0	simulation	46	500	maxPerRegion_10
Region2	Region1	38.0	simulation	46	500	maxPerRegion_10
Region3	Region1	0.0	simulation	46	500	maxPerRegion_10
Region1	Region2	29.0	simulation	46	500	maxPerRegion_10
Region2	Region2	372.0	simulation	46	500	maxPerRegion_10
Region3	Region2	7.0	simulation	46	500	maxPerRegion_10
Region1	Region3	2.0	simulation	46	500	maxPerRegion_10
Region2	Region3	9.0	simulation	46	500	maxPerRegion_10
Region3	Region3	174.0	simulation	46	500	maxPerRegion_10
Region1	Region1	358.0	simulation	46	500	maxPerRegionYear_2.5
Region2	Region1	28.0	simulation	46	500	maxPerRegionYear_2.5
Region3	Region1	0.0	simulation	46	500	maxPerRegionYear_2.5
Region1	Region2	29.0	simulation	46	500	maxPerRegionYear_2.5
Region2	Region2	357.0	simulation	46	500	maxPerRegionYear_2.5
Region3	Region2	4.0	simulation	46	500	maxPerRegionYear_2.5
Region1	Region3	5.0	simulation	46	500	maxPerRegionYear_2.5
Region2	Region3	24.0	simulation	46	500	maxPerRegionYear_2.5
Region3	Region3	175.0	simulation	46	500	maxPerRegionYear_2.5
Region1	Region1	105.0	simulation	46	500	biased_5
Region2	Region1	18.0	simulation	46	500	biased_5
Region3	Region1	0.0	simulation	46	500	biased_5
Region1	Region2	41.0	simulation	46	500	biased_5
Region2	Region2	765.0	simulation	46	500	biased_5
Region3	Region2	6.0	simulation	46	500	biased_5
Region1	Region3	1.0	simulation	46	500	biased_5
Region2	Region3	3.0	simulation	46	500	biased_5
