regions	value	model	nSim	nSeq	protocol
Region3	2015.9980090000001	simulation	33	150	uniformS_20
Region1	1989.361644	simulation	33	150	maxPerRegion_20
Region2	2008.1369940000002	simulation	33	150	maxPerRegion_20
Region3	2018.0493150000002	simulation	33	150	maxPerRegion_20
Region1	1989.361644	simulation	33	150	maxPerRegionYear_20
Region2	2017.684932	simulation	33	150	maxPerRegionYear_20
Region3	2018.712329	simulation	33	150	maxPerRegionYear_20
Region1	1989.361644	simulation	33	150	maxPerRegionYear_50
Region2	2017.5945210000002	simulation	33	150	maxPerRegionYear_50
Region3	2018.7369860000001	simulation	33	150	maxPerRegionYear_50
Region1	1989.0	simulation	46	150	maxPerRegionYear_50
Region2	2010.961644	simulation	46	150	maxPerRegionYear_50
Region3	2008.89589	simulation	46	150	maxPerRegionYear_50
Region1	1989.0	simulation	46	150	maxPerRegion_20
Region2	2008.0246579999998	simulation	46	150	maxPerRegion_20
Region3	2006.7780819999998	simulation	46	150	maxPerRegion_20
Region1	1989.0	simulation	46	150	uniformS_5
Region2	2007.1199800000002	simulation	46	150	uniformS_5
Region3	2003.9254580000002	simulation	46	150	uniformS_5
Region1	1989.0	simulation	46	150	biased_50
Region2	2009.178082	simulation	46	150	biased_50
Region3	2005.613698	simulation	46	150	biased_50
Region1	1989.0	simulation	46	150	uniformS_10
Region2	2010.457257	simulation	46	150	uniformS_10
Region3	2007.906572	simulation	46	150	uniformS_10
Region1	1989.0	simulation	46	150	uniformS_50
Region2	2008.589041	simulation	46	150	uniformS_50
Region3	2005.0246570000002	simulation	46	150	uniformS_50
Region1	1989.0	simulation	46	150	maxPerRegionYear_10
Region2	2011.383285	simulation	46	150	maxPerRegionYear_10
Region3	2009.996983	simulation	46	150	maxPerRegionYear_10
Region1	1989.0	simulation	46	150	maxPerRegionYear_20
Region2	2010.9068499999998	simulation	46	150	maxPerRegionYear_20
Region3	2008.8410959999999	simulation	46	150	maxPerRegionYear_20
Region1	1989.0	simulation	46	150	biased_2.5
Region2	2007.086069	simulation	46	150	biased_2.5
Region3	2005.801137	simulation	46	150	biased_2.5
Region1	1989.0	simulation	46	150	biased_10
Region2	2005.622951	simulation	46	150	biased_10
Region3	2006.077094	simulation	46	150	biased_10
Region1	1989.0	simulation	46	150	maxPerRegionYear_5
Region2	2010.178082	simulation	46	150	maxPerRegionYear_5
Region3	2009.572602	simulation	46	150	maxPerRegionYear_5
Region1	1989.0	simulation	46	150	uniform
Region2	2008.602739	simulation	46	150	uniform
Region3	2006.3203449999999	simulation	46	150	uniform
Region1	1989.0	simulation	46	150	biased_20
Region2	2007.764384	simulation	46	150	biased_20
Region3	2006.479452	simulation	46	150	biased_20
Region1	1989.0	simulation	46	150	maxPerRegion_10
Region2	2005.2677600000002	simulation	46	150	maxPerRegion_10
Region3	2005.951411	simulation	46	150	maxPerRegion_10
Region1	1989.0	simulation	46	150	maxPerRegion_2.5
Region2	2008.219178	simulation	46	150	maxPerRegion_2.5
Region3	2007.780822	simulation	46	150	maxPerRegion_2.5
Region1	1989.0	simulation	46	150	maxPerRegion_50
Region2	2007.884932	simulation	46	150	maxPerRegion_50
Region3	2006.849315	simulation	46	150	maxPerRegion_50
Region1	1989.0	simulation	46	150	uniformS_20
Region2	2006.719949	simulation	46	150	uniformS_20
Region3	2003.9363870000002	simulation	46	150	uniformS_20
Region1	1989.0	simulation	46	150	biased_5
Region2	2009.208219	simulation	46	150	biased_5
Region3	2006.5698630000002	simulation	46	150	biased_5
Region1	1989.0	simulation	46	150	maxPerRegion_5
Region2	2008.214979	simulation	46	150	maxPerRegion_5
Region3	2009.295891	simulation	46	150	maxPerRegion_5
Region1	1989.0	simulation	46	150	uniformS_2.5
Region2	2008.2862120000002	simulation	46	150	uniformS_2.5
Region3	2007.903698	simulation	46	150	uniformS_2.5
Region1	1989.0	simulation	46	150	maxPerRegionYear_2.5
Region2	2011.757602	simulation	46	150	maxPerRegionYear_2.5
Region3	2010.393218	simulation	46	150	maxPerRegionYear_2.5
Region1	1989.065753	simulation	39	150	maxPerRegionYear_50
Region2	2017.635616	simulation	39	150	maxPerRegionYear_50
Region3	2003.514274	simulation	39	150	maxPerRegionYear_50
Region1	1989.065753	simulation	39	150	maxPerRegionYear_10
Region2	2017.4931510000001	simulation	39	150	maxPerRegionYear_10
Region3	2002.967122	simulation	39	150	maxPerRegionYear_10
Region1	1989.065753	simulation	39	150	maxPerRegion_50
Region2	2010.550684	simulation	39	150	maxPerRegion_50
Region3	2003.081397	simulation	39	150	maxPerRegion_50
Region1	1990.227397	simulation	39	150	maxPerRegion_5
Region2	2011.9123290000002	simulation	39	150	maxPerRegion_5
Region3	2008.572603	simulation	39	150	maxPerRegion_5
Region1	1991.405479	simulation	39	150	uniformS_10
Region2	2014.991781	simulation	39	150	uniformS_10
Region3	1999.027397	simulation	39	150	uniformS_10
Region1	1989.065753	simulation	39	150	maxPerRegionYear_20
Region2	2017.931507	simulation	39	150	maxPerRegionYear_20
Region3	2001.0	simulation	39	150	maxPerRegionYear_20
Region1	1989.065753	simulation	39	150	uniformS_20
Region2	2012.6602730000002	simulation	39	150	uniformS_20
Region3	1992.5835610000001	simulation	39	150	uniformS_20
Region1	1989.065753	simulation	39	150	maxPerRegionYear_5
Region2	2016.9479450000001	simulation	39	150	maxPerRegionYear_5
Region3	2008.863014	simulation	39	150	maxPerRegionYear_5
Region1	1989.065753	simulation	39	150	maxPerRegion_10
Region2	2012.2082180000002	simulation	39	150	maxPerRegion_10
Region3	2002.4383550000002	simulation	39	150	maxPerRegion_10
Region1	1989.065753	simulation	39	150	maxPerRegionYear_2.5
Region2	2017.8383570000003	simulation	39	150	maxPerRegionYear_2.5
Region3	2009.0876710000002	simulation	39	150	maxPerRegionYear_2.5
Region1	1989.065753	simulation	39	150	maxPerRegion_20
Region2	2012.676712	simulation	39	150	maxPerRegion_20
Region3	2000.8931499999999	simulation	39	150	maxPerRegion_20
Region1	1993.057534	simulation	39	150	uniformS_50
Region2	2010.505308	simulation	39	150	uniformS_50
Region3	1994.114597	simulation	39	150	uniformS_50
Region1	1992.467213	simulation	39	150	uniformS_5
Region2	2016.3220079999999	simulation	39	150	uniformS_5
Region3	2003.9494049999998	simulation	39	150	uniformS_5
Region1	1991.183562	simulation	39	150	uniform
Region2	2014.663014	simulation	39	150	uniform
Region3	2003.750685	simulation	39	150	uniform
Region1	1989.065753	simulation	39	150	biased_50
Region2	2016.613698	simulation	39	150	biased_50
Region3	1998.468493	simulation	39	150	biased_50
Region1	1993.057534	simulation	39	150	uniformS_2.5
Region2	2014.676712	simulation	39	150	uniformS_2.5
Region3	2002.4027389999999	simulation	39	150	uniformS_2.5
Region1	1989.065753	simulation	39	150	biased_20
Region2	2013.213698	simulation	39	150	biased_20
Region3	1997.9013690000002	simulation	39	150	biased_20
Region1	1991.2	simulation	39	150	maxPerRegion_2.5
Region2	2014.1589040000001	simulation	39	150	maxPerRegion_2.5
Region3	2002.926027	simulation	39	150	maxPerRegion_2.5
Region1	1993.057534	simulation	39	150	biased_10
Region2	2013.0602740000002	simulation	39	150	biased_10
Region3	1999.9178080000002	simulation	39	150	biased_10
Region1	1989.065753	simulation	39	150	biased_5
Region2	2015.616438	simulation	39	150	biased_5
Region3	1995.030137	simulation	39	150	biased_5
Region1	1989.065753	simulation	39	150	biased_2.5
Region2	2016.079451	simulation	39	150	biased_2.5
Region3	1997.909588	simulation	39	150	biased_2.5
Region1	1990.093151	simulation	35	150	maxPerRegionYear_5
Region2	2017.550685	simulation	35	150	maxPerRegionYear_5
Region3	2007.591781	simulation	35	150	maxPerRegionYear_5
Region1	1992.551913	simulation	35	150	maxPerRegion_2.5
Region2	2014.4216190000002	simulation	35	150	maxPerRegion_2.5
Region3	2009.047804	simulation	35	150	maxPerRegion_2.5
Region1	1990.093151	simulation	35	150	uniformS_2.5
Region2	2016.065439	simulation	35	150	uniformS_2.5
Region3	2001.126027	simulation	35	150	uniformS_2.5
Region1	1990.093151	simulation	35	150	maxPerRegionYear_10
Region2	2017.430137	simulation	35	150	maxPerRegionYear_10
Region3	2007.5643830000001	simulation	35	150	maxPerRegionYear_10
Region1	1990.093151	simulation	35	150	biased_10
Region2	2016.641987	simulation	35	150	biased_10
Region3	2001.712329	simulation	35	150	biased_10
Region1	1989.939726	simulation	35	150	maxPerRegionYear_2.5
Region2	2017.7917810000001	simulation	35	150	maxPerRegionYear_2.5
Region3	2005.7917810000001	simulation	35	150	maxPerRegionYear_2.5
Region1	1990.093151	simulation	35	150	biased_20
Region2	2017.80548	simulation	35	150	biased_20
Region3	2007.00274	simulation	35	150	biased_20
Region1	1990.093151	simulation	35	150	maxPerRegion_5
Region2	2016.802831	simulation	35	150	maxPerRegion_5
Region3	2007.30411	simulation	35	150	maxPerRegion_5
Region1	1990.093151	simulation	35	150	maxPerRegion_50
Region2	2013.671233	simulation	35	150	maxPerRegion_50
Region3	2006.3945210000002	simulation	35	150	maxPerRegion_50
Region1	1993.109589	simulation	35	150	biased_2.5
Region2	2015.590254	simulation	35	150	biased_2.5
Region3	2009.567124	simulation	35	150	biased_2.5
Region1	1990.093151	simulation	35	150	biased_50
Region2	2014.8931510000002	simulation	35	150	biased_50
Region3	1992.471817	simulation	35	150	biased_50
Region1	1990.093151	simulation	35	150	maxPerRegionYear_20
Region2	2017.898631	simulation	35	150	maxPerRegionYear_20
Region3	2005.4931510000001	simulation	35	150	maxPerRegionYear_20
Region1	1990.093151	simulation	35	150	uniform
Region2	2010.950685	simulation	35	150	uniform
Region3	2005.008384	simulation	35	150	uniform
Region1	1991.117808	simulation	35	150	maxPerRegion_10
Region2	2015.178082	simulation	35	150	maxPerRegion_10
Region3	2008.443835	simulation	35	150	maxPerRegion_10
Region1	1990.093151	simulation	35	150	uniformS_10
Region2	2017.621918	simulation	35	150	uniformS_10
Region3	2000.926402	simulation	35	150	uniformS_10
Region1	1990.093151	simulation	35	150	maxPerRegionYear_50
Region2	2017.923288	simulation	35	150	maxPerRegionYear_50
Region3	2006.753425	simulation	35	150	maxPerRegionYear_50
Region1	1992.551913	simulation	35	150	uniformS_50
Region2	2016.650543	simulation	35	150	uniformS_50
Region3	2003.32763	simulation	35	150	uniformS_50
Region1	1990.093151	simulation	35	150	maxPerRegion_20
Region2	2014.027397	simulation	35	150	maxPerRegion_20
Region3	2005.008219	simulation	35	150	maxPerRegion_20
Region1	1990.093151	simulation	35	150	uniformS_5
Region2	2013.50411	simulation	35	150	uniformS_5
Region3	2006.328768	simulation	35	150	uniformS_5
Region1	1993.109589	simulation	35	150	uniformS_20
Region2	2018.350685	simulation	35	150	uniformS_20
Region3	2000.997261	simulation	35	150	uniformS_20
Region1	1990.093151	simulation	35	150	biased_5
Region2	2017.978082	simulation	35	150	biased_5
Region3	2005.7863020000002	simulation	35	150	biased_5
Region1	1989.394521	simulation	31	150	uniformS_20
Region2	2010.128767	simulation	31	150	uniformS_20
Region3	2000.172603	simulation	31	150	uniformS_20
Region1	1989.394521	simulation	31	150	biased_50
Region2	2010.60274	simulation	31	150	biased_50
Region3	1993.589042	simulation	31	150	biased_50
Region1	1989.394521	simulation	31	150	maxPerRegion_10
Region2	2010.021918	simulation	31	150	maxPerRegion_10
Region3	2004.432877	simulation	31	150	maxPerRegion_10
Region1	1989.164384	simulation	31	150	maxPerRegionYear_5
Region2	2014.846576	simulation	31	150	maxPerRegionYear_5
Region3	2013.446576	simulation	31	150	maxPerRegionYear_5
Region1	1989.394521	simulation	31	150	uniformS_2.5
Region2	2009.101984	simulation	31	150	uniformS_2.5
Region3	1993.18687	simulation	31	150	uniformS_2.5
Region1	1989.394521	simulation	31	150	uniformS_5
Region2	2010.322622	simulation	31	150	uniformS_5
Region3	2010.9418	simulation	31	150	uniformS_5
Region1	1989.394521	simulation	31	150	maxPerRegion_2.5
Region2	2009.868493	simulation	31	150	maxPerRegion_2.5
Region3	2012.367123	simulation	31	150	maxPerRegion_2.5
Region1	1989.394521	simulation	31	150	maxPerRegionYear_2.5
Region2	2011.167123	simulation	31	150	maxPerRegionYear_2.5
Region3	2013.665753	simulation	31	150	maxPerRegionYear_2.5
Region1	1989.394521	simulation	31	150	maxPerRegion_5
Region2	2012.7315079999998	simulation	31	150	maxPerRegion_5
Region3	2004.0547949999998	simulation	31	150	maxPerRegion_5
Region1	1989.394521	simulation	31	150	biased_10
Region2	2007.769863	simulation	31	150	biased_10
Region3	1994.186302	simulation	31	150	biased_10
Region1	1989.164384	simulation	31	150	maxPerRegionYear_10
Region2	2014.9232889999998	simulation	31	150	maxPerRegionYear_10
Region3	2007.063015	simulation	31	150	maxPerRegionYear_10
Region1	1989.394521	simulation	31	150	maxPerRegion_20
Region2	2010.128767	simulation	31	150	maxPerRegion_20
Region3	1999.233012	simulation	31	150	maxPerRegion_20
Region1	1989.164384	simulation	31	150	maxPerRegionYear_20
Region2	2013.493151	simulation	31	150	maxPerRegionYear_20
Region3	1999.5919159999999	simulation	31	150	maxPerRegionYear_20
Region1	1989.394521	simulation	31	150	biased_5
Region2	2007.043836	simulation	31	150	biased_5
Region3	1992.663014	simulation	31	150	biased_5
Region1	1989.164384	simulation	31	150	maxPerRegion_50
Region2	2013.1698639999997	simulation	31	150	maxPerRegion_50
Region3	1997.2246579999999	simulation	31	150	maxPerRegion_50
Region1	1989.394521	simulation	31	150	uniformS_10
Region2	2011.295891	simulation	31	150	uniformS_10
Region3	2000.2799169999998	simulation	31	150	uniformS_10
Region1	1989.394521	simulation	31	150	biased_2.5
Region2	2011.393458	simulation	31	150	biased_2.5
Region3	1998.267431	simulation	31	150	biased_2.5
Region1	1989.394521	simulation	31	150	biased_20
Region2	2007.7342469999999	simulation	31	150	biased_20
Region3	NA	simulation	31	150	biased_20
Region1	1989.394521	simulation	31	150	uniform
Region2	2008.186301	simulation	31	150	uniform
Region3	1991.879452	simulation	31	150	uniform
Region1	1989.164384	simulation	31	150	maxPerRegionYear_50
Region2	2013.873973	simulation	31	150	maxPerRegionYear_50
Region3	1998.90137	simulation	31	150	maxPerRegionYear_50
Region1	1989.394521	simulation	31	150	uniformS_50
Region2	2009.068965	simulation	31	150	uniformS_50
Region3	1989.394521	simulation	31	150	uniformS_50
Region1	1993.172603	simulation	13	150	biased_50
Region2	2011.328498	simulation	13	150	biased_50
Region3	2004.49589	simulation	13	150	biased_50
Region1	1993.39726	simulation	13	150	uniformS_2.5
Region2	2014.890411	simulation	13	150	uniformS_2.5
Region3	2004.765439	simulation	13	150	uniformS_2.5
Region1	1993.172603	simulation	13	150	uniformS_5
Region2	2014.057534	simulation	13	150	uniformS_5
Region3	2003.724912	simulation	13	150	uniformS_5
Region1	1993.39726	simulation	13	150	biased_10
Region2	2015.10137	simulation	13	150	biased_10
Region3	1999.1945210000001	simulation	13	150	biased_10
Region1	1993.172603	simulation	13	150	uniformS_10
Region2	2014.512329	simulation	13	150	uniformS_10
Region3	1998.791781	simulation	13	150	uniformS_10
Region1	1990.545205	simulation	13	150	maxPerRegionYear_2.5
Region2	2012.782199	simulation	13	150	maxPerRegionYear_2.5
Region3	2008.749322	simulation	13	150	maxPerRegionYear_2.5
Region1	1993.172603	simulation	13	150	maxPerRegion_5
Region2	2014.652055	simulation	13	150	maxPerRegion_5
Region3	2010.791782	simulation	13	150	maxPerRegion_5
Region1	1993.172603	simulation	13	150	uniformS_20
Region2	2013.964384	simulation	13	150	uniformS_20
Region3	2003.631762	simulation	13	150	uniformS_20
Region1	1993.172603	simulation	13	150	biased_2.5
Region2	2015.089925	simulation	13	150	biased_2.5
Region3	1999.574857	simulation	13	150	biased_2.5
Region1	1990.808219	simulation	13	150	maxPerRegionYear_5
Region2	2013.402664	simulation	13	150	maxPerRegionYear_5
Region3	2008.714994	simulation	13	150	maxPerRegionYear_5
Region1	1992.131148	simulation	13	150	maxPerRegionYear_10
Region2	2015.420512	simulation	13	150	maxPerRegionYear_10
Region3	2010.299963	simulation	13	150	maxPerRegionYear_10
Region1	1993.172603	simulation	13	150	maxPerRegion_10
Region2	2014.739726	simulation	13	150	maxPerRegion_10
Region3	2010.786301	simulation	13	150	maxPerRegion_10
Region1	1990.375342	simulation	13	150	maxPerRegionYear_50
Region2	2013.6754170000002	simulation	13	150	maxPerRegionYear_50
Region3	2008.976787	simulation	13	150	maxPerRegionYear_50
Region1	1993.172603	simulation	13	150	uniformS_50
Region2	2014.421918	simulation	13	150	uniformS_50
Region3	2007.3863020000001	simulation	13	150	uniformS_50
Region1	1993.39726	simulation	13	150	biased_20
Region2	2014.876712	simulation	13	150	biased_20
Region3	2004.5440899999999	simulation	13	150	biased_20
Region1	1990.375342	simulation	13	150	maxPerRegion_50
Region2	2011.4657530000002	simulation	13	150	maxPerRegion_50
Region3	2007.854794	simulation	13	150	maxPerRegion_50
Region1	1992.278689	simulation	13	150	maxPerRegion_2.5
Region2	2012.886908	simulation	13	150	maxPerRegion_2.5
Region3	2008.8540309999998	simulation	13	150	maxPerRegion_2.5
Region1	1989.991781	simulation	13	150	biased_5
Region2	2011.7150689999999	simulation	13	150	biased_5
Region3	NA	simulation	13	150	biased_5
Region1	1993.172603	simulation	13	150	uniform
Region2	2014.7150689999999	simulation	13	150	uniform
Region3	2007.8929719999999	simulation	13	150	uniform
Region1	1990.446575	simulation	13	150	maxPerRegionYear_20
Region2	2013.6564859999999	simulation	13	150	maxPerRegionYear_20
Region3	2007.371555	simulation	13	150	maxPerRegionYear_20
Region1	1992.631148	simulation	13	150	maxPerRegion_20
Region2	2014.48836	simulation	13	150	maxPerRegion_20
Region3	2009.2911000000001	simulation	13	150	maxPerRegion_20
Region1	2009.00274	simulation	36	150	biased_50
Region2	2011.5726029999998	simulation	36	150	biased_50
Region3	1990.252055	simulation	36	150	biased_50
Region1	1989.90137	simulation	36	150	maxPerRegionYear_2.5
Region2	2017.950685	simulation	36	150	maxPerRegionYear_2.5
Region3	2018.4082190000001	simulation	36	150	maxPerRegionYear_2.5
Region1	2015.3506849999999	simulation	36	150	biased_10
Region2	2017.4410959999998	simulation	36	150	biased_10
Region3	1990.128767	simulation	36	150	biased_10
Region1	2016.819178	simulation	36	150	maxPerRegionYear_5
Region2	2018.2054799999999	simulation	36	150	maxPerRegionYear_5
Region3	1990.128767	simulation	36	150	maxPerRegionYear_5
Region1	1989.90137	simulation	36	150	uniform
Region2	2015.6920280000002	simulation	36	150	uniform
Region3	2016.2536730000002	simulation	36	150	uniform
Region1	2015.521072	simulation	36	150	maxPerRegion_50
Region2	2017.126028	simulation	36	150	maxPerRegion_50
Region3	1990.252055	simulation	36	150	maxPerRegion_50
Region1	2009.937511	simulation	36	150	biased_20
Region2	2010.89497	simulation	36	150	biased_20
Region3	1990.128767	simulation	36	150	biased_20
Region1	2012.963635	simulation	36	150	maxPerRegion_5
Region2	2015.938978	simulation	36	150	maxPerRegion_5
Region3	1990.252055	simulation	36	150	maxPerRegion_5
Region1	2015.381346	simulation	36	150	uniformS_2.5
Region2	2016.9863019999998	simulation	36	150	uniformS_2.5
Region3	1990.252055	simulation	36	150	uniformS_2.5
Region1	2010.553424	simulation	36	150	uniformS_10
Region2	2013.79178	simulation	36	150	uniformS_10
Region3	1990.128767	simulation	36	150	uniformS_10
Region1	2011.589041	simulation	36	150	biased_5
Region2	2014.032876	simulation	36	150	biased_5
Region3	1990.128767	simulation	36	150	biased_5
Region1	2013.055319	simulation	36	150	biased_2.5
Region2	2014.660275	simulation	36	150	biased_2.5
Region3	1990.252055	simulation	36	150	biased_2.5
Region1	2012.8525789999999	simulation	36	150	maxPerRegion_20
Region2	2014.4575349999998	simulation	36	150	maxPerRegion_20
Region3	1990.252055	simulation	36	150	maxPerRegion_20
Region1	2013.161643	simulation	36	150	uniformS_50
Region2	2013.8082189999998	simulation	36	150	uniformS_50
Region3	1990.128767	simulation	36	150	uniformS_50
Region1	2009.5006879999999	simulation	36	150	maxPerRegion_2.5
Region2	2015.7395239999998	simulation	36	150	maxPerRegion_2.5
Region3	1990.252055	simulation	36	150	maxPerRegion_2.5
Region1	2011.0663749999999	simulation	36	150	uniformS_20
Region2	2012.2547949999998	simulation	36	150	uniformS_20
Region3	1990.128767	simulation	36	150	uniformS_20
Region1	2016.370387	simulation	36	150	maxPerRegionYear_50
Region2	2017.849316	simulation	36	150	maxPerRegionYear_50
Region3	1990.128767	simulation	36	150	maxPerRegionYear_50
Region1	2016.819178	simulation	36	150	maxPerRegionYear_20
Region2	2018.2054799999999	simulation	36	150	maxPerRegionYear_20
Region3	1990.128767	simulation	36	150	maxPerRegionYear_20
Region1	2015.066277	simulation	36	150	maxPerRegion_10
Region2	2016.1534239999999	simulation	36	150	maxPerRegion_10
Region3	1990.128767	simulation	36	150	maxPerRegion_10
Region1	2001.457534	simulation	36	150	maxPerRegionYear_10
Region2	2017.5095889999998	simulation	36	150	maxPerRegionYear_10
Region3	1990.128767	simulation	36	150	maxPerRegionYear_10
Region1	2009.254361	simulation	36	150	uniformS_5
Region2	2011.824224	simulation	36	150	uniformS_5
Region3	1990.252055	simulation	36	150	uniformS_5
Region1	1991.846575	simulation	30	150	uniformS_2.5
Region2	2015.3780820000002	simulation	30	150	uniformS_2.5
Region3	2004.046575	simulation	30	150	uniformS_2.5
Region1	1989.942466	simulation	30	150	maxPerRegionYear_2.5
Region2	2016.416438	simulation	30	150	maxPerRegionYear_2.5
Region3	2015.337315	simulation	30	150	maxPerRegionYear_2.5
Region1	1989.89589	simulation	30	150	maxPerRegionYear_50
