regions	value	model	nSim	nSeq	protocol
Region7	NA	simulation	1	500	maxPerRegion_10
Region1	1989.49863	simulation	1	500	maxPerRegion_5
Region2	2000.9379	simulation	1	500	maxPerRegion_5
Region3	2000.2739649999999	simulation	1	500	maxPerRegion_5
Region4	1999.416438	simulation	1	500	maxPerRegion_5
Region5	2000.4269709999999	simulation	1	500	maxPerRegion_5
Region6	1996.364129	simulation	1	500	maxPerRegion_5
Region7	1997.772603	simulation	1	500	maxPerRegion_5
Region1	1989.49863	simulation	1	500	maxPerRegion_20
Region2	2007.50411	simulation	1	500	maxPerRegion_20
Region3	2002.421424	simulation	1	500	maxPerRegion_20
Region4	2001.40548	simulation	1	500	maxPerRegion_20
Region5	1998.336724	simulation	1	500	maxPerRegion_20
Region6	2000.049315	simulation	1	500	maxPerRegion_20
Region7	NA	simulation	1	500	maxPerRegion_20
Region1	1990.835616	simulation	1	500	biased_10
Region2	2003.920241	simulation	1	500	biased_10
Region3	2000.280897	simulation	1	500	biased_10
Region4	2003.156164	simulation	1	500	biased_10
Region5	1998.120548	simulation	1	500	biased_10
Region6	NA	simulation	1	500	biased_10
Region7	NA	simulation	1	500	biased_10
Region1	1991.627397	simulation	1	500	uniformS_50
Region2	2001.0468600000002	simulation	1	500	uniformS_50
Region3	2000.22849	simulation	1	500	uniformS_50
Region4	2003.1290510000001	simulation	1	500	uniformS_50
Region5	1999.186586	simulation	1	500	uniformS_50
Region6	NA	simulation	1	500	uniformS_50
Region7	NA	simulation	1	500	uniformS_50
Region1	1989.49863	simulation	1	500	maxPerRegionYear_2.5
Region2	2007.101505	simulation	1	500	maxPerRegionYear_2.5
Region3	2002.593309	simulation	1	500	maxPerRegionYear_2.5
Region4	2001.8109590000001	simulation	1	500	maxPerRegionYear_2.5
Region5	2002.500412	simulation	1	500	maxPerRegionYear_2.5
Region6	1998.415712	simulation	1	500	maxPerRegionYear_2.5
Region7	1999.306849	simulation	1	500	maxPerRegionYear_2.5
Region1	1989.49863	simulation	1	500	uniform
Region2	2002.0410740000002	simulation	1	500	uniform
Region3	2001.3178090000001	simulation	1	500	uniform
Region4	2001.8739730000002	simulation	1	500	uniform
Region5	1998.00548	simulation	1	500	uniform
Region6	1999.980822	simulation	1	500	uniform
Region7	1999.0904110000001	simulation	1	500	uniform
Region1	1990.835616	simulation	1	500	maxPerRegion_50
Region2	2007.0459990000002	simulation	1	500	maxPerRegion_50
Region3	2002.5838760000001	simulation	1	500	maxPerRegion_50
Region4	2001.192095	simulation	1	500	maxPerRegion_50
Region5	1998.734523	simulation	1	500	maxPerRegion_50
Region6	NA	simulation	1	500	maxPerRegion_50
Region7	NA	simulation	1	500	maxPerRegion_50
Region1	1989.89589	simulation	33	500	biased_20
Region2	2010.180822	simulation	33	500	biased_20
Region3	2007.8756270000001	simulation	33	500	biased_20
Region4	2006.432877	simulation	33	500	biased_20
Region5	2006.008219	simulation	33	500	biased_20
Region6	2004.099671	simulation	33	500	biased_20
Region7	1993.446575	simulation	33	500	biased_20
Region1	1989.89589	simulation	33	500	maxPerRegionYear_5
Region2	2011.3123289999999	simulation	33	500	maxPerRegionYear_5
Region3	2010.421918	simulation	33	500	maxPerRegionYear_5
Region4	2009.616438	simulation	33	500	maxPerRegionYear_5
Region5	2006.676712	simulation	33	500	maxPerRegionYear_5
Region6	2006.876712	simulation	33	500	maxPerRegionYear_5
Region7	1998.071233	simulation	33	500	maxPerRegionYear_5
Region1	1989.424658	simulation	33	500	maxPerRegionYear_20
Region2	2010.652055	simulation	33	500	maxPerRegionYear_20
Region3	2010.0082200000002	simulation	33	500	maxPerRegionYear_20
Region4	2007.9095900000002	simulation	33	500	maxPerRegionYear_20
Region5	2006.487671	simulation	33	500	maxPerRegionYear_20
Region6	2006.276712	simulation	33	500	maxPerRegionYear_20
Region7	2004.223909	simulation	33	500	maxPerRegionYear_20
Region1	1989.89589	simulation	33	500	biased_10
Region2	2010.282192	simulation	33	500	biased_10
Region3	2009.638356	simulation	33	500	biased_10
Region4	2009.608219	simulation	33	500	biased_10
Region5	2006.117808	simulation	33	500	biased_10
Region6	2003.0767119999998	simulation	33	500	biased_10
Region7	1998.065754	simulation	33	500	biased_10
Region1	1989.424658	simulation	33	500	maxPerRegionYear_50
Region2	2010.8410969999998	simulation	33	500	maxPerRegionYear_50
Region3	2009.950687	simulation	33	500	maxPerRegionYear_50
Region4	2008.1422949999999	simulation	33	500	maxPerRegionYear_50
Region5	2005.901371	simulation	33	500	maxPerRegionYear_50
Region6	2008.298032	simulation	33	500	maxPerRegionYear_50
Region7	1989.7671239999997	simulation	33	500	maxPerRegionYear_50
Region1	1989.89589	simulation	33	500	maxPerRegion_5
Region2	2011.0	simulation	33	500	maxPerRegion_5
Region3	2008.604641	simulation	33	500	maxPerRegion_5
Region4	2003.005479	simulation	33	500	maxPerRegion_5
Region5	2005.616438	simulation	33	500	maxPerRegion_5
Region6	2006.624657	simulation	33	500	maxPerRegion_5
Region7	1997.950685	simulation	33	500	maxPerRegion_5
Region1	1989.89589	simulation	33	500	maxPerRegionYear_10
Region2	2011.126027	simulation	33	500	maxPerRegionYear_10
Region3	2010.2356160000002	simulation	33	500	maxPerRegionYear_10
Region4	2009.4301370000003	simulation	33	500	maxPerRegionYear_10
Region5	2008.992798	simulation	33	500	maxPerRegionYear_10
Region6	2006.7863020000002	simulation	33	500	maxPerRegionYear_10
Region7	2000.8097380000002	simulation	33	500	maxPerRegionYear_10
Region1	1989.89589	simulation	33	500	maxPerRegionYear_2.5
Region2	2011.024657	simulation	33	500	maxPerRegionYear_2.5
Region3	2008.754816	simulation	33	500	maxPerRegionYear_2.5
Region4	2008.325855	simulation	33	500	maxPerRegionYear_2.5
Region5	2009.104543	simulation	33	500	maxPerRegionYear_2.5
Region6	2008.569024	simulation	33	500	maxPerRegionYear_2.5
Region7	2004.487057	simulation	33	500	maxPerRegionYear_2.5
Region1	1989.89589	simulation	33	500	uniform
Region2	2011.252055	simulation	33	500	uniform
Region3	2008.572543	simulation	33	500	uniform
Region4	2010.578082	simulation	33	500	uniform
Region5	2006.876712	simulation	33	500	uniform
Region6	2006.115069	simulation	33	500	uniform
Region7	1996.2931509999999	simulation	33	500	uniform
Region1	1989.89589	simulation	33	500	biased_2.5
Region2	2010.827397	simulation	33	500	biased_2.5
Region3	2008.61783	simulation	33	500	biased_2.5
Region4	2003.241095	simulation	33	500	biased_2.5
Region5	2007.087671	simulation	33	500	biased_2.5
Region6	2006.452054	simulation	33	500	biased_2.5
Region7	1996.205262	simulation	33	500	biased_2.5
Region1	1989.89589	simulation	33	500	biased_5
Region2	2010.553424	simulation	33	500	biased_5
Region3	2008.3438569999998	simulation	33	500	biased_5
Region4	2007.726027	simulation	33	500	biased_5
Region5	2005.926027	simulation	33	500	biased_5
Region6	2006.178081	simulation	33	500	biased_5
Region7	1993.830136	simulation	33	500	biased_5
Region1	1989.89589	simulation	33	500	uniformS_20
Region2	2010.032876	simulation	33	500	uniformS_20
Region3	2009.38904	simulation	33	500	uniformS_20
Region4	2007.473584	simulation	33	500	uniformS_20
Region5	2002.131506	simulation	33	500	uniformS_20
Region6	2000.093801	simulation	33	500	uniformS_20
Region7	1993.515068	simulation	33	500	uniformS_20
Region1	1989.424658	simulation	33	500	maxPerRegion_50
Region2	2010.498631	simulation	33	500	maxPerRegion_50
Region3	2008.22879	simulation	33	500	maxPerRegion_50
Region4	2007.739719	simulation	33	500	maxPerRegion_50
Region5	2005.558905	simulation	33	500	maxPerRegion_50
Region6	2007.955566	simulation	33	500	maxPerRegion_50
Region7	1989.424658	simulation	33	500	maxPerRegion_50
Region1	1989.89589	simulation	33	500	uniformS_5
Region2	2011.252055	simulation	33	500	uniformS_5
Region3	2009.0424879999998	simulation	33	500	uniformS_5
Region4	2008.657242	simulation	33	500	uniformS_5
Region5	2006.4383559999999	simulation	33	500	uniformS_5
Region6	2005.9643839999999	simulation	33	500	uniformS_5
Region7	1994.369863	simulation	33	500	uniformS_5
Region1	1989.89589	simulation	33	500	uniformS_10
Region2	2010.887671	simulation	33	500	uniformS_10
Region3	2009.983561	simulation	33	500	uniformS_10
Region4	2009.252054	simulation	33	500	uniformS_10
Region5	2008.8147159999999	simulation	33	500	uniformS_10
Region6	2006.334246	simulation	33	500	uniformS_10
Region7	1995.09589	simulation	33	500	uniformS_10
Region1	1989.89589	simulation	33	500	biased_50
Region2	2009.19726	simulation	33	500	biased_50
Region3	2006.9876929999998	simulation	33	500	biased_50
Region4	2005.956164	simulation	33	500	biased_50
Region5	2005.515068	simulation	33	500	biased_50
Region6	1999.258185	simulation	33	500	biased_50
Region7	NA	simulation	33	500	biased_50
Region1	1989.89589	simulation	33	500	maxPerRegion_10
Region2	2010.073972	simulation	33	500	maxPerRegion_10
Region3	2007.8041309999999	simulation	33	500	maxPerRegion_10
Region4	2007.2602729999999	simulation	33	500	maxPerRegion_10
Region5	2005.063013	simulation	33	500	maxPerRegion_10
Region6	2005.734247	simulation	33	500	maxPerRegion_10
Region7	1999.757683	simulation	33	500	maxPerRegion_10
Region1	1989.89589	simulation	33	500	uniformS_50
Region2	2010.591781	simulation	33	500	uniformS_50
Region3	2008.382214	simulation	33	500	uniformS_50
Region4	2007.966914	simulation	33	500	uniformS_50
Region5	2006.419178	simulation	33	500	uniformS_50
Region6	2006.2164380000002	simulation	33	500	uniformS_50
Region7	1997.2356160000002	simulation	33	500	uniformS_50
Region1	1989.89589	simulation	33	500	maxPerRegion_2.5
Region2	2009.89589	simulation	33	500	maxPerRegion_2.5
Region3	2007.686323	simulation	33	500	maxPerRegion_2.5
Region4	2007.010958	simulation	33	500	maxPerRegion_2.5
Region5	2005.723287	simulation	33	500	maxPerRegion_2.5
Region6	2005.520547	simulation	33	500	maxPerRegion_2.5
Region7	2003.418564	simulation	33	500	maxPerRegion_2.5
Region1	1989.89589	simulation	33	500	uniformS_2.5
Region2	2010.241096	simulation	33	500	uniformS_2.5
Region3	2006.139726	simulation	33	500	uniformS_2.5
Region4	2007.5422950000002	simulation	33	500	uniformS_2.5
Region5	2002.383562	simulation	33	500	uniformS_2.5
Region6	2007.785463	simulation	33	500	uniformS_2.5
Region7	1994.556164	simulation	33	500	uniformS_2.5
Region1	1989.89589	simulation	33	500	maxPerRegion_20
Region2	2010.827397	simulation	33	500	maxPerRegion_20
Region3	2009.868493	simulation	33	500	maxPerRegion_20
Region4	2007.6520540000001	simulation	33	500	maxPerRegion_20
Region5	2006.663013	simulation	33	500	maxPerRegion_20
Region6	2005.690411	simulation	33	500	maxPerRegion_20
Region7	2004.399251	simulation	33	500	maxPerRegion_20
Region1	1989.0	simulation	46	500	uniformS_5
Region2	2017.1589040000001	simulation	46	500	uniformS_5
Region3	2004.9917810000002	simulation	46	500	uniformS_5
Region4	2007.4508580000002	simulation	46	500	uniformS_5
Region5	2007.02736	simulation	46	500	uniformS_5
Region6	2005.6493150000001	simulation	46	500	uniformS_5
Region7	1994.564384	simulation	46	500	uniformS_5
Region1	1991.49863	simulation	46	500	uniformS_50
Region2	2012.175342	simulation	46	500	uniformS_50
Region3	2011.769863	simulation	46	500	uniformS_50
Region4	2009.3972600000002	simulation	46	500	uniformS_50
Region5	2005.88931	simulation	46	500	uniformS_50
Region6	2002.427562	simulation	46	500	uniformS_50
Region7	2007.164383	simulation	46	500	uniformS_50
Region1	1989.0	simulation	46	500	biased_50
Region2	2008.169863	simulation	46	500	biased_50
Region3	2016.523287	simulation	46	500	biased_50
Region4	2006.3890410000001	simulation	46	500	biased_50
Region5	2005.2301380000001	simulation	46	500	biased_50
Region6	NA	simulation	46	500	biased_50
Region7	NA	simulation	46	500	biased_50
Region1	1989.0	simulation	46	500	maxPerRegionYear_5
Region2	2018.564384	simulation	46	500	maxPerRegionYear_5
Region3	2017.191781	simulation	46	500	maxPerRegionYear_5
Region4	2007.4809950000001	simulation	46	500	maxPerRegionYear_5
Region5	2005.739726	simulation	46	500	maxPerRegionYear_5
Region6	2006.526028	simulation	46	500	maxPerRegionYear_5
Region7	1994.594521	simulation	46	500	maxPerRegionYear_5
Region1	1989.0	simulation	46	500	maxPerRegionYear_50
Region2	2009.621918	simulation	46	500	maxPerRegionYear_50
Region3	2017.0684950000002	simulation	46	500	maxPerRegionYear_50
Region4	2003.827772	simulation	46	500	maxPerRegionYear_50
Region5	2003.366023	simulation	46	500	maxPerRegionYear_50
Region6	2001.994521	simulation	46	500	maxPerRegionYear_50
Region7	2004.641096	simulation	46	500	maxPerRegionYear_50
Region1	1989.0	simulation	46	500	maxPerRegionYear_20
Region2	2018.282191	simulation	46	500	maxPerRegionYear_20
Region3	2017.8	simulation	46	500	maxPerRegionYear_20
Region4	2008.704109	simulation	46	500	maxPerRegionYear_20
Region5	2005.6630129999999	simulation	46	500	maxPerRegionYear_20
Region6	2003.079249	simulation	46	500	maxPerRegionYear_20
Region7	NA	simulation	46	500	maxPerRegionYear_20
Region1	1989.0	simulation	46	500	biased_2.5
Region2	2018.616438	simulation	46	500	biased_2.5
Region3	2016.6328760000001	simulation	46	500	biased_2.5
Region4	2006.506849	simulation	46	500	biased_2.5
Region5	2003.49753	simulation	46	500	biased_2.5
Region6	2006.430137	simulation	46	500	biased_2.5
Region7	NA	simulation	46	500	biased_2.5
Region1	1989.0	simulation	46	500	uniformS_20
Region2	2009.473972	simulation	46	500	uniformS_20
Region3	2016.9753420000002	simulation	46	500	uniformS_20
Region4	2007.41524	simulation	46	500	uniformS_20
Region5	2000.0712330000001	simulation	46	500	uniformS_20
Region6	2000.1178080000002	simulation	46	500	uniformS_20
Region7	NA	simulation	46	500	uniformS_20
Region1	1989.0	simulation	46	500	maxPerRegion_20
Region2	2017.4273979999998	simulation	46	500	maxPerRegion_20
Region3	2006.854331	simulation	46	500	maxPerRegion_20
Region4	2006.594521	simulation	46	500	maxPerRegion_20
Region5	2005.3424659999998	simulation	46	500	maxPerRegion_20
Region6	2002.7587019999999	simulation	46	500	maxPerRegion_20
Region7	NA	simulation	46	500	maxPerRegion_20
Region1	1989.0	simulation	46	500	maxPerRegion_10
Region2	2017.783562	simulation	46	500	maxPerRegion_10
Region3	2006.0602740000002	simulation	46	500	maxPerRegion_10
Region4	2006.260274	simulation	46	500	maxPerRegion_10
Region5	2005.873973	simulation	46	500	maxPerRegion_10
Region6	2006.0082200000002	simulation	46	500	maxPerRegion_10
Region7	NA	simulation	46	500	maxPerRegion_10
Region1	1989.0	simulation	46	500	maxPerRegionYear_2.5
Region2	2018.547945	simulation	46	500	maxPerRegionYear_2.5
Region3	2017.175342	simulation	46	500	maxPerRegionYear_2.5
Region4	2007.1967960000002	simulation	46	500	maxPerRegionYear_2.5
Region5	2005.7753420000001	simulation	46	500	maxPerRegionYear_2.5
Region6	2006.882192	simulation	46	500	maxPerRegionYear_2.5
Region7	NA	simulation	46	500	maxPerRegionYear_2.5
Region1	1990.975342	simulation	46	500	biased_5
Region2	2008.482191	simulation	46	500	biased_5
Region3	2013.341163	simulation	46	500	biased_5
Region4	2008.7753420000001	simulation	46	500	biased_5
Region5	2008.879414	simulation	46	500	biased_5
Region6	1993.595261	simulation	46	500	biased_5
Region7	NA	simulation	46	500	biased_5
Region1	1989.0	simulation	46	500	biased_20
Region2	2010.024658	simulation	46	500	biased_20
Region3	2016.767123	simulation	46	500	biased_20
Region4	2006.8794520000001	simulation	46	500	biased_20
Region5	2004.2465750000001	simulation	46	500	biased_20
Region6	2000.542466	simulation	46	500	biased_20
Region7	NA	simulation	46	500	biased_20
Region1	1989.0	simulation	46	500	uniformS_10
Region2	2017.528767	simulation	46	500	uniformS_10
Region3	2016.452055	simulation	46	500	uniformS_10
Region4	2006.591781	simulation	46	500	uniformS_10
Region5	2005.849315	simulation	46	500	uniformS_10
Region6	2005.361644	simulation	46	500	uniformS_10
Region7	NA	simulation	46	500	uniformS_10
Region1	1989.0	simulation	46	500	maxPerRegion_50
Region2	2009.646575	simulation	46	500	maxPerRegion_50
Region3	2016.8219190000002	simulation	46	500	maxPerRegion_50
Region4	1995.655708	simulation	46	500	maxPerRegion_50
Region5	2003.39068	simulation	46	500	maxPerRegion_50
Region6	2002.019178	simulation	46	500	maxPerRegion_50
Region7	2004.665753	simulation	46	500	maxPerRegion_50
Region1	1989.0	simulation	46	500	maxPerRegionYear_10
Region2	2018.3780820000002	simulation	46	500	maxPerRegionYear_10
Region3	2017.073973	simulation	46	500	maxPerRegionYear_10
Region4	2007.2707690000002	simulation	46	500	maxPerRegionYear_10
Region5	2005.980822	simulation	46	500	maxPerRegionYear_10
Region6	2006.1150690000002	simulation	46	500	maxPerRegionYear_10
Region7	NA	simulation	46	500	maxPerRegionYear_10
Region1	1993.063014	simulation	46	500	biased_10
Region2	2013.857535	simulation	46	500	biased_10
Region3	2005.813699	simulation	46	500	biased_10
Region4	2010.9671240000002	simulation	46	500	biased_10
Region5	2006.4739730000001	simulation	46	500	biased_10
Region6	2005.539727	simulation	46	500	biased_10
Region7	NA	simulation	46	500	biased_10
Region1	1989.0	simulation	46	500	maxPerRegion_5
Region2	2018.2904110000002	simulation	46	500	maxPerRegion_5
Region3	2017.1452060000001	simulation	46	500	maxPerRegion_5
Region4	2007.1830980000002	simulation	46	500	maxPerRegion_5
Region5	2005.945206	simulation	46	500	maxPerRegion_5
Region6	2006.495891	simulation	46	500	maxPerRegion_5
Region7	1994.564384	simulation	46	500	maxPerRegion_5
Region1	1989.323288	simulation	46	500	uniform
Region2	2009.915069	simulation	46	500	uniform
Region3	2005.657535	simulation	46	500	uniform
Region4	2007.024658	simulation	46	500	uniform
Region5	2003.500315	simulation	46	500	uniform
Region6	2006.3315069999999	simulation	46	500	uniform
Region7	NA	simulation	46	500	uniform
Region1	1989.0	simulation	46	500	maxPerRegion_2.5
Region2	2017.89589	simulation	46	500	maxPerRegion_2.5
Region3	2005.0547940000001	simulation	46	500	maxPerRegion_2.5
Region4	2006.438356	simulation	46	500	maxPerRegion_2.5
Region5	1991.164009	simulation	46	500	maxPerRegion_2.5
Region6	2006.882192	simulation	46	500	maxPerRegion_2.5
Region7	NA	simulation	46	500	maxPerRegion_2.5
Region1	1989.0	simulation	46	500	uniformS_2.5
Region2	2017.652055	simulation	46	500	uniformS_2.5
Region3	2001.049315	simulation	46	500	uniformS_2.5
Region4	2006.832742	simulation	46	500	uniformS_2.5
Region5	2005.0410970000003	simulation	46	500	uniformS_2.5
Region6	2003.286294	simulation	46	500	uniformS_2.5
Region7	NA	simulation	46	500	uniformS_2.5
Region1	1989.756164	simulation	39	500	uniformS_2.5
Region2	2009.986062	simulation	39	500	uniformS_2.5
Region3	2008.7863009999999	simulation	39	500	uniformS_2.5
Region4	2007.317808	simulation	39	500	uniformS_2.5
Region5	2006.496991	simulation	39	500	uniformS_2.5
Region6	1999.408219	simulation	39	500	uniformS_2.5
Region7	2004.024657	simulation	39	500	uniformS_2.5
Region1	1989.756164	simulation	39	500	maxPerRegion_20
Region2	2009.79452	simulation	39	500	maxPerRegion_20
Region3	2006.262026	simulation	39	500	maxPerRegion_20
Region4	1995.783561	simulation	39	500	maxPerRegion_20
Region5	2006.663664	simulation	39	500	maxPerRegion_20
Region6	1999.410958	simulation	39	500	maxPerRegion_20
Region7	NA	simulation	39	500	maxPerRegion_20
Region1	1989.756164	simulation	39	500	maxPerRegionYear_50
Region2	2010.9503479999998	simulation	39	500	maxPerRegionYear_50
Region3	2008.1095889999997	simulation	39	500	maxPerRegionYear_50
Region4	2009.2767119999999	simulation	39	500	maxPerRegionYear_50
Region5	2006.9667409999997	simulation	39	500	maxPerRegionYear_50
Region6	2006.6904109999998	simulation	39	500	maxPerRegionYear_50
Region7	NA	simulation	39	500	maxPerRegionYear_50
Region1	1989.756164	simulation	39	500	biased_10
Region2	2010.813459	simulation	39	500	biased_10
Region3	2007.5784859999999	simulation	39	500	biased_10
Region4	2009.912328	simulation	39	500	biased_10
Region5	2006.515068	simulation	39	500	biased_10
Region6	2000.175342	simulation	39	500	biased_10
Region7	NA	simulation	39	500	biased_10
Region1	1989.756164	simulation	39	500	maxPerRegion_10
Region2	2010.958567	simulation	39	500	maxPerRegion_10
Region3	2007.196272	simulation	39	500	maxPerRegion_10
Region4	2007.7017359999998	simulation	39	500	maxPerRegion_10
Region5	2007.433977	simulation	39	500	maxPerRegion_10
Region6	2006.7863009999999	simulation	39	500	maxPerRegion_10
Region7	NA	simulation	39	500	maxPerRegion_10
Region1	1989.756164	simulation	39	500	biased_20
Region2	2009.9890409999998	simulation	39	500	biased_20
Region3	2005.0493149999998	simulation	39	500	biased_20
Region4	2009.4109589999998	simulation	39	500	biased_20
Region5	2007.003855	simulation	39	500	biased_20
Region6	NA	simulation	39	500	biased_20
Region7	NA	simulation	39	500	biased_20
Region1	1989.756164	simulation	39	500	maxPerRegionYear_5
Region2	2013.4876709999999	simulation	39	500	maxPerRegionYear_5
Region3	2009.1616439999998	simulation	39	500	maxPerRegionYear_5
Region4	2009.8547939999999	simulation	39	500	maxPerRegionYear_5
Region5	2007.266854	simulation	39	500	maxPerRegionYear_5
Region6	2006.9690389999998	simulation	39	500	maxPerRegionYear_5
Region7	2004.509589	simulation	39	500	maxPerRegionYear_5
Region1	1989.756164	simulation	39	500	uniformS_50
Region2	2010.583561	simulation	39	500	uniformS_50
Region3	2006.944217	simulation	39	500	uniformS_50
Region4	2007.879451	simulation	39	500	uniformS_50
Region5	1994.845856	simulation	39	500	uniformS_50
Region6	2006.446575	simulation	39	500	uniformS_50
Region7	NA	simulation	39	500	uniformS_50
Region1	1989.756164	simulation	39	500	maxPerRegionYear_10
Region2	2010.994183	simulation	39	500	maxPerRegionYear_10
Region3	2008.953424	simulation	39	500	maxPerRegionYear_10
Region4	2010.057533	simulation	39	500	maxPerRegionYear_10
Region5	2007.469593	simulation	39	500	maxPerRegionYear_10
Region6	2006.821917	simulation	39	500	maxPerRegionYear_10
Region7	NA	simulation	39	500	maxPerRegionYear_10
Region1	1989.756164	simulation	39	500	uniformS_10
Region2	2010.5945199999999	simulation	39	500	uniformS_10
Region3	2008.783561	simulation	39	500	uniformS_10
Region4	2007.9424649999999	simulation	39	500	uniformS_10
Region5	1995.912328	simulation	39	500	uniformS_10
Region6	2000.150684	simulation	39	500	uniformS_10
Region7	NA	simulation	39	500	uniformS_10
Region1	1989.756164	simulation	39	500	uniformS_20
Region2	2010.6	simulation	39	500	uniformS_20
Region3	2009.1999999999998	simulation	39	500	uniformS_20
Region4	2007.931507	simulation	39	500	uniformS_20
Region5	2007.1849909999999	simulation	39	500	uniformS_20
Region6	1992.775342	simulation	39	500	uniformS_20
