regions	value	model	nSim	nSeq	protocol
Region5	2006.265754	simulation	33	150	maxPerRegion_50
Region6	2006.063014	simulation	33	150	maxPerRegion_50
Region7	1989.424658	simulation	33	150	maxPerRegion_50
Region1	1989.89589	simulation	33	150	biased_20
Region2	2009.320548	simulation	33	150	biased_20
Region3	2007.05907	simulation	33	150	biased_20
Region4	2006.88967	simulation	33	150	biased_20
Region5	2002.679287	simulation	33	150	biased_20
Region6	2000.643836	simulation	33	150	biased_20
Region7	1996.734246	simulation	33	150	biased_20
Region1	2005.8794520000001	simulation	33	150	biased_50
Region2	1990.29863	simulation	33	150	biased_50
Region3	2008.1232870000001	simulation	33	150	biased_50
Region4	2006.087671	simulation	33	150	biased_50
Region5	2005.345205	simulation	33	150	biased_50
Region6	1999.088322	simulation	33	150	biased_50
Region7	NA	simulation	33	150	biased_50
Region1	1989.89589	simulation	33	150	maxPerRegionYear_2.5
Region2	2010.964383	simulation	33	150	maxPerRegionYear_2.5
Region3	2008.702904	simulation	33	150	maxPerRegionYear_2.5
Region4	2008.057534	simulation	33	150	maxPerRegionYear_2.5
Region5	2009.104543	simulation	33	150	maxPerRegionYear_2.5
Region6	2008.569024	simulation	33	150	maxPerRegionYear_2.5
Region7	2001.181046	simulation	33	150	maxPerRegionYear_2.5
Region1	1989.89589	simulation	33	150	maxPerRegion_2.5
Region2	2010.1232870000001	simulation	33	150	maxPerRegion_2.5
Region3	2005.9123280000001	simulation	33	150	maxPerRegion_2.5
Region4	2000.1924090000002	simulation	33	150	maxPerRegion_2.5
Region5	2002.9506840000001	simulation	33	150	maxPerRegion_2.5
Region6	2000.8712320000002	simulation	33	150	maxPerRegion_2.5
Region7	2003.6459610000002	simulation	33	150	maxPerRegion_2.5
Region1	1989.89589	simulation	33	150	uniformS_2.5
Region2	2008.550812	simulation	33	150	uniformS_2.5
Region3	2006.007912	simulation	33	150	uniformS_2.5
Region4	2001.5754689999999	simulation	33	150	uniformS_2.5
Region5	2002.057092	simulation	33	150	uniformS_2.5
Region6	2004.175469	simulation	33	150	uniformS_2.5
Region7	1992.243963	simulation	33	150	uniformS_2.5
Region1	1989.89589	simulation	33	150	biased_2.5
Region2	2010.706849	simulation	33	150	biased_2.5
Region3	2008.12843	simulation	33	150	biased_2.5
Region4	2008.0328009999998	simulation	33	150	biased_2.5
Region5	2006.534246	simulation	33	150	biased_2.5
Region6	2006.331506	simulation	33	150	biased_2.5
Region7	2004.303293	simulation	33	150	biased_2.5
Region1	1989.89589	simulation	33	150	uniformS_5
Region2	2010.616438	simulation	33	150	uniformS_5
Region3	2007.643835	simulation	33	150	uniformS_5
Region4	2006.471232	simulation	33	150	uniformS_5
Region5	2006.452054	simulation	33	150	uniformS_5
Region6	2006.241095	simulation	33	150	uniformS_5
Region7	1989.89589	simulation	33	150	uniformS_5
Region1	1989.89589	simulation	33	150	maxPerRegionYear_10
Region2	2010.947945	simulation	33	150	maxPerRegionYear_10
Region3	2010.057534	simulation	33	150	maxPerRegionYear_10
Region4	2008.2491440000001	simulation	33	150	maxPerRegionYear_10
Region5	2008.8147159999999	simulation	33	150	maxPerRegionYear_10
Region6	2006.60822	simulation	33	150	maxPerRegionYear_10
Region7	2000.631656	simulation	33	150	maxPerRegionYear_10
Region1	1989.89589	simulation	33	150	biased_5
Region2	2008.075402	simulation	33	150	biased_5
Region3	2003.3575939999998	simulation	33	150	biased_5
Region4	2005.3329370000001	simulation	33	150	biased_5
Region5	2003.387731	simulation	33	150	biased_5
Region6	2003.700059	simulation	33	150	biased_5
Region7	1995.163073	simulation	33	150	biased_5
Region1	1989.89589	simulation	33	150	maxPerRegionYear_5
Region2	2011.3123289999999	simulation	33	150	maxPerRegionYear_5
Region3	2010.421918	simulation	33	150	maxPerRegionYear_5
Region4	2001.1299199999999	simulation	33	150	maxPerRegionYear_5
Region5	2006.742466	simulation	33	150	maxPerRegionYear_5
Region6	2006.876712	simulation	33	150	maxPerRegionYear_5
Region7	1997.449592	simulation	33	150	maxPerRegionYear_5
Region1	2005.1574070000001	simulation	33	150	uniformS_50
Region2	1990.29863	simulation	33	150	uniformS_50
Region3	2006.8739730000002	simulation	33	150	uniformS_50
Region4	2008.613691	simulation	33	150	uniformS_50
Region5	2007.630137	simulation	33	150	uniformS_50
Region6	2001.373254	simulation	33	150	uniformS_50
Region7	1990.29863	simulation	33	150	uniformS_50
Region1	1989.89589	simulation	33	150	maxPerRegion_5
Region2	2011.0	simulation	33	150	maxPerRegion_5
Region3	2008.790433	simulation	33	150	maxPerRegion_5
Region4	2007.493151	simulation	33	150	maxPerRegion_5
Region5	2006.835616	simulation	33	150	maxPerRegion_5
Region6	2004.61557	simulation	33	150	maxPerRegion_5
Region7	1997.950685	simulation	33	150	maxPerRegion_5
Region1	1989.89589	simulation	33	150	uniform
Region2	2010.161644	simulation	33	150	uniform
Region3	2005.950685	simulation	33	150	uniform
Region4	2006.654795	simulation	33	150	uniform
Region5	2004.920548	simulation	33	150	uniform
Region6	2006.0	simulation	33	150	uniform
Region7	1994.717808	simulation	33	150	uniform
Region1	1989.89589	simulation	33	150	uniformS_20
Region2	2010.504109	simulation	33	150	uniformS_20
Region3	2008.294543	simulation	33	150	uniformS_20
Region4	2003.673972	simulation	33	150	uniformS_20
Region5	2006.339725	simulation	33	150	uniformS_20
Region6	1999.1726019999999	simulation	33	150	uniformS_20
Region7	1997.917807	simulation	33	150	uniformS_20
Region1	1989.89589	simulation	33	150	maxPerRegion_20
Region2	2010.438356	simulation	33	150	maxPerRegion_20
Region3	2008.228789	simulation	33	150	maxPerRegion_20
Region4	1999.7424500000002	simulation	33	150	maxPerRegion_20
Region5	2006.2739720000002	simulation	33	150	maxPerRegion_20
Region6	2004.381795	simulation	33	150	maxPerRegion_20
Region7	2004.0102100000001	simulation	33	150	maxPerRegion_20
Region1	1989.424658	simulation	33	150	maxPerRegionYear_20
Region2	2010.652055	simulation	33	150	maxPerRegionYear_20
Region3	2010.0082200000002	simulation	33	150	maxPerRegionYear_20
Region4	2007.4575340000001	simulation	33	150	maxPerRegionYear_20
Region5	2002.750686	simulation	33	150	maxPerRegionYear_20
Region6	2006.276712	simulation	33	150	maxPerRegionYear_20
Region7	2004.223909	simulation	33	150	maxPerRegionYear_20
Region1	1989.89589	simulation	33	150	maxPerRegionYear_50
Region2	2011.252055	simulation	33	150	maxPerRegionYear_50
Region3	2010.347945	simulation	33	150	maxPerRegionYear_50
Region4	2008.5534169999999	simulation	33	150	maxPerRegionYear_50
Region5	2007.087671	simulation	33	150	maxPerRegionYear_50
Region6	2008.769264	simulation	33	150	maxPerRegionYear_50
Region7	1990.2383559999998	simulation	33	150	maxPerRegionYear_50
Region1	1989.0	simulation	46	150	maxPerRegionYear_50
Region2	2009.553424	simulation	46	150	maxPerRegionYear_50
Region3	2017.000001	simulation	46	150	maxPerRegionYear_50
Region4	2006.94507	simulation	46	150	maxPerRegionYear_50
Region5	2003.297529	simulation	46	150	maxPerRegionYear_50
Region6	2001.926027	simulation	46	150	maxPerRegionYear_50
Region7	2004.572602	simulation	46	150	maxPerRegionYear_50
Region1	1989.0	simulation	46	150	maxPerRegion_20
Region2	2017.7479449999998	simulation	46	150	maxPerRegion_20
Region3	2006.416438	simulation	46	150	maxPerRegion_20
Region4	2006.235616	simulation	46	150	maxPerRegion_20
Region5	2005.6630129999999	simulation	46	150	maxPerRegion_20
Region6	2005.693151	simulation	46	150	maxPerRegion_20
Region7	NA	simulation	46	150	maxPerRegion_20
Region1	1995.290411	simulation	46	150	uniformS_5
Region2	2014.147945	simulation	46	150	uniformS_5
Region3	2011.1205479999999	simulation	46	150	uniformS_5
Region4	2012.186301	simulation	46	150	uniformS_5
Region5	2010.6136979999999	simulation	46	150	uniformS_5
Region6	2007.936986	simulation	46	150	uniformS_5
Region7	2000.5068489999999	simulation	46	150	uniformS_5
Region1	1995.290411	simulation	46	150	biased_50
Region2	2014.073973	simulation	46	150	biased_50
Region3	2009.275635	simulation	46	150	biased_50
Region4	2008.79726	simulation	46	150	biased_50
Region5	NA	simulation	46	150	biased_50
Region6	NA	simulation	46	150	biased_50
Region7	NA	simulation	46	150	biased_50
Region1	1995.290411	simulation	46	150	uniformS_10
Region2	2014.4383559999999	simulation	46	150	uniformS_10
Region3	2002.0471209999998	simulation	46	150	uniformS_10
Region4	2012.5123279999998	simulation	46	150	uniformS_10
Region5	2004.136986	simulation	46	150	uniformS_10
Region6	2007.4136979999998	simulation	46	150	uniformS_10
Region7	NA	simulation	46	150	uniformS_10
Region1	1995.290411	simulation	46	150	uniformS_50
Region2	2011.164384	simulation	46	150	uniformS_50
Region3	2009.682521	simulation	46	150	uniformS_50
Region4	2012.0328769999999	simulation	46	150	uniformS_50
Region5	2009.2043789999998	simulation	46	150	uniformS_50
Region6	2007.8328769999998	simulation	46	150	uniformS_50
Region7	2010.4794519999998	simulation	46	150	uniformS_50
Region1	1989.0	simulation	46	150	maxPerRegionYear_10
Region2	2018.2712330000002	simulation	46	150	maxPerRegionYear_10
Region3	2016.7643850000002	simulation	46	150	maxPerRegionYear_10
Region4	2007.1639200000002	simulation	46	150	maxPerRegionYear_10
Region5	1989.0	simulation	46	150	maxPerRegionYear_10
Region6	2005.6000000000001	simulation	46	150	maxPerRegionYear_10
Region7	NA	simulation	46	150	maxPerRegionYear_10
Region1	1989.0	simulation	46	150	maxPerRegionYear_20
Region2	2009.6630129999999	simulation	46	150	maxPerRegionYear_20
Region3	2016.5260269999999	simulation	46	150	maxPerRegionYear_20
Region4	2008.704109	simulation	46	150	maxPerRegionYear_20
Region5	1989.320547	simulation	46	150	maxPerRegionYear_20
Region6	2002.035616	simulation	46	150	maxPerRegionYear_20
Region7	NA	simulation	46	150	maxPerRegionYear_20
Region1	1989.0	simulation	46	150	biased_2.5
Region2	2008.082192	simulation	46	150	biased_2.5
Region3	2003.417733	simulation	46	150	biased_2.5
Region4	2006.156164	simulation	46	150	biased_2.5
Region5	1989.0	simulation	46	150	biased_2.5
Region6	2002.964181	simulation	46	150	biased_2.5
Region7	NA	simulation	46	150	biased_2.5
Region1	1990.975342	simulation	46	150	biased_10
Region2	2009.5068489999999	simulation	46	150	biased_10
Region3	2006.6739719999998	simulation	46	150	biased_10
Region4	2008.224658	simulation	46	150	biased_10
Region5	NA	simulation	46	150	biased_10
Region6	2004.8177999999998	simulation	46	150	biased_10
Region7	NA	simulation	46	150	biased_10
Region1	1989.0	simulation	46	150	maxPerRegionYear_5
Region2	2018.2904110000002	simulation	46	150	maxPerRegionYear_5
Region3	2017.161644	simulation	46	150	maxPerRegionYear_5
Region4	2007.4508580000002	simulation	46	150	maxPerRegionYear_5
Region5	2005.945206	simulation	46	150	maxPerRegionYear_5
Region6	2005.4739730000001	simulation	46	150	maxPerRegionYear_5
Region7	1994.564384	simulation	46	150	maxPerRegionYear_5
Region1	1989.0	simulation	46	150	uniform
Region2	2017.8219179999999	simulation	46	150	uniform
Region3	2004.049315	simulation	46	150	uniform
Region4	2006.364384	simulation	46	150	uniform
Region5	2005.3232879999998	simulation	46	150	uniform
Region6	2001.528767	simulation	46	150	uniform
Region7	NA	simulation	46	150	uniform
Region1	1993.534247	simulation	46	150	biased_20
Region2	2009.70685	simulation	46	150	biased_20
Region3	2015.5793930000002	simulation	46	150	biased_20
Region4	2010.323288	simulation	46	150	biased_20
Region5	1999.6996120000001	simulation	46	150	biased_20
Region6	NA	simulation	46	150	biased_20
Region7	NA	simulation	46	150	biased_20
Region1	1990.761644	simulation	46	150	maxPerRegion_10
Region2	2006.183562	simulation	46	150	maxPerRegion_10
Region3	2005.8575349999999	simulation	46	150	maxPerRegion_10
Region4	2006.81096	simulation	46	150	maxPerRegion_10
Region5	2006.493151	simulation	46	150	maxPerRegion_10
Region6	2006.339727	simulation	46	150	maxPerRegion_10
Region7	NA	simulation	46	150	maxPerRegion_10
Region1	1990.975342	simulation	46	150	maxPerRegion_2.5
Region2	2009.904109	simulation	46	150	maxPerRegion_2.5
Region3	2007.09315	simulation	46	150	maxPerRegion_2.5
Region4	2007.901369	simulation	46	150	maxPerRegion_2.5
Region5	1990.975342	simulation	46	150	maxPerRegion_2.5
Region6	2007.6493150000001	simulation	46	150	maxPerRegion_2.5
Region7	NA	simulation	46	150	maxPerRegion_2.5
Region1	1990.975342	simulation	46	150	maxPerRegion_50
Region2	2011.1835609999998	simulation	46	150	maxPerRegion_50
Region3	2005.1298519999998	simulation	46	150	maxPerRegion_50
Region4	1995.3506849999999	simulation	46	150	maxPerRegion_50
Region5	2004.9276659999998	simulation	46	150	maxPerRegion_50
Region6	2003.5561639999999	simulation	46	150	maxPerRegion_50
Region7	2006.2027389999998	simulation	46	150	maxPerRegion_50
Region1	1989.0	simulation	46	150	uniformS_20
Region2	2008.421918	simulation	46	150	uniformS_20
Region3	2016.482192	simulation	46	150	uniformS_20
Region4	2005.09863	simulation	46	150	uniformS_20
Region5	2004.558904	simulation	46	150	uniformS_20
Region6	1999.824657	simulation	46	150	uniformS_20
Region7	NA	simulation	46	150	uniformS_20
Region1	1989.0	simulation	46	150	biased_5
Region2	2009.931507	simulation	46	150	biased_5
Region3	2016.443835	simulation	46	150	biased_5
Region4	2006.142465	simulation	46	150	biased_5
Region5	2005.112328	simulation	46	150	biased_5
Region6	2005.545205	simulation	46	150	biased_5
Region7	NA	simulation	46	150	biased_5
Region1	1990.761644	simulation	46	150	maxPerRegion_5
Region2	2010.632877	simulation	46	150	maxPerRegion_5
Region3	2007.216438	simulation	46	150	maxPerRegion_5
Region4	2006.843835	simulation	46	150	maxPerRegion_5
Region5	1995.635459	simulation	46	150	maxPerRegion_5
Region6	2007.060274	simulation	46	150	maxPerRegion_5
Region7	1995.128767	simulation	46	150	maxPerRegion_5
Region1	1989.0	simulation	46	150	uniformS_2.5
Region2	2018.4191779999999	simulation	46	150	uniformS_2.5
Region3	2016.5260269999999	simulation	46	150	uniformS_2.5
Region4	2007.068029	simulation	46	150	uniformS_2.5
Region5	1989.00274	simulation	46	150	uniformS_2.5
Region6	2001.0849309999999	simulation	46	150	uniformS_2.5
Region7	NA	simulation	46	150	uniformS_2.5
Region1	1989.0	simulation	46	150	maxPerRegionYear_2.5
Region2	2017.890411	simulation	46	150	maxPerRegionYear_2.5
Region3	2013.753424	simulation	46	150	maxPerRegionYear_2.5
Region4	2007.1967960000002	simulation	46	150	maxPerRegionYear_2.5
Region5	1991.0355940000002	simulation	46	150	maxPerRegionYear_2.5
Region6	2006.6876710000001	simulation	46	150	maxPerRegionYear_2.5
Region7	NA	simulation	46	150	maxPerRegionYear_2.5
Region1	1989.756164	simulation	39	150	maxPerRegionYear_50
Region2	2010.7205479999998	simulation	39	150	maxPerRegionYear_50
Region3	2007.313737	simulation	39	150	maxPerRegionYear_50
Region4	2009.2328759999998	simulation	39	150	maxPerRegionYear_50
Region5	1994.8793099999998	simulation	39	150	maxPerRegionYear_50
Region6	2006.6904109999998	simulation	39	150	maxPerRegionYear_50
Region7	NA	simulation	39	150	maxPerRegionYear_50
Region1	1989.756164	simulation	39	150	maxPerRegionYear_10
Region2	2010.638355	simulation	39	150	maxPerRegionYear_10
Region3	2007.231888	simulation	39	150	maxPerRegionYear_10
Region4	2010.057533	simulation	39	150	maxPerRegionYear_10
Region5	2007.469593	simulation	39	150	maxPerRegionYear_10
Region6	2006.821917	simulation	39	150	maxPerRegionYear_10
Region7	NA	simulation	39	150	maxPerRegionYear_10
Region1	1989.756164	simulation	39	150	maxPerRegion_50
Region2	2008.482192	simulation	39	150	maxPerRegion_50
Region3	2006.750752	simulation	39	150	maxPerRegion_50
Region4	1997.6630129999999	simulation	39	150	maxPerRegion_50
Region5	2005.9146859999998	simulation	39	150	maxPerRegion_50
Region6	2005.638356	simulation	39	150	maxPerRegion_50
Region7	NA	simulation	39	150	maxPerRegion_50
Region1	1989.756164	simulation	39	150	maxPerRegion_5
Region2	2006.856703	simulation	39	150	maxPerRegion_5
Region3	2004.5498539999999	simulation	39	150	maxPerRegion_5
Region4	2000.5032789999998	simulation	39	150	maxPerRegion_5
Region5	2005.657804	simulation	39	150	maxPerRegion_5
Region6	2005.3599889999998	simulation	39	150	maxPerRegion_5
Region7	2002.900539	simulation	39	150	maxPerRegion_5
Region1	1989.756164	simulation	39	150	uniformS_10
Region2	2010.476712	simulation	39	150	uniformS_10
Region3	2008.665753	simulation	39	150	uniformS_10
Region4	2002.952413	simulation	39	150	uniformS_10
Region5	1995.758903	simulation	39	150	uniformS_10
Region6	1998.583561	simulation	39	150	uniformS_10
Region7	NA	simulation	39	150	uniformS_10
Region1	1989.756164	simulation	39	150	maxPerRegionYear_20
Region2	2007.698629	simulation	39	150	maxPerRegionYear_20
Region3	2006.967122	simulation	39	150	maxPerRegionYear_20
Region4	2008.926027	simulation	39	150	maxPerRegionYear_20
Region5	2006.663664	simulation	39	150	maxPerRegionYear_20
Region6	1999.410958	simulation	39	150	maxPerRegionYear_20
Region7	NA	simulation	39	150	maxPerRegionYear_20
Region1	1989.756164	simulation	39	150	uniformS_20
Region2	2008.1041089999999	simulation	39	150	uniformS_20
Region3	2006.667505	simulation	39	150	uniformS_20
Region4	1997.6109589999999	simulation	39	150	uniformS_20
Region5	1994.7604009999998	simulation	39	150	uniformS_20
Region6	1999.5369859999998	simulation	39	150	uniformS_20
Region7	NA	simulation	39	150	uniformS_20
Region1	1989.756164	simulation	39	150	maxPerRegionYear_5
Region2	2013.408219	simulation	39	150	maxPerRegionYear_5
Region3	2009.0821919999998	simulation	39	150	maxPerRegionYear_5
Region4	2009.589041	simulation	39	150	maxPerRegionYear_5
Region5	2006.679205	simulation	39	150	maxPerRegionYear_5
Region6	2006.889587	simulation	39	150	maxPerRegionYear_5
Region7	2004.430137	simulation	39	150	maxPerRegionYear_5
Region1	1989.756164	simulation	39	150	maxPerRegion_10
Region2	2006.744681	simulation	39	150	maxPerRegion_10
Region3	2004.6350919999998	simulation	39	150	maxPerRegion_10
Region4	1999.725503	simulation	39	150	maxPerRegion_10
Region5	1994.0460509999998	simulation	39	150	maxPerRegion_10
Region6	2004.8981059999999	simulation	39	150	maxPerRegion_10
Region7	NA	simulation	39	150	maxPerRegion_10
Region1	1989.756164	simulation	39	150	maxPerRegionYear_2.5
Region2	2014.709177	simulation	39	150	maxPerRegionYear_2.5
Region3	2009.446575	simulation	39	150	maxPerRegionYear_2.5
Region4	2007.871233	simulation	39	150	maxPerRegionYear_2.5
Region5	1996.071233	simulation	39	150	maxPerRegionYear_2.5
Region6	2006.673658	simulation	39	150	maxPerRegionYear_2.5
Region7	2004.684931	simulation	39	150	maxPerRegionYear_2.5
