source	destination	value	model	nSim	nSeq	protocol
Region3	Region6	0.0	simulation	1	500	maxPerRegionYear_5
Region4	Region6	0.0	simulation	1	500	maxPerRegionYear_5
Region5	Region6	0.0	simulation	1	500	maxPerRegionYear_5
Region6	Region6	0.0	simulation	1	500	maxPerRegionYear_5
Region7	Region6	0.0	simulation	1	500	maxPerRegionYear_5
Region1	Region7	1.0	simulation	1	500	maxPerRegionYear_5
Region2	Region7	1.0	simulation	1	500	maxPerRegionYear_5
Region3	Region7	0.0	simulation	1	500	maxPerRegionYear_5
Region4	Region7	0.0	simulation	1	500	maxPerRegionYear_5
Region5	Region7	0.0	simulation	1	500	maxPerRegionYear_5
Region6	Region7	0.0	simulation	1	500	maxPerRegionYear_5
Region7	Region7	0.0	simulation	1	500	maxPerRegionYear_5
Region1	Region1	178.0	simulation	1	500	biased_2.5
Region2	Region1	8.0	simulation	1	500	biased_2.5
Region3	Region1	0.0	simulation	1	500	biased_2.5
Region4	Region1	0.0	simulation	1	500	biased_2.5
Region5	Region1	0.0	simulation	1	500	biased_2.5
Region6	Region1	0.0	simulation	1	500	biased_2.5
Region7	Region1	0.0	simulation	1	500	biased_2.5
Region1	Region2	9.0	simulation	1	500	biased_2.5
Region2	Region2	84.0	simulation	1	500	biased_2.5
Region3	Region2	0.0	simulation	1	500	biased_2.5
Region4	Region2	4.0	simulation	1	500	biased_2.5
Region5	Region2	0.0	simulation	1	500	biased_2.5
Region6	Region2	0.0	simulation	1	500	biased_2.5
Region7	Region2	0.0	simulation	1	500	biased_2.5
Region1	Region3	2.0	simulation	1	500	biased_2.5
Region2	Region3	10.0	simulation	1	500	biased_2.5
Region3	Region3	290.0	simulation	1	500	biased_2.5
Region4	Region3	10.0	simulation	1	500	biased_2.5
Region5	Region3	0.0	simulation	1	500	biased_2.5
Region6	Region3	0.0	simulation	1	500	biased_2.5
Region7	Region3	0.0	simulation	1	500	biased_2.5
Region1	Region4	1.0	simulation	1	500	biased_2.5
Region2	Region4	8.0	simulation	1	500	biased_2.5
Region3	Region4	7.0	simulation	1	500	biased_2.5
Region4	Region4	341.0	simulation	1	500	biased_2.5
Region5	Region4	0.0	simulation	1	500	biased_2.5
Region6	Region4	0.0	simulation	1	500	biased_2.5
Region7	Region4	0.0	simulation	1	500	biased_2.5
Region1	Region5	0.0	simulation	1	500	biased_2.5
Region2	Region5	2.0	simulation	1	500	biased_2.5
Region3	Region5	0.0	simulation	1	500	biased_2.5
Region4	Region5	5.0	simulation	1	500	biased_2.5
Region5	Region5	13.0	simulation	1	500	biased_2.5
Region6	Region5	0.0	simulation	1	500	biased_2.5
Region7	Region5	0.0	simulation	1	500	biased_2.5
Region1	Region6	0.0	simulation	1	500	biased_2.5
Region2	Region6	1.0	simulation	1	500	biased_2.5
Region3	Region6	0.0	simulation	1	500	biased_2.5
Region4	Region6	0.0	simulation	1	500	biased_2.5
Region5	Region6	1.0	simulation	1	500	biased_2.5
Region6	Region6	0.0	simulation	1	500	biased_2.5
Region7	Region6	0.0	simulation	1	500	biased_2.5
Region1	Region7	0.0	simulation	1	500	biased_2.5
Region2	Region7	0.0	simulation	1	500	biased_2.5
Region3	Region7	0.0	simulation	1	500	biased_2.5
Region4	Region7	0.0	simulation	1	500	biased_2.5
Region5	Region7	0.0	simulation	1	500	biased_2.5
Region6	Region7	0.0	simulation	1	500	biased_2.5
Region7	Region7	0.0	simulation	1	500	biased_2.5
Region1	Region1	123.0	simulation	1	500	maxPerRegionYear_50
Region2	Region1	7.0	simulation	1	500	maxPerRegionYear_50
Region3	Region1	0.0	simulation	1	500	maxPerRegionYear_50
Region4	Region1	0.0	simulation	1	500	maxPerRegionYear_50
Region5	Region1	0.0	simulation	1	500	maxPerRegionYear_50
Region6	Region1	0.0	simulation	1	500	maxPerRegionYear_50
Region7	Region1	0.0	simulation	1	500	maxPerRegionYear_50
Region1	Region2	10.0	simulation	1	500	maxPerRegionYear_50
Region2	Region2	73.0	simulation	1	500	maxPerRegionYear_50
Region3	Region2	1.0	simulation	1	500	maxPerRegionYear_50
Region4	Region2	3.0	simulation	1	500	maxPerRegionYear_50
Region5	Region2	1.0	simulation	1	500	maxPerRegionYear_50
Region6	Region2	0.0	simulation	1	500	maxPerRegionYear_50
Region7	Region2	0.0	simulation	1	500	maxPerRegionYear_50
Region1	Region3	1.0	simulation	1	500	maxPerRegionYear_50
Region2	Region3	14.0	simulation	1	500	maxPerRegionYear_50
Region3	Region3	293.0	simulation	1	500	maxPerRegionYear_50
Region4	Region3	7.0	simulation	1	500	maxPerRegionYear_50
Region5	Region3	1.0	simulation	1	500	maxPerRegionYear_50
Region6	Region3	0.0	simulation	1	500	maxPerRegionYear_50
Region7	Region3	0.0	simulation	1	500	maxPerRegionYear_50
Region1	Region4	3.0	simulation	1	500	maxPerRegionYear_50
Region2	Region4	8.0	simulation	1	500	maxPerRegionYear_50
Region3	Region4	6.0	simulation	1	500	maxPerRegionYear_50
Region4	Region4	391.0	simulation	1	500	maxPerRegionYear_50
Region5	Region4	1.0	simulation	1	500	maxPerRegionYear_50
Region6	Region4	0.0	simulation	1	500	maxPerRegionYear_50
Region7	Region4	0.0	simulation	1	500	maxPerRegionYear_50
Region1	Region5	0.0	simulation	1	500	maxPerRegionYear_50
Region2	Region5	2.0	simulation	1	500	maxPerRegionYear_50
Region3	Region5	0.0	simulation	1	500	maxPerRegionYear_50
Region4	Region5	5.0	simulation	1	500	maxPerRegionYear_50
Region5	Region5	11.0	simulation	1	500	maxPerRegionYear_50
Region6	Region5	0.0	simulation	1	500	maxPerRegionYear_50
Region7	Region5	0.0	simulation	1	500	maxPerRegionYear_50
Region1	Region6	0.0	simulation	1	500	maxPerRegionYear_50
Region2	Region6	0.0	simulation	1	500	maxPerRegionYear_50
Region3	Region6	0.0	simulation	1	500	maxPerRegionYear_50
Region4	Region6	0.0	simulation	1	500	maxPerRegionYear_50
Region5	Region6	0.0	simulation	1	500	maxPerRegionYear_50
Region6	Region6	0.0	simulation	1	500	maxPerRegionYear_50
Region7	Region6	0.0	simulation	1	500	maxPerRegionYear_50
Region1	Region7	0.0	simulation	1	500	maxPerRegionYear_50
Region2	Region7	0.0	simulation	1	500	maxPerRegionYear_50
Region3	Region7	0.0	simulation	1	500	maxPerRegionYear_50
Region4	Region7	0.0	simulation	1	500	maxPerRegionYear_50
Region5	Region7	0.0	simulation	1	500	maxPerRegionYear_50
Region6	Region7	0.0	simulation	1	500	maxPerRegionYear_50
Region7	Region7	0.0	simulation	1	500	maxPerRegionYear_50
Region1	Region1	195.0	simulation	1	500	uniformS_2.5
Region2	Region1	11.0	simulation	1	500	uniformS_2.5
Region3	Region1	0.0	simulation	1	500	uniformS_2.5
Region4	Region1	0.0	simulation	1	500	uniformS_2.5
Region5	Region1	0.0	simulation	1	500	uniformS_2.5
Region6	Region1	0.0	simulation	1	500	uniformS_2.5
Region7	Region1	0.0	simulation	1	500	uniformS_2.5
Region1	Region2	10.0	simulation	1	500	uniformS_2.5
Region2	Region2	97.0	simulation	1	500	uniformS_2.5
Region3	Region2	0.0	simulation	1	500	uniformS_2.5
Region4	Region2	4.0	simulation	1	500	uniformS_2.5
Region5	Region2	1.0	simulation	1	500	uniformS_2.5
Region6	Region2	0.0	simulation	1	500	uniformS_2.5
Region7	Region2	0.0	simulation	1	500	uniformS_2.5
Region1	Region3	1.0	simulation	1	500	uniformS_2.5
Region2	Region3	18.0	simulation	1	500	uniformS_2.5
Region3	Region3	278.0	simulation	1	500	uniformS_2.5
Region4	Region3	8.0	simulation	1	500	uniformS_2.5
Region5	Region3	1.0	simulation	1	500	uniformS_2.5
Region6	Region3	0.0	simulation	1	500	uniformS_2.5
Region7	Region3	0.0	simulation	1	500	uniformS_2.5
Region1	Region4	3.0	simulation	1	500	uniformS_2.5
Region2	Region4	5.0	simulation	1	500	uniformS_2.5
Region3	Region4	6.0	simulation	1	500	uniformS_2.5
Region4	Region4	314.0	simulation	1	500	uniformS_2.5
Region5	Region4	0.0	simulation	1	500	uniformS_2.5
Region6	Region4	0.0	simulation	1	500	uniformS_2.5
Region7	Region4	0.0	simulation	1	500	uniformS_2.5
Region1	Region5	0.0	simulation	1	500	uniformS_2.5
Region2	Region5	3.0	simulation	1	500	uniformS_2.5
Region3	Region5	0.0	simulation	1	500	uniformS_2.5
Region4	Region5	6.0	simulation	1	500	uniformS_2.5
Region5	Region5	6.0	simulation	1	500	uniformS_2.5
Region6	Region5	0.0	simulation	1	500	uniformS_2.5
Region7	Region5	0.0	simulation	1	500	uniformS_2.5
Region1	Region6	0.0	simulation	1	500	uniformS_2.5
Region2	Region6	1.0	simulation	1	500	uniformS_2.5
Region3	Region6	0.0	simulation	1	500	uniformS_2.5
Region4	Region6	0.0	simulation	1	500	uniformS_2.5
Region5	Region6	0.0	simulation	1	500	uniformS_2.5
Region6	Region6	0.0	simulation	1	500	uniformS_2.5
Region7	Region6	0.0	simulation	1	500	uniformS_2.5
Region1	Region7	0.0	simulation	1	500	uniformS_2.5
Region2	Region7	1.0	simulation	1	500	uniformS_2.5
Region3	Region7	0.0	simulation	1	500	uniformS_2.5
Region4	Region7	0.0	simulation	1	500	uniformS_2.5
Region5	Region7	0.0	simulation	1	500	uniformS_2.5
Region6	Region7	0.0	simulation	1	500	uniformS_2.5
Region7	Region7	0.0	simulation	1	500	uniformS_2.5
Region1	Region1	30.0	simulation	1	500	biased_20
Region2	Region1	2.0	simulation	1	500	biased_20
Region3	Region1	0.0	simulation	1	500	biased_20
Region4	Region1	0.0	simulation	1	500	biased_20
Region5	Region1	0.0	simulation	1	500	biased_20
Region6	Region1	0.0	simulation	1	500	biased_20
Region7	Region1	0.0	simulation	1	500	biased_20
Region1	Region2	6.0	simulation	1	500	biased_20
Region2	Region2	20.0	simulation	1	500	biased_20
Region3	Region2	0.0	simulation	1	500	biased_20
Region4	Region2	1.0	simulation	1	500	biased_20
Region5	Region2	0.0	simulation	1	500	biased_20
Region6	Region2	0.0	simulation	1	500	biased_20
Region7	Region2	0.0	simulation	1	500	biased_20
Region1	Region3	3.0	simulation	1	500	biased_20
Region2	Region3	13.0	simulation	1	500	biased_20
Region3	Region3	389.0	simulation	1	500	biased_20
Region4	Region3	9.0	simulation	1	500	biased_20
Region5	Region3	1.0	simulation	1	500	biased_20
Region6	Region3	0.0	simulation	1	500	biased_20
Region7	Region3	0.0	simulation	1	500	biased_20
Region1	Region4	2.0	simulation	1	500	biased_20
Region2	Region4	7.0	simulation	1	500	biased_20
Region3	Region4	10.0	simulation	1	500	biased_20
Region4	Region4	466.0	simulation	1	500	biased_20
Region5	Region4	1.0	simulation	1	500	biased_20
Region6	Region4	0.0	simulation	1	500	biased_20
Region7	Region4	0.0	simulation	1	500	biased_20
Region1	Region5	0.0	simulation	1	500	biased_20
Region2	Region5	1.0	simulation	1	500	biased_20
Region3	Region5	0.0	simulation	1	500	biased_20
Region4	Region5	1.0	simulation	1	500	biased_20
Region5	Region5	0.0	simulation	1	500	biased_20
Region6	Region5	0.0	simulation	1	500	biased_20
Region7	Region5	0.0	simulation	1	500	biased_20
Region1	Region6	0.0	simulation	1	500	biased_20
Region2	Region6	0.0	simulation	1	500	biased_20
Region3	Region6	0.0	simulation	1	500	biased_20
Region4	Region6	0.0	simulation	1	500	biased_20
Region5	Region6	0.0	simulation	1	500	biased_20
Region6	Region6	0.0	simulation	1	500	biased_20
Region7	Region6	0.0	simulation	1	500	biased_20
Region1	Region7	0.0	simulation	1	500	biased_20
Region2	Region7	0.0	simulation	1	500	biased_20
Region3	Region7	0.0	simulation	1	500	biased_20
Region4	Region7	0.0	simulation	1	500	biased_20
Region5	Region7	0.0	simulation	1	500	biased_20
Region6	Region7	0.0	simulation	1	500	biased_20
Region7	Region7	0.0	simulation	1	500	biased_20
Region1	Region1	15.0	simulation	1	500	biased_50
Region2	Region1	1.0	simulation	1	500	biased_50
Region3	Region1	0.0	simulation	1	500	biased_50
Region4	Region1	0.0	simulation	1	500	biased_50
Region5	Region1	0.0	simulation	1	500	biased_50
Region6	Region1	0.0	simulation	1	500	biased_50
Region7	Region1	0.0	simulation	1	500	biased_50
Region1	Region2	3.0	simulation	1	500	biased_50
Region2	Region2	14.0	simulation	1	500	biased_50
Region3	Region2	0.0	simulation	1	500	biased_50
Region4	Region2	1.0	simulation	1	500	biased_50
Region5	Region2	0.0	simulation	1	500	biased_50
Region6	Region2	0.0	simulation	1	500	biased_50
Region7	Region2	0.0	simulation	1	500	biased_50
Region1	Region3	0.0	simulation	1	500	biased_50
Region2	Region3	13.0	simulation	1	500	biased_50
Region3	Region3	448.0	simulation	1	500	biased_50
Region4	Region3	9.0	simulation	1	500	biased_50
Region5	Region3	0.0	simulation	1	500	biased_50
Region6	Region3	0.0	simulation	1	500	biased_50
Region7	Region3	0.0	simulation	1	500	biased_50
Region1	Region4	2.0	simulation	1	500	biased_50
Region2	Region4	9.0	simulation	1	500	biased_50
Region3	Region4	13.0	simulation	1	500	biased_50
Region4	Region4	440.0	simulation	1	500	biased_50
Region5	Region4	0.0	simulation	1	500	biased_50
Region6	Region4	0.0	simulation	1	500	biased_50
Region7	Region4	0.0	simulation	1	500	biased_50
Region1	Region5	0.0	simulation	1	500	biased_50
Region2	Region5	0.0	simulation	1	500	biased_50
Region3	Region5	0.0	simulation	1	500	biased_50
Region4	Region5	1.0	simulation	1	500	biased_50
Region5	Region5	0.0	simulation	1	500	biased_50
Region6	Region5	0.0	simulation	1	500	biased_50
Region7	Region5	0.0	simulation	1	500	biased_50
Region1	Region6	0.0	simulation	1	500	biased_50
Region2	Region6	0.0	simulation	1	500	biased_50
Region3	Region6	0.0	simulation	1	500	biased_50
Region4	Region6	0.0	simulation	1	500	biased_50
Region5	Region6	0.0	simulation	1	500	biased_50
Region6	Region6	0.0	simulation	1	500	biased_50
Region7	Region6	0.0	simulation	1	500	biased_50
Region1	Region7	0.0	simulation	1	500	biased_50
Region2	Region7	0.0	simulation	1	500	biased_50
Region3	Region7	0.0	simulation	1	500	biased_50
Region4	Region7	0.0	simulation	1	500	biased_50
Region5	Region7	0.0	simulation	1	500	biased_50
Region6	Region7	0.0	simulation	1	500	biased_50
Region7	Region7	0.0	simulation	1	500	biased_50
Region1	Region1	65.0	simulation	1	500	uniformS_10
Region2	Region1	2.0	simulation	1	500	uniformS_10
Region3	Region1	0.0	simulation	1	500	uniformS_10
Region4	Region1	0.0	simulation	1	500	uniformS_10
Region5	Region1	0.0	simulation	1	500	uniformS_10
Region6	Region1	0.0	simulation	1	500	uniformS_10
Region7	Region1	0.0	simulation	1	500	uniformS_10
Region1	Region2	5.0	simulation	1	500	uniformS_10
Region2	Region2	37.0	simulation	1	500	uniformS_10
Region3	Region2	0.0	simulation	1	500	uniformS_10
Region4	Region2	1.0	simulation	1	500	uniformS_10
Region5	Region2	0.0	simulation	1	500	uniformS_10
Region6	Region2	0.0	simulation	1	500	uniformS_10
Region7	Region2	0.0	simulation	1	500	uniformS_10
Region1	Region3	0.0	simulation	1	500	uniformS_10
Region2	Region3	17.0	simulation	1	500	uniformS_10
Region3	Region3	359.0	simulation	1	500	uniformS_10
Region4	Region3	8.0	simulation	1	500	uniformS_10
Region5	Region3	1.0	simulation	1	500	uniformS_10
Region6	Region3	0.0	simulation	1	500	uniformS_10
Region7	Region3	0.0	simulation	1	500	uniformS_10
Region1	Region4	2.0	simulation	1	500	uniformS_10
Region2	Region4	9.0	simulation	1	500	uniformS_10
Region3	Region4	8.0	simulation	1	500	uniformS_10
Region4	Region4	450.0	simulation	1	500	uniformS_10
Region5	Region4	2.0	simulation	1	500	uniformS_10
Region6	Region4	0.0	simulation	1	500	uniformS_10
Region7	Region4	0.0	simulation	1	500	uniformS_10
Region1	Region5	0.0	simulation	1	500	uniformS_10
Region2	Region5	0.0	simulation	1	500	uniformS_10
Region3	Region5	0.0	simulation	1	500	uniformS_10
Region4	Region5	3.0	simulation	1	500	uniformS_10
Region5	Region5	1.0	simulation	1	500	uniformS_10
Region6	Region5	0.0	simulation	1	500	uniformS_10
Region7	Region5	0.0	simulation	1	500	uniformS_10
Region1	Region6	0.0	simulation	1	500	uniformS_10
Region2	Region6	1.0	simulation	1	500	uniformS_10
Region3	Region6	0.0	simulation	1	500	uniformS_10
Region4	Region6	0.0	simulation	1	500	uniformS_10
Region5	Region6	0.0	simulation	1	500	uniformS_10
Region6	Region6	0.0	simulation	1	500	uniformS_10
Region7	Region6	0.0	simulation	1	500	uniformS_10
Region1	Region7	0.0	simulation	1	500	uniformS_10
Region2	Region7	0.0	simulation	1	500	uniformS_10
Region3	Region7	0.0	simulation	1	500	uniformS_10
Region4	Region7	0.0	simulation	1	500	uniformS_10
Region5	Region7	0.0	simulation	1	500	uniformS_10
Region6	Region7	0.0	simulation	1	500	uniformS_10
Region7	Region7	0.0	simulation	1	500	uniformS_10
Region1	Region1	203.0	simulation	1	500	maxPerRegionYear_10
Region2	Region1	12.0	simulation	1	500	maxPerRegionYear_10
Region3	Region1	1.0	simulation	1	500	maxPerRegionYear_10
Region4	Region1	0.0	simulation	1	500	maxPerRegionYear_10
Region5	Region1	0.0	simulation	1	500	maxPerRegionYear_10
Region6	Region1	0.0	simulation	1	500	maxPerRegionYear_10
Region7	Region1	0.0	simulation	1	500	maxPerRegionYear_10
Region1	Region2	11.0	simulation	1	500	maxPerRegionYear_10
Region2	Region2	141.0	simulation	1	500	maxPerRegionYear_10
Region3	Region2	2.0	simulation	1	500	maxPerRegionYear_10
Region4	Region2	6.0	simulation	1	500	maxPerRegionYear_10
Region5	Region2	1.0	simulation	1	500	maxPerRegionYear_10
Region6	Region2	0.0	simulation	1	500	maxPerRegionYear_10
Region7	Region2	0.0	simulation	1	500	maxPerRegionYear_10
Region1	Region3	1.0	simulation	1	500	maxPerRegionYear_10
Region2	Region3	12.0	simulation	1	500	maxPerRegionYear_10
Region3	Region3	237.0	simulation	1	500	maxPerRegionYear_10
Region4	Region3	7.0	simulation	1	500	maxPerRegionYear_10
Region5	Region3	1.0	simulation	1	500	maxPerRegionYear_10
Region6	Region3	0.0	simulation	1	500	maxPerRegionYear_10
Region7	Region3	0.0	simulation	1	500	maxPerRegionYear_10
Region1	Region4	2.0	simulation	1	500	maxPerRegionYear_10
Region2	Region4	9.0	simulation	1	500	maxPerRegionYear_10
Region3	Region4	5.0	simulation	1	500	maxPerRegionYear_10
Region4	Region4	250.0	simulation	1	500	maxPerRegionYear_10
Region5	Region4	0.0	simulation	1	500	maxPerRegionYear_10
Region6	Region4	0.0	simulation	1	500	maxPerRegionYear_10
Region7	Region4	0.0	simulation	1	500	maxPerRegionYear_10
Region1	Region5	0.0	simulation	1	500	maxPerRegionYear_10
Region2	Region5	2.0	simulation	1	500	maxPerRegionYear_10
Region3	Region5	1.0	simulation	1	500	maxPerRegionYear_10
Region4	Region5	13.0	simulation	1	500	maxPerRegionYear_10
Region5	Region5	40.0	simulation	1	500	maxPerRegionYear_10
Region6	Region5	0.0	simulation	1	500	maxPerRegionYear_10
Region7	Region5	0.0	simulation	1	500	maxPerRegionYear_10
Region1	Region6	0.0	simulation	1	500	maxPerRegionYear_10
Region2	Region6	1.0	simulation	1	500	maxPerRegionYear_10
Region3	Region6	0.0	simulation	1	500	maxPerRegionYear_10
Region4	Region6	0.0	simulation	1	500	maxPerRegionYear_10
Region5	Region6	0.0	simulation	1	500	maxPerRegionYear_10
Region6	Region6	4.0	simulation	1	500	maxPerRegionYear_10
Region7	Region6	0.0	simulation	1	500	maxPerRegionYear_10
Region1	Region7	0.0	simulation	1	500	maxPerRegionYear_10
Region2	Region7	0.0	simulation	1	500	maxPerRegionYear_10
Region3	Region7	0.0	simulation	1	500	maxPerRegionYear_10
Region4	Region7	0.0	simulation	1	500	maxPerRegionYear_10
Region5	Region7	0.0	simulation	1	500	maxPerRegionYear_10
Region6	Region7	0.0	simulation	1	500	maxPerRegionYear_10
Region7	Region7	0.0	simulation	1	500	maxPerRegionYear_10
Region1	Region1	97.0	simulation	1	500	uniformS_5
Region2	Region1	6.0	simulation	1	500	uniformS_5
Region3	Region1	0.0	simulation	1	500	uniformS_5
Region4	Region1	0.0	simulation	1	500	uniformS_5
Region5	Region1	0.0	simulation	1	500	uniformS_5
Region6	Region1	0.0	simulation	1	500	uniformS_5
Region7	Region1	0.0	simulation	1	500	uniformS_5
Region1	Region2	3.0	simulation	1	500	uniformS_5
Region2	Region2	60.0	simulation	1	500	uniformS_5
Region3	Region2	2.0	simulation	1	500	uniformS_5
Region4	Region2	1.0	simulation	1	500	uniformS_5
Region5	Region2	0.0	simulation	1	500	uniformS_5
Region6	Region2	0.0	simulation	1	500	uniformS_5
Region7	Region2	0.0	simulation	1	500	uniformS_5
Region1	Region3	2.0	simulation	1	500	uniformS_5
Region2	Region3	9.0	simulation	1	500	uniformS_5
Region3	Region3	329.0	simulation	1	500	uniformS_5
Region4	Region3	7.0	simulation	1	500	uniformS_5
Region5	Region3	1.0	simulation	1	500	uniformS_5
Region6	Region3	0.0	simulation	1	500	uniformS_5
Region7	Region3	0.0	simulation	1	500	uniformS_5
Region1	Region4	2.0	simulation	1	500	uniformS_5
Region2	Region4	8.0	simulation	1	500	uniformS_5
Region3	Region4	8.0	simulation	1	500	uniformS_5
Region4	Region4	416.0	simulation	1	500	uniformS_5
Region5	Region4	0.0	simulation	1	500	uniformS_5
Region6	Region4	0.0	simulation	1	500	uniformS_5
Region7	Region4	0.0	simulation	1	500	uniformS_5
Region1	Region5	0.0	simulation	1	500	uniformS_5
Region2	Region5	2.0	simulation	1	500	uniformS_5
Region3	Region5	0.0	simulation	1	500	uniformS_5
Region4	Region5	4.0	simulation	1	500	uniformS_5
Region5	Region5	7.0	simulation	1	500	uniformS_5
Region6	Region5	0.0	simulation	1	500	uniformS_5
Region7	Region5	0.0	simulation	1	500	uniformS_5
Region1	Region6	0.0	simulation	1	500	uniformS_5
Region2	Region6	1.0	simulation	1	500	uniformS_5
Region3	Region6	0.0	simulation	1	500	uniformS_5
Region4	Region6	0.0	simulation	1	500	uniformS_5
Region5	Region6	0.0	simulation	1	500	uniformS_5
Region6	Region6	0.0	simulation	1	500	uniformS_5
Region7	Region6	0.0	simulation	1	500	uniformS_5
Region1	Region7	0.0	simulation	1	500	uniformS_5
Region2	Region7	1.0	simulation	1	500	uniformS_5
Region3	Region7	0.0	simulation	1	500	uniformS_5
Region4	Region7	0.0	simulation	1	500	uniformS_5
Region5	Region7	0.0	simulation	1	500	uniformS_5
Region6	Region7	0.0	simulation	1	500	uniformS_5
Region7	Region7	0.0	simulation	1	500	uniformS_5
Region1	Region1	191.0	simulation	1	500	maxPerRegionYear_20
Region2	Region1	10.0	simulation	1	500	maxPerRegionYear_20
