Sample	posterior	likelihood	prior	treeLikelihood.sim1_maxPerRegion_500	structuredCoalescent	treeHeight	migration.indicator.1	migration.indicator.2	migration.indicator.3	migration.indicator.4	migration.indicator.5	migration.indicator.6	Ne.Region1	Ne.Region2	Ne.Region3	b_migration.Region1_to_Region2	b_migration.Region1_to_Region3	b_migration.Region2_to_Region1	b_migration.Region2_to_Region3	b_migration.Region3_to_Region1	b_migration.Region3_to_Region2	sum(migration.indicator.)	clockRate	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
21572000	-33946.307741123004	-32371.19469491065	-1575.1130462123515	-32371.19469491065	-1556.3972649575014	30.062460219986317	1	1	1	1	0	1	2.430947	2.430947	2.430947	0.200007	0.050140	0.341473	0.054195	0.0	0.053621	5	2.3143263368119088E-4	2.0142377904261783	0.2805456602390927	0.22300893960169027	0.23576337690407556	0.26068202325514045
21576000	-33944.35013143177	-32364.025072065317	-1580.3250593664511	-32364.025072065317	-1561.4856570238578	30.057962052972467	1	1	1	1	0	1	2.470688	2.470688	2.470688	0.169928	0.103238	0.278546	0.109239	0.0	0.038857	5	2.4400397566886969E-4	2.2493739500602548	0.2805456602390927	0.22300893960169027	0.22795817408142868	0.26848722607778736
21580000	-33951.46695387858	-32377.600213520534	-1573.8667403580503	-32377.600213520534	-1557.9744301909986	30.147124862535573	1	1	1	1	1	0	2.328621	2.328621	2.328621	0.184055	0.031144	0.479183	0.061269	0.078988	0.0	5	2.4530421007300083E-4	2.2493739500602548	0.2805456602390927	0.22300893960169027	0.22795817408142868	0.26848722607778736
21584000	-33953.46222508221	-32369.05030136954	-1584.4119237126677	-32369.05030136954	-1562.6599212277906	30.01463552419628	1	1	1	1	1	0	2.344944	2.344944	2.344944	0.214452	0.050319	0.439345	0.034834	0.047005	0.0	5	2.419952894934255E-4	2.2493739500602548	0.2882995109172941	0.2210250207577272	0.2274423070094193	0.2632331613155584
21588000	-33935.52260923262	-32363.76858840888	-1571.7540208237372	-32363.76858840888	-1550.9314417445512	30.013941930449157	1	1	1	1	1	1	2.387382	2.387382	2.387382	0.093732	0.105223	0.284937	0.042716	0.039093	0.037868	6	2.441912078149627E-4	1.9734724016026624	0.2882995109172941	0.22309111177251661	0.2253762159946299	0.2632331613155584
21592000	-33955.76704444854	-32371.06540410497	-1584.7016403435687	-32371.06540410497	-1565.7300407309317	30.013498370172094	1	1	1	1	1	1	2.223405	2.223405	2.223405	0.187484	0.088550	0.338258	0.031797	0.097471	0.045531	6	2.4290760852962765E-4	2.1858221580376944	0.27771479739723365	0.22309111177251661	0.2359609295146904	0.2632331613155584
21596000	-33930.867327121145	-32365.1243515367	-1565.7429755844464	-32365.1243515367	-1548.7030941601897	30.01471811041278	1	1	1	1	0	1	2.479364	2.479364	2.479364	0.092532	0.095030	0.408643	0.074042	0.0	0.071557	5	2.3156249758284013E-4	2.1858221580376944	0.27771479739723365	0.22309111177251661	0.2359609295146904	0.2632331613155584
21600000	-33952.836216092954	-32378.955239323477	-1573.8809767694752	-32378.955239323477	-1553.4262951782982	30.013648040697518	1	1	1	1	1	1	2.529321	2.529321	2.529321	0.110428	0.030957	0.282797	0.052446	0.048971	0.020708	6	2.4737267363265377E-4	2.1858221580376944	0.27771479739723365	0.22309111177251661	0.2359609295146904	0.2632331613155584
21604000	-33960.00744680056	-32385.258057059225	-1574.7493897413385	-32385.258057059225	-1556.3866669182219	30.017478624968277	1	1	1	1	1	1	2.452194	2.452194	2.452194	0.185173	0.052033	0.246547	0.054315	0.040019	0.063303	6	2.3652021702411417E-4	2.3369275987557403	0.27771479739723365	0.22473165546169796	0.2359609295146904	0.2615926176263771
21608000	-33950.881828080186	-32383.792140040776	-1567.0896880394084	-32383.792140040776	-1549.4535941207296	30.01982461950025	1	1	1	1	0	1	2.454197	2.454197	2.454197	0.133212	0.111103	0.571587	0.041062	0.0	0.029951	5	2.3936557788536384E-4	2.3060730005537735	0.28349406789020387	0.2189523849687277	0.2359609295146904	0.2615926176263771
21612000	-33926.920878752106	-32381.69938319314	-1545.221495558968	-32381.69938319314	-1525.0884013251166	30.016797574272672	1	1	1	1	1	1	2.467335	2.467335	2.467335	0.112148	0.025439	0.205398	0.107308	0.064836	0.033080	6	2.444268017592112E-4	2.3060730005537735	0.28349406789020387	0.22042515160389928	0.23448816287951882	0.2615926176263771
21616000	-33928.88724844908	-32365.653239426934	-1563.2340090221471	-32365.653239426934	-1542.2114248261498	30.0147435400884	1	0	1	1	1	1	2.325106	2.325106	2.325106	0.307357	0.0	0.147671	0.060437	0.010083	0.071153	5	2.4483566805671417E-4	1.869214690931528	0.283711563019941	0.22042515160389928	0.23448816287951882	0.26137512249663997
21620000	-33906.782071650196	-32361.534199287806	-1545.2478723623885	-32361.534199287806	-1526.2196807140253	30.015981134957595	1	1	1	1	1	1	2.406256	2.406256	2.406256	0.149171	0.051768	0.290290	0.068774	0.019916	0.041325	6	2.4654336820126424E-4	2.1115349159100054	0.283711563019941	0.22042515160389928	0.23448816287951882	0.26137512249663997
21624000	-33913.7504947834	-32370.061558522124	-1543.6889362612753	-32370.061558522124	-1524.798918529844	30.016746260312985	1	1	1	1	0	1	2.193504	2.193504	2.193504	0.104350	0.101007	0.259408	0.084693	0.0	0.059464	5	2.5046867144497005E-4	2.2811868225302607	0.283711563019941	0.22042515160389928	0.22697812355927266	0.26888516181688615
21628000	-33904.68073154033	-32348.965560221677	-1555.7151713186493	-32348.965560221677	-1535.4831606132914	30.015494389532186	1	1	1	1	0	1	2.367783	2.367783	2.367783	0.236503	0.060988	0.429543	0.119821	0.0	0.048352	5	2.432544545082039E-4	2.031830471368444	0.283711563019941	0.22042515160389928	0.22709518883433394	0.2687680965418249
21632000	-33927.52762865834	-32371.72183436943	-1555.8057942889081	-32371.72183436943	-1534.1195925773081	30.015669633742498	1	1	1	1	1	1	2.418654	2.418654	2.418654	0.108647	0.090575	0.234689	0.052591	0.025938	0.061368	6	2.5329892581978547E-4	2.073648183667525	0.283711563019941	0.22042515160389928	0.22709518883433394	0.2687680965418249
21636000	-33918.25799551341	-32370.737050729873	-1547.520944783541	-32370.737050729873	-1529.1913620328532	30.340487404300944	1	1	1	1	1	1	2.227430	2.227430	2.227430	0.223814	0.048533	0.295694	0.089765	0.071997	0.081231	6	2.568111443678182E-4	2.073648183667525	0.28357423691713235	0.22042515160389928	0.2272325149371426	0.2687680965418249
21640000	-33916.288026421695	-32366.746340545356	-1549.541685876342	-32366.746340545356	-1530.2443860141843	29.98961783045787	1	1	1	1	1	1	2.285331	2.285331	2.285331	0.217659	0.036456	0.189553	0.045207	0.028782	0.042051	6	2.49365786378454E-4	2.073648183667525	0.27571585062194126	0.22828353789909037	0.2272325149371426	0.2687680965418249
21644000	-33916.94622463327	-32365.92511784509	-1551.0211067881758	-32365.92511784509	-1532.383347984866	29.989873372006034	1	1	1	1	1	1	2.346147	2.346147	2.346147	0.217453	0.050635	0.127280	0.087263	0.021265	0.047593	6	2.4971971788633905E-4	2.073648183667525	0.27571585062194126	0.22828353789909037	0.2323471642761176	0.2636534472028499
21648000	-33892.34244060688	-32350.747924525916	-1541.5945160809651	-32350.747924525916	-1521.9614812444963	29.988637972545998	1	1	1	1	0	1	2.334855	2.334855	2.334855	0.227052	0.123935	0.267443	0.080448	0.0	0.061039	5	2.486199421088458E-4	2.126160461499257	0.27571585062194126	0.22828353789909037	0.2323471642761176	0.2636534472028499
21652000	-33917.29304813884	-32378.799655174214	-1538.4933929646284	-32378.799655174214	-1518.8533631972316	29.98905902085556	1	1	1	1	0	1	2.225300	2.225300	2.225300	0.187118	0.050371	0.228098	0.082958	0.0	0.048033	5	2.4636848189430236E-4	2.0400429932432775	0.2841658821086814	0.21556443482581933	0.23125898827729754	0.26901069478820083
21656000	-33917.95055854274	-32370.437624523616	-1547.5129340191224	-32370.437624523616	-1528.9832353679951	29.98547243920585	1	1	1	1	1	1	2.188209	2.188209	2.188209	0.158713	0.033384	0.361159	0.079546	0.054978	0.049337	6	2.4205899702689176E-4	2.0400429932432775	0.2841658821086814	0.21556443482581933	0.23125898827729754	0.26901069478820083
21660000	-33913.21158547792	-32375.058141617665	-1538.1534438602514	-32375.058141617665	-1521.0104872606582	29.986844146727634	1	1	1	1	1	1	2.142264	2.142264	2.142264	0.179676	0.073315	0.220045	0.101645	0.007311	0.045583	6	2.4367489831796167E-4	2.0400429932432775	0.2841658821086814	0.21556443482581933	0.23125898827729754	0.26901069478820083
21664000	-33921.42339316145	-32365.329947046885	-1556.0934461145648	-32365.329947046885	-1533.769334801868	29.958954450012403	1	1	1	1	1	1	2.505432	2.505432	2.505432	0.159057	0.088775	0.239850	0.103881	0.023770	0.044361	6	2.503873828058852E-4	2.0400429932432775	0.28193812204814356	0.22349989616376897	0.23125898827729754	0.26330299351078895
21668000	-33905.96358303545	-32361.19751799404	-1544.7660650414161	-32361.19751799404	-1528.2259117138906	29.95872645552097	1	1	1	1	1	1	2.133016	2.133016	2.133016	0.089650	0.045642	0.201622	0.072721	0.024006	0.048089	6	2.481821171238739E-4	2.0400429932432775	0.27716000522555884	0.22349989616376897	0.23125898827729754	0.2680811103333737
21672000	-33899.6510575641	-32363.091787611316	-1536.5592699527817	-32363.091787611316	-1517.2505911155781	29.95464662409647	1	1	1	1	1	1	2.305323	2.305323	2.305323	0.252300	0.073462	0.315016	0.031467	0.023201	0.042152	6	2.48440372705684E-4	2.0400429932432775	0.27716000522555884	0.22349989616376897	0.23125898827729754	0.2680811103333737
21676000	-33894.116040148176	-32356.365455371466	-1537.7505847767081	-32356.365455371466	-1519.7035076696582	29.956347218441426	1	1	1	1	0	1	2.380288	2.380288	2.380288	0.221273	0.116677	0.274915	0.084484	0.0	0.084228	5	2.5312294563161315E-4	2.0400429932432775	0.27716000522555884	0.22349989616376897	0.23125898827729754	0.2680811103333737
21680000	-33898.18522518191	-32353.246948679604	-1544.9382765023065	-32353.246948679604	-1524.1783463365348	29.961395221016264	1	1	1	1	1	1	2.054823	2.054823	2.054823	0.232794	0.087163	0.213275	0.066852	0.000369	0.076556	6	2.473695390523276E-4	2.0400429932432775	0.27716000522555884	0.22349989616376897	0.23125898827729754	0.2680811103333737
21684000	-33918.8599379044	-32371.577882214253	-1547.282055690152	-32371.577882214253	-1530.427301845085	29.963821720974895	1	1	1	1	0	1	2.506506	2.506506	2.506506	0.236112	0.025981	0.331140	0.088294	0.0	0.083752	5	2.541392872901307E-4	2.2104267046578725	0.27716000522555884	0.22349989616376897	0.23125898827729754	0.2680811103333737
21688000	-33919.75766073917	-32362.245951231373	-1557.511709507797	-32362.245951231373	-1537.1405212130271	29.961834050513826	1	1	1	1	0	1	2.433240	2.433240	2.433240	0.229706	0.075906	0.200077	0.110928	0.0	0.059348	5	2.5283725730813536E-4	2.0616725084005694	0.2814236815303326	0.22400914531553076	0.23244183361159343	0.2621253395425423
21692000	-33911.80517302639	-32349.979129045973	-1561.8260439804187	-32349.979129045973	-1542.475043351612	29.962114921757873	1	1	1	1	1	1	2.434820	2.434820	2.434820	0.161220	0.075915	0.328980	0.094656	0.027135	0.067412	6	2.4987055628663553E-4	2.0616725084005694	0.2814236815303326	0.22412528256227776	0.2319030119213461	0.26254802398604266
21696000	-33911.091037624705	-32350.411648076602	-1560.679389548105	-32350.411648076602	-1542.0849957572543	29.964091065234044	1	1	1	1	0	1	2.487333	2.487333	2.487333	0.179108	0.062401	0.373255	0.090529	0.0	0.088680	5	2.44366624594955E-4	2.0616725084005694	0.2814236815303326	0.22412528256227776	0.2319030119213461	0.26254802398604266
21700000	-33917.72303211479	-32356.518350610553	-1561.2046815042336	-32356.518350610553	-1539.8096802612822	29.95632538347745	1	1	1	1	1	1	2.282833	2.282833	2.282833	0.208730	0.070623	0.242003	0.139452	0.025669	0.054256	6	2.4305612129833746E-4	2.0616725084005694	0.2814236815303326	0.22412528256227776	0.2319030119213461	0.26254802398604266
21704000	-33946.8403405642	-32369.65342553234	-1577.186915031864	-32369.65342553234	-1553.0025987630472	29.957298847321727	1	1	1	1	0	1	2.285641	2.285641	2.285641	0.232586	0.108685	0.362036	0.038936	0.0	0.088535	5	2.4754302794631114E-4	2.0616725084005694	0.2814236815303326	0.22412528256227776	0.2358997530389309	0.25855128286845785
21708000	-33924.12731649898	-32364.948601300348	-1559.1787151986327	-32364.948601300348	-1542.5354232759232	29.968952971772808	1	1	1	1	0	1	2.327324	2.327324	2.327324	0.134886	0.079167	0.338362	0.061815	0.0	0.045344	5	2.562856528728027E-4	2.0616725084005694	0.2814236815303326	0.22412528256227776	0.2358997530389309	0.25855128286845785
21712000	-33955.15389599293	-32369.768790149887	-1585.3851058430453	-32369.768790149887	-1565.4558703636962	29.96802602127836	1	1	1	1	0	1	2.516024	2.516024	2.516024	0.080651	0.116247	0.260091	0.097862	0.0	0.067546	5	2.4058951750631553E-4	2.0616725084005694	0.2814236815303326	0.2225342927621334	0.23043067365767944	0.26561135204985364
21716000	-33949.12067474808	-32359.41027807168	-1589.710396676401	-32359.41027807168	-1571.6047284398278	29.967169235462976	1	1	1	1	1	1	2.241752	2.241752	2.241752	0.279009	0.109808	0.429068	0.055558	0.029963	0.018994	6	2.4176252724715018E-4	2.0616725084005694	0.2814236815303326	0.2225342927621334	0.23043067365767944	0.26561135204985364
21720000	-33928.59348219589	-32343.845005351544	-1584.7484768443437	-32343.845005351544	-1562.79831009301	29.963940835817187	1	1	1	1	0	1	2.645262	2.645262	2.645262	0.222206	0.108400	0.214669	0.049142	0.0	0.038908	5	2.405080407843233E-4	2.2201462567428267	0.2814236815303326	0.2225342927621334	0.23043067365767944	0.26561135204985364
21724000	-33923.6131679627	-32342.91961678749	-1580.693551175211	-32342.91961678749	-1560.5214960459061	30.000593279679162	1	1	1	1	0	1	2.388363	2.388363	2.388363	0.143722	0.054957	0.230804	0.046540	0.0	0.066064	5	2.4055575499598353E-4	2.3853437760297744	0.2814236815303326	0.2225342927621334	0.23043067365767944	0.26561135204985364
21728000	-33935.18814252012	-32346.32866616341	-1588.859476356712	-32346.32866616341	-1569.8907495156689	30.001843570589124	1	1	1	1	0	1	2.506153	2.506153	2.506153	0.175665	0.032295	0.468367	0.151529	0.0	0.075120	5	2.3798476472146468E-4	2.030045310615668	0.2814236815303326	0.2225342927621334	0.23043067365767944	0.26561135204985364
21732000	-33938.246717114154	-32362.864374196997	-1575.382342917154	-32362.864374196997	-1558.5810531592067	29.858553192677352	1	1	1	1	1	1	2.370140	2.370140	2.370140	0.152504	0.100561	0.171909	0.075440	0.043829	0.008858	6	2.4019899418437467E-4	1.9124446352030886	0.2814236815303326	0.2225342927621334	0.23043067365767944	0.26561135204985364
21736000	-33935.82440092022	-32353.608441461736	-1582.2159594584784	-32353.608441461736	-1561.0651033824925	29.857831603883817	1	1	1	1	1	1	2.405460	2.405460	2.405460	0.120277	0.092941	0.337761	0.049511	0.034040	0.043644	6	2.3059881349612828E-4	2.21094440492783	0.2814236815303326	0.2225342927621334	0.23043067365767944	0.26561135204985364
21740000	-33926.08459513634	-32365.218471323118	-1560.8661238132222	-32365.218471323118	-1542.561488528046	29.856986442541636	1	1	1	1	0	1	2.527221	2.527221	2.527221	0.206699	0.046802	0.244247	0.077727	0.0	0.052761	5	2.3734298883499176E-4	2.179932382311975	0.2814236815303326	0.2219253776538166	0.23043067365767944	0.26622026715817043
21744000	-33929.805597997656	-32373.183757404	-1556.6218405936554	-32373.183757404	-1540.7015116263751	29.85731624791078	1	1	1	1	0	1	2.261732	2.261732	2.261732	0.162101	0.036561	0.304691	0.113515	0.0	0.092252	5	2.439011213019699E-4	2.0990112285459768	0.2814236815303326	0.2219253776538166	0.23043067365767944	0.26622026715817043
21748000	-33932.96425090309	-32368.715251890106	-1564.2489990129843	-32368.715251890106	-1543.6590913604239	29.858255001011226	1	1	1	1	1	1	2.246850	2.246850	2.246850	0.125360	0.093200	0.442509	0.038165	0.009935	0.044704	6	2.3434811881968882E-4	2.0990112285459768	0.2814236815303326	0.2219253776538166	0.23093811523469215	0.2657128255811577
21752000	-33928.553363483275	-32363.201694323303	-1565.351669159973	-32363.201694323303	-1548.1682137189016	29.86593148132288	1	1	1	1	0	1	2.473482	2.473482	2.473482	0.150211	0.033940	0.584830	0.068126	0.0	0.049487	5	2.544786389088803E-4	2.0990112285459768	0.2814236815303326	0.2219253776538166	0.23093811523469215	0.2657128255811577
21756000	-33892.64922365871	-32339.563568817983	-1553.0856548407235	-32339.563568817983	-1534.726289526329	29.856907289703972	1	1	1	1	1	1	2.309062	2.309062	2.309062	0.178917	0.060996	0.276670	0.053069	0.044684	0.023495	6	2.4469947702853665E-4	2.0990112285459768	0.2814236815303326	0.2219253776538166	0.23093811523469215	0.2657128255811577
21760000	-33904.427682526446	-32350.89452232367	-1553.5331602027752	-32350.89452232367	-1530.1061174532765	29.855765115658627	1	1	1	1	1	1	2.226006	2.226006	2.226006	0.091195	0.057964	0.376029	0.096452	0.004506	0.067716	6	2.3776407456509844E-4	1.881682001447104	0.2814236815303326	0.2219253776538166	0.23093811523469215	0.2657128255811577
21764000	-33918.49522345092	-32356.876086339722	-1561.6191371111986	-32356.876086339722	-1537.651009329293	29.85593121051765	1	1	1	1	1	1	2.361928	2.361928	2.361928	0.152303	0.050297	0.247304	0.060160	0.038760	0.031807	6	2.334542711343768E-4	1.881682001447104	0.2814236815303326	0.2219253776538166	0.23093811523469215	0.2657128255811577
21768000	-33925.997312715765	-32360.976639060038	-1565.0206736557252	-32360.976639060038	-1546.9470690560036	29.933117800485952	1	1	1	1	0	1	2.425930	2.425930	2.425930	0.115771	0.059451	0.377262	0.040636	0.0	0.074110	5	2.4305305799023224E-4	2.28223155785094	0.2814236815303326	0.21992262334868268	0.23093811523469215	0.26771557988629163
21772000	-33919.900613108555	-32349.296273161133	-1570.6043399474227	-32349.296273161133	-1546.827267470909	29.936524494952106	1	1	1	1	1	1	2.405015	2.405015	2.405015	0.154718	0.040482	0.265454	0.076716	0.034496	0.028716	6	2.4069590000593775E-4	2.28223155785094	0.2814236815303326	0.21992262334868268	0.23093811523469215	0.26771557988629163
21776000	-33926.943987065824	-32370.688643461654	-1556.2553436041717	-32370.688643461654	-1541.158774260959	29.93548914024849	1	1	1	1	0	1	2.280998	2.280998	2.280998	0.121591	0.057594	0.263076	0.060651	0.0	0.073499	5	2.4069376075077094E-4	2.3641418389266162	0.2814236815303326	0.21992262334868268	0.23093811523469215	0.26771557988629163
21780000	-33944.39635635153	-32364.409072263425	-1579.9872840881044	-32364.409072263425	-1557.9110715844604	29.93594669484714	1	1	1	1	1	1	2.394889	2.394889	2.394889	0.246723	0.126042	0.382002	0.077632	0.034401	0.059431	6	2.3103792051311445E-4	2.3641418389266162	0.2814236815303326	0.21992262334868268	0.23093811523469215	0.26771557988629163
21784000	-33919.639826369195	-32355.306828040935	-1564.3329983282604	-32355.306828040935	-1542.2164869077449	29.93096603343251	1	1	1	1	1	1	2.199671	2.199671	2.199671	0.182588	0.053968	0.338985	0.081364	0.011146	0.049415	6	2.371601199965194E-4	2.3641418389266162	0.28164565180626727	0.21992262334868268	0.23093811523469215	0.26749360961035695
21788000	-33925.87382503459	-32362.936479697506	-1562.937345337088	-32362.936479697506	-1543.1081775234059	29.893343332939377	1	1	1	1	0	1	2.226597	2.226597	2.226597	0.097987	0.123059	0.351047	0.070582	0.0	0.070634	5	2.429665869059989E-4	1.9899914368136953	0.28164565180626727	0.21992262334868268	0.23093811523469215	0.26749360961035695
