Sample	posterior	likelihood	prior	treeLikelihood.sim1_maxPerRegion_500	structuredCoalescent	treeHeight	migration.indicator.1	migration.indicator.2	migration.indicator.3	migration.indicator.4	migration.indicator.5	migration.indicator.6	Ne.Region1	Ne.Region2	Ne.Region3	b_migration.Region1_to_Region2	b_migration.Region1_to_Region3	b_migration.Region2_to_Region1	b_migration.Region2_to_Region3	b_migration.Region3_to_Region1	b_migration.Region3_to_Region2	sum(migration.indicator.)	clockRate	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
6784000	-33924.47267183943	-32358.060327661544	-1566.4123441778895	-32358.060327661544	-1547.8353125130052	30.21359234915591	1	1	1	1	0	1	2.331042	2.331042	2.331042	0.109369	0.034434	0.309836	0.035784	0.0	0.116535	5	2.3400315295674725E-4	2.1143089970915567	0.29052084489756924	0.2132960277025979	0.22868642093097172	0.2674967064688606
6788000	-33919.19046142851	-32374.782239429776	-1544.4082219987354	-32374.782239429776	-1526.8104026216897	30.207873175058477	1	1	1	1	0	1	2.341910	2.341910	2.341910	0.116478	0.071017	0.373906	0.076800	0.0	0.055102	5	2.441280514194763E-4	2.1143089970915567	0.2889960773315574	0.21482079526860973	0.22868642093097172	0.2674967064688606
6792000	-33915.61694366049	-32364.15736617224	-1551.459577488251	-32364.15736617224	-1530.505163893088	30.209708421017616	1	1	1	1	0	1	2.309457	2.309457	2.309457	0.152395	0.090363	0.326606	0.033944	0.0	0.039890	5	2.4156493314910407E-4	1.9930056796774558	0.29388486349464576	0.21482079526860973	0.2237976347678834	0.2674967064688606
6796000	-33918.17998544521	-32365.22912186296	-1552.9508635822492	-32365.22912186296	-1533.3051286962989	30.212408826578347	1	1	1	1	0	1	2.460147	2.460147	2.460147	0.187003	0.067931	0.336699	0.073171	0.0	0.057465	5	2.4341878087488956E-4	2.0124637977921482	0.28891509132347226	0.21482079526860973	0.22904632200262376	0.26721779140529367
6800000	-33934.088599351155	-32377.244421563482	-1556.8441777876756	-32377.244421563482	-1534.3717815015468	30.2195421224536	1	1	1	1	1	1	2.237832	2.237832	2.237832	0.243944	0.058710	0.197294	0.083194	0.043713	0.068336	6	2.3540283980627943E-4	2.329769209449333	0.28891509132347226	0.21482079526860973	0.22904632200262376	0.26721779140529367
6804000	-33911.422642937876	-32360.32235547453	-1551.1002874633455	-32360.32235547453	-1531.1618732090528	30.221930320137837	1	1	1	1	0	1	2.151836	2.151836	2.151836	0.153752	0.033884	0.313893	0.038330	0.0	0.055963	5	2.5137414547926894E-4	2.245822589485578	0.28891509132347226	0.21551191177361073	0.23128562470985106	0.26428737219306536
6808000	-33901.99281202494	-32350.20762396043	-1551.785188064512	-32350.20762396043	-1531.2625861500107	30.215819470345654	1	1	1	1	0	1	2.319707	2.319707	2.319707	0.058588	0.099659	0.291093	0.068826	0.0	0.064855	5	2.318772494261299E-4	2.245822589485578	0.28891509132347226	0.21551191177361073	0.23128562470985106	0.26428737219306536
6812000	-33901.63965839695	-32349.450812761148	-1552.1888456357958	-32349.450812761148	-1533.2688158253823	30.217079463023538	1	1	1	1	0	1	2.370507	2.370507	2.370507	0.188190	0.077873	0.234939	0.054452	0.0	0.051975	5	2.4390601796697392E-4	2.245822589485578	0.28891509132347226	0.21551191177361073	0.22998606619383072	0.2655869307090857
6816000	-33932.29883679669	-32369.773150743727	-1562.525686052966	-32369.773150743727	-1544.2753597786511	30.224633009463037	1	1	1	1	1	1	2.304982	2.304982	2.304982	0.147051	0.058623	0.223433	0.099283	0.075269	0.039714	6	2.443373223096961E-4	1.9823848906858175	0.28891509132347226	0.21551191177361073	0.22998606619383072	0.2655869307090857
6820000	-33916.24465352232	-32367.195357557906	-1549.049295964412	-32367.195357557906	-1531.1288865034323	30.21485529425552	1	1	1	1	0	1	2.410675	2.410675	2.410675	0.096035	0.108330	0.274935	0.037424	0.0	0.060452	5	2.4083060666721593E-4	1.9823848906858175	0.28891509132347226	0.21551191177361073	0.22779324562822745	0.26777975127468895
6824000	-33937.650124040774	-32379.686871660815	-1557.9632523799612	-32379.686871660815	-1540.1456903130477	30.2243335675741	1	1	1	1	1	1	2.302844	2.302844	2.302844	0.071939	0.113655	0.255633	0.037748	0.038333	0.039098	6	2.3644985468996354E-4	2.2103250278204722	0.28891509132347226	0.21551191177361073	0.22779324562822745	0.26777975127468895
6828000	-33932.25925455445	-32387.865362391392	-1544.3938921630545	-32387.865362391392	-1528.0589482798484	30.220190696446124	1	1	1	1	0	1	2.413544	2.413544	2.413544	0.276415	0.047353	0.222739	0.030479	0.0	0.057508	5	2.4791025125224167E-4	2.2103250278204722	0.2853835568376666	0.22343667842901546	0.22779324562822745	0.2633865191050899
6832000	-33913.72178652193	-32365.026558221893	-1548.6952283000344	-32365.026558221893	-1530.0885384998423	30.218184248692133	1	1	1	1	0	1	2.218976	2.218976	2.218976	0.114210	0.058138	0.333502	0.108575	0.0	0.073326	5	2.437100914269271E-4	1.9623418337835083	0.28172906244328616	0.22343667842901546	0.22779324562822745	0.26704101349947035
6836000	-33896.01742558123	-32353.34034892612	-1542.6770766551115	-32353.34034892612	-1524.715796996138	30.214867056598376	1	1	1	1	0	1	2.371332	2.371332	2.371332	0.162698	0.064275	0.418551	0.056875	0.0	0.085896	5	2.4256109796477748E-4	1.9623418337835083	0.28172906244328616	0.22343667842901546	0.22779324562822745	0.26704101349947035
6840000	-33875.709028573096	-32340.372586650803	-1535.3364419222908	-32340.372586650803	-1517.7394790118599	30.215359343029792	1	1	1	1	0	1	2.289871	2.289871	2.289871	0.117601	0.062758	0.460390	0.033973	0.0	0.051661	5	2.472690942853976E-4	1.9623418337835083	0.28172906244328616	0.22343667842901546	0.22779324562822745	0.26704101349947035
6844000	-33885.97315980309	-32340.47435856265	-1545.4988012404394	-32340.47435856265	-1528.2861006380974	30.216780597829473	1	1	1	1	0	1	2.371230	2.371230	2.371230	0.259085	0.038870	0.191572	0.086963	0.0	0.105339	5	2.4714316633349853E-4	2.203267889677044	0.28172906244328616	0.2212703447832791	0.22995957927396382	0.26704101349947035
6848000	-33896.21163791907	-32356.591648655223	-1539.6199892638472	-32356.591648655223	-1523.7119455762652	30.21913916268827	1	1	1	1	0	1	2.510408	2.510408	2.510408	0.200277	0.016966	0.160051	0.150995	0.0	0.070509	5	2.424997393671838E-4	2.182660254771996	0.284250040750196	0.21874936647636922	0.22995957927396382	0.26704101349947035
6852000	-33898.58253472287	-32356.126362919742	-1542.4561718031255	-32356.126362919742	-1523.909293945974	30.221395198116678	1	1	1	1	0	1	2.301616	2.301616	2.301616	0.203194	0.094145	0.261333	0.051417	0.0	0.088642	5	2.4225682215033717E-4	2.182660254771996	0.284250040750196	0.21874936647636922	0.22995957927396382	0.26704101349947035
6856000	-33907.45896813721	-32366.48263655677	-1540.976331580435	-32366.48263655677	-1525.5592527509343	30.222546844001563	1	1	1	1	0	1	2.132552	2.132552	2.132552	0.212586	0.114507	0.249017	0.090950	0.0	0.060845	5	2.416430874728088E-4	2.182660254771996	0.284250040750196	0.21874936647636922	0.22995957927396382	0.26704101349947035
6860000	-33887.574288911426	-32352.793190600118	-1534.7810983113068	-32352.793190600118	-1517.4408999197262	30.222266805367447	1	1	1	1	0	1	2.165396	2.165396	2.165396	0.261793	0.077700	0.291564	0.064105	0.0	0.037614	5	2.465168075320602E-4	2.182660254771996	0.2861904389775399	0.21874936647636922	0.22995957927396382	0.26510061527212647
6864000	-33914.47229896649	-32369.941762172322	-1544.530536794166	-32369.941762172322	-1526.1914304349966	30.223132681887527	1	1	1	1	1	1	2.265554	2.265554	2.265554	0.203411	0.083548	0.221983	0.049996	0.033994	0.062065	6	2.577307812169623E-4	2.182660254771996	0.2861904389775399	0.21874936647636922	0.22995957927396382	0.26510061527212647
6868000	-33896.35786463013	-32343.12565505946	-1553.2322095706766	-32343.12565505946	-1529.1102890426184	30.222817453483195	1	1	1	1	1	1	2.438106	2.438106	2.438106	0.199524	0.062009	0.205804	0.071375	0.003257	0.065471	6	2.464887903291769E-4	2.182660254771996	0.2861904389775399	0.21874936647636922	0.22995957927396382	0.26510061527212647
6872000	-33897.777149003996	-32349.630058255098	-1548.1470907488983	-32349.630058255098	-1520.0680851808709	30.25261999867326	1	1	1	1	1	1	2.338319	2.338319	2.338319	0.179927	0.052573	0.130226	0.130265	0.018223	0.033036	6	2.5649024479076953E-4	2.0810044440755515	0.2861904389775399	0.21874936647636922	0.22995957927396382	0.26510061527212647
6876000	-33940.19569610303	-32382.676580799896	-1557.5191153031305	-32382.676580799896	-1537.0754491598652	30.25215727042536	1	1	1	1	0	1	2.288333	2.288333	2.288333	0.198078	0.060505	0.163001	0.056554	0.0	0.049760	5	2.489559785044458E-4	2.125886226914301	0.28383492223329065	0.21874936647636922	0.22995957927396382	0.2674561320163757
6880000	-33932.82859880576	-32368.004801275445	-1564.8237975303134	-32368.004801275445	-1542.4194647410243	30.246241215246034	1	1	1	1	0	1	2.566269	2.566269	2.566269	0.244008	0.020483	0.299975	0.094920	0.0	0.085547	5	2.4272680410900797E-4	2.125886226914301	0.2795744241806108	0.2224473149009012	0.22648757955012908	0.2714906813683583
6884000	-33926.73004915824	-32376.721664746987	-1550.0083844112576	-32376.721664746987	-1528.2165815748606	30.24649401575439	1	1	1	1	1	1	2.284889	2.284889	2.284889	0.154359	0.019707	0.201396	0.057438	0.040274	0.044266	6	2.448791294170244E-4	2.125886226914301	0.2795744241806108	0.2224473149009012	0.22648757955012908	0.2714906813683583
6888000	-33910.60763001719	-32365.12533932402	-1545.4822906931756	-32365.12533932402	-1529.6811428890192	30.249186171160964	1	1	1	1	0	1	2.237156	2.237156	2.237156	0.125583	0.155695	0.347853	0.034684	0.0	0.081771	5	2.4390074162869153E-4	2.125886226914301	0.28168436901573046	0.22033737006578152	0.22648757955012908	0.2714906813683583
6892000	-33908.24201734641	-32365.49181306243	-1542.7502042839826	-32365.49181306243	-1525.593649102376	30.2477135521493	1	1	1	1	0	1	2.075137	2.075137	2.075137	0.166043	0.032696	0.305225	0.064921	0.0	0.056597	5	2.5842104108424955E-4	2.125886226914301	0.28168436901573046	0.22033737006578152	0.22648757955012908	0.2714906813683583
6896000	-33905.02965043881	-32354.6066441771	-1550.42300626171	-32354.6066441771	-1530.3565847820112	30.25566870463964	1	1	1	1	0	1	2.246277	2.246277	2.246277	0.152129	0.056369	0.259664	0.072117	0.0	0.073475	5	2.420433054285216E-4	2.125886226914301	0.28168436901573046	0.22033737006578152	0.2367906398898393	0.26118762102864806
6900000	-33914.78590841965	-32356.493940181826	-1558.2919682378276	-32356.493940181826	-1539.891480137516	30.250348706693924	1	1	1	1	0	1	2.222412	2.222412	2.222412	0.200824	0.048250	0.250880	0.112425	0.0	0.058379	5	2.4379394582013664E-4	2.125886226914301	0.28414856535765526	0.22033737006578152	0.23432644354791451	0.26118762102864806
6904000	-33932.98519059357	-32378.76879302446	-1554.2163975691076	-32378.76879302446	-1537.976709340385	30.242224864422003	1	1	1	1	0	1	2.430844	2.430844	2.430844	0.141039	0.062915	0.251810	0.076526	0.0	0.135975	5	2.4834443923587E-4	2.125886226914301	0.2748580401355707	0.22033737006578152	0.23738033733813949	0.26742425246050766
6908000	-33950.10826880867	-32369.974171001784	-1580.1340978068827	-32369.974171001784	-1561.5906320681809	30.243853711327105	1	1	1	1	1	1	2.518086	2.518086	2.518086	0.141827	0.084753	0.331936	0.049267	0.004296	0.074118	6	2.469021641949541E-4	2.1902938385406774	0.2748580401355707	0.22033737006578152	0.23738033733813949	0.26742425246050766
6912000	-33945.62208130942	-32364.421524277248	-1581.20055703217	-32364.421524277248	-1564.19861420693	30.244094939736264	1	1	1	1	0	1	2.325129	2.325129	2.325129	0.152379	0.136286	0.392157	0.052752	0.0	0.064264	5	2.45316017760558E-4	1.900723863158965	0.27338536709431466	0.22172644510064107	0.23738033733813949	0.2675078504669041
6916000	-33944.398601932706	-32365.413925131965	-1578.9846768007392	-32365.413925131965	-1560.8039952078161	30.25049574719287	1	1	1	1	0	1	2.521275	2.521275	2.521275	0.124240	0.091226	0.256163	0.046602	0.0	0.060266	5	2.4264597190314316E-4	2.1631721484358484	0.27338536709431466	0.22172644510064107	0.23738033733813949	0.2675078504669041
6920000	-33939.24221577139	-32349.305719357686	-1589.9364964137003	-32349.305719357686	-1570.8325803593384	29.998067730327588	1	1	1	1	0	1	2.578452	2.578452	2.578452	0.085416	0.089978	0.276804	0.040311	0.0	0.047005	5	2.3506870385304798E-4	2.1631721484358484	0.27338536709431466	0.22172644510064107	0.23738033733813949	0.2675078504669041
6924000	-33941.99993329953	-32360.844115623135	-1581.1558176763942	-32360.844115623135	-1559.8281857453624	29.997404491529142	1	1	1	1	1	1	2.526983	2.526983	2.526983	0.137721	0.056993	0.332552	0.057614	0.091662	0.024502	6	2.2778400144059658E-4	2.1631721484358484	0.2852217252197729	0.20989008697518283	0.23738033733813949	0.2675078504669041
6928000	-33929.31661846913	-32350.179913325825	-1579.1367051433058	-32350.179913325825	-1560.562689166157	30.611469464987405	1	1	1	1	0	1	2.563967	2.563967	2.563967	0.115878	0.041811	0.141200	0.057020	0.0	0.059032	5	2.440197047581727E-4	2.1631721484358484	0.2852217252197729	0.2139681342913386	0.23330229002198372	0.2675078504669041
6932000	-33924.84713541513	-32356.32154216431	-1568.5255932508223	-32356.32154216431	-1549.9905619697554	30.797422546741636	1	1	1	1	0	1	2.353913	2.353913	2.353913	0.177329	0.073475	0.329742	0.056658	0.0	0.059497	5	2.3852105316849852E-4	2.1631721484358484	0.2852217252197729	0.2139681342913386	0.23330229002198372	0.2675078504669041
6936000	-33920.59556517751	-32350.03239431006	-1570.5631708674491	-32350.03239431006	-1547.0292501772042	30.788254229237936	1	1	1	1	1	1	2.520661	2.520661	2.520661	0.161278	0.075898	0.305610	0.060159	0.005091	0.061990	6	2.4155005599726695E-4	2.1631721484358484	0.2852217252197729	0.2139681342913386	0.23330229002198372	0.2675078504669041
6940000	-33920.6998655863	-32358.127905980393	-1562.5719596059093	-32358.127905980393	-1541.3499363686556	30.95959094256822	1	1	1	1	1	1	2.329934	2.329934	2.329934	0.203786	0.063378	0.242524	0.064258	0.000658	0.047612	6	2.3438258978335645E-4	2.068197617912021	0.28476161941955214	0.2139681342913386	0.23330229002198372	0.2679679562671249
6944000	-33901.652152149334	-32345.68822447546	-1555.9639276738753	-32345.68822447546	-1536.1925215817641	30.961940055017813	1	1	1	1	0	1	2.337812	2.337812	2.337812	0.117366	0.037266	0.293973	0.060366	0.0	0.069896	5	2.4195772320606378E-4	2.068197617912021	0.28476161941955214	0.22053567323645779	0.23330229002198372	0.2614004173220057
6948000	-33915.240953911474	-32361.619197262356	-1553.621756649117	-32361.619197262356	-1535.953054284402	30.209665504658247	1	1	1	1	0	1	2.426131	2.426131	2.426131	0.213848	0.030251	0.232821	0.043694	0.0	0.067543	5	2.3865393810769232E-4	2.251538240463109	0.2820907821145411	0.22320651054146887	0.23330229002198372	0.2614004173220057
6952000	-33935.64727966161	-32388.00162879576	-1547.6456508658484	-32388.00162879576	-1528.4612997608451	30.206829633624455	1	1	1	1	0	1	2.375886	2.375886	2.375886	0.265518	0.085670	0.340116	0.060993	0.0	0.044276	5	2.4209146656613476E-4	2.324814438869494	0.28214942617903704	0.22656425709203235	0.22988589940692428	0.2614004173220057
6956000	-33938.254841215225	-32377.00412816204	-1561.2507130531835	-32377.00412816204	-1539.331090845082	30.201574511599933	1	1	1	1	1	1	2.426143	2.426143	2.426143	0.135386	0.038831	0.334090	0.095367	0.012954	0.055315	6	2.3175188109581717E-4	2.324814438869494	0.2828104811630673	0.22119827506798823	0.22922484442289406	0.2667663993460498
6960000	-33905.69477201654	-32363.12686787908	-1542.567904137463	-32363.12686787908	-1528.0162200476807	30.323569004617735	1	1	1	0	0	1	2.135215	2.135215	2.135215	0.122649	0.139692	0.307309	0.0	0.0	0.060960	4	2.524906030877832E-4	2.155101793339131	0.2828104811630673	0.22119827506798823	0.22922484442289406	0.2667663993460498
6964000	-33903.73599949586	-32365.567764069594	-1538.1682354262693	-32365.567764069594	-1519.5961192915886	30.46071653762347	1	1	1	1	1	1	2.301249	2.301249	2.301249	0.137355	0.096644	0.258093	0.075484	0.031185	0.037378	6	2.506640577820055E-4	2.155101793339131	0.2828104811630673	0.22119827506798823	0.22922484442289406	0.2667663993460498
6968000	-33903.998348708395	-32365.562188633863	-1538.436160074533	-32365.562188633863	-1518.1253350841603	30.461661167498157	1	1	1	1	0	1	2.288144	2.288144	2.288144	0.141964	0.075047	0.289759	0.042654	0.0	0.046534	5	2.441746591475177E-4	2.005348020321054	0.2828104811630673	0.2236950594101216	0.22672806008076068	0.2667663993460498
6972000	-33910.770695989384	-32364.038063302432	-1546.732632686952	-32364.038063302432	-1527.4850562958736	30.464677493641165	1	1	1	1	1	1	2.298347	2.298347	2.298347	0.134491	0.091475	0.219192	0.137929	0.033269	0.036909	6	2.4266875708340262E-4	2.005348020321054	0.2828104811630673	0.2236950594101216	0.22672806008076068	0.2667663993460498
6976000	-33916.12156218408	-32359.79352915081	-1556.3280330332695	-32359.79352915081	-1536.0269410520982	30.462758272640755	1	1	1	1	1	1	2.465015	2.465015	2.465015	0.163476	0.056591	0.272120	0.046591	0.008409	0.083878	6	2.4683245581839664E-4	2.224053476548076	0.2828104811630673	0.2236950594101216	0.22891500740240703	0.26457945202440347
6980000	-33908.036920226616	-32355.69147336635	-1552.3454468602624	-32355.69147336635	-1530.605181995753	30.463362202338736	1	1	1	1	1	1	2.432635	2.432635	2.432635	0.228613	0.047113	0.221367	0.042537	0.018626	0.064412	6	2.4718256500057793E-4	2.1029012615055094	0.2828104811630673	0.2236950594101216	0.22891500740240703	0.26457945202440347
6984000	-33901.80961796902	-32348.772423567054	-1553.0371944019616	-32348.772423567054	-1535.639233860994	30.506568861232076	1	1	1	1	0	1	2.392647	2.392647	2.392647	0.136633	0.079450	0.225712	0.117929	0.0	0.054084	5	2.525786335110427E-4	2.241985545206081	0.2828104811630673	0.2236950594101216	0.22891500740240703	0.26457945202440347
6988000	-33918.02060996918	-32380.669594612787	-1537.3510153563936	-32380.669594612787	-1518.1092045318487	30.50922732345218	1	1	1	1	0	1	2.278144	2.278144	2.278144	0.151233	0.081741	0.200067	0.020257	0.0	0.043756	5	2.4788253857578444E-4	2.241985545206081	0.2824285992668025	0.22407694130638636	0.22891500740240703	0.26457945202440347
6992000	-33884.82491089514	-32349.547161851857	-1535.2777490432832	-32349.547161851857	-1515.340690882646	30.50463341208392	1	1	1	1	1	1	2.269397	2.269397	2.269397	0.098227	0.025212	0.343814	0.036939	0.038079	0.024549	6	2.560581942639501E-4	1.968313756992238	0.2824285992668025	0.22407694130638636	0.2304613209555421	0.2630331384712684
6996000	-33893.00309601482	-32349.08843600583	-1543.91466000899	-32349.08843600583	-1520.1160872651728	30.502563707096424	1	1	1	1	1	1	2.112550	2.112550	2.112550	0.073370	0.061980	0.155569	0.023030	0.007455	0.070978	6	2.514319534035762E-4	2.1512085639045075	0.28228264447868706	0.22422289609450183	0.23578038480228336	0.2577140746245271
7000000	-33894.536864600595	-32365.743785445393	-1528.7930791552003	-32365.743785445393	-1509.7835299931655	30.885111383402933	1	1	1	1	0	1	2.240380	2.240380	2.240380	0.100464	0.034831	0.314828	0.050733	0.0	0.088460	5	2.4829267621011324E-4	2.1512085639045075	0.28228264447868706	0.22422289609450183	0.2249267775139319	0.2685676819128786
7004000	-33891.56849512366	-32347.461079199584	-1544.1074159240752	-32347.461079199584	-1522.564072487042	30.884979413847642	1	1	1	1	0	1	2.249564	2.249564	2.249564	0.089266	0.095618	0.203028	0.047379	0.0	0.077279	5	2.6614507480083433E-4	2.1512085639045075	0.28228264447868706	0.21577097972990572	0.233378693878528	0.2685676819128786
7008000	-33888.953217611066	-32345.767938822788	-1543.1852787882754	-32345.767938822788	-1523.7319779284676	30.879502913238607	1	1	1	1	1	1	2.526094	2.526094	2.526094	0.204575	0.018568	0.158471	0.084118	0.043771	0.020239	6	2.471383817639985E-4	2.005516216830722	0.28228264447868706	0.21577097972990572	0.233378693878528	0.2685676819128786
7012000	-33917.603017228794	-32371.55262739987	-1546.0503898289223	-32371.55262739987	-1527.4196279894527	30.88057420247319	1	1	1	1	1	1	2.360054	2.360054	2.360054	0.107748	0.078787	0.259999	0.055168	0.026233	0.038227	6	2.621385651814648E-4	2.005516216830722	0.2797425640641391	0.21577097972990572	0.23591877429307592	0.2685676819128786
7016000	-33917.303735697744	-32365.19787465133	-1552.105861046412	-32365.19787465133	-1530.9545257471075	30.880405858265906	1	1	1	1	1	1	2.171641	2.171641	2.171641	0.206143	0.051526	0.342867	0.127311	0.045560	0.040157	6	2.473660988239083E-4	2.1384582178052707	0.2797425640641391	0.21577097972990572	0.23591877429307592	0.2685676819128786
7020000	-33913.62051090745	-32364.26949314695	-1549.3510177604996	-32364.26949314695	-1532.2254003852597	30.08739230093323	1	1	1	1	1	1	2.275785	2.275785	2.275785	0.199294	0.041754	0.225310	0.110328	0.054491	0.033316	6	2.4152848541704857E-4	2.1384582178052707	0.27698651018611264	0.21852703360793216	0.23591877429307592	0.2685676819128786
7024000	-33934.30971943303	-32375.86750703255	-1558.4422124004786	-32375.86750703255	-1538.7663245452995	30.106587566499506	1	1	1	1	1	1	2.535895	2.535895	2.535895	0.138185	0.053773	0.202409	0.072989	0.004227	0.050037	6	2.56904906415424E-4	2.1384582178052707	0.27698651018611264	0.21852703360793216	0.23591877429307592	0.2685676819128786
7028000	-33943.559037790095	-32385.29125284404	-1558.2677849460542	-32385.29125284404	-1537.6650660869395	30.113326322974228	1	1	1	1	1	1	2.478729	2.478729	2.478729	0.157362	0.065320	0.232816	0.046311	0.029150	0.061922	6	2.463692156134802E-4	2.272360564214651	0.27698651018611264	0.21852703360793216	0.23591877429307592	0.2685676819128786
7032000	-33935.52375950877	-32362.475253548524	-1573.0485059602431	-32362.475253548524	-1552.038915125326	30.11080635990591	1	1	1	1	1	1	2.381419	2.381419	2.381419	0.268280	0.032925	0.350500	0.081301	0.038343	0.068394	6	2.372621470480646E-4	2.272360564214651	0.2881625084560574	0.21852703360793216	0.22474277602313117	0.2685676819128786
7036000	-33941.67654664285	-32358.57100792149	-1583.1055387213532	-32358.57100792149	-1566.017487007526	30.11178780706621	1	1	1	1	0	1	2.693067	2.693067	2.693067	0.168225	0.101754	0.194440	0.077737	0.0	0.059841	5	2.4031752294016078E-4	2.272360564214651	0.2881625084560574	0.21852703360793216	0.22474277602313117	0.2685676819128786
7040000	-33963.45452706054	-32381.696654299405	-1581.7578727611333	-32381.696654299405	-1562.5488765677046	30.109620908953506	1	1	1	1	0	1	2.462107	2.462107	2.462107	0.275557	0.008407	0.264349	0.120618	0.0	0.103796	5	2.3783144213886635E-4	2.241573685951157	0.28129524863313204	0.21852703360793216	0.23161003584605652	0.2685676819128786
7044000	-33945.40593921215	-32367.480043602794	-1577.9258956093565	-32367.480043602794	-1555.8719072074307	30.110047902766976	1	1	1	1	0	1	2.456424	2.456424	2.456424	0.088078	0.123578	0.361205	0.033115	0.0	0.058096	5	2.5967888858422313E-4	2.241573685951157	0.28129524863313204	0.21852703360793216	0.23020734884442093	0.2699703689145142
7048000	-33951.129145257975	-32376.98440682297	-1574.144738435004	-32376.98440682297	-1549.5014342310167	30.13882319743529	1	1	1	1	0	1	2.491828	2.491828	2.491828	0.207383	0.060542	0.353788	0.032676	0.0	0.032182	5	2.465096310627104E-4	2.171131843755932	0.2795114628917165	0.21852703360793216	0.23020734884442093	0.2717541546559297
7052000	-33936.197538037646	-32368.359322471202	-1567.8382155664428	-32368.359322471202	-1544.3988034697209	30.12978492460143	1	1	1	1	1	1	2.525151	2.525151	2.525151	0.138676	0.040170	0.271755	0.072441	0.007926	0.029662	6	2.3326123345817569E-4	2.171131843755932	0.2795114628917165	0.21852703360793216	0.23020734884442093	0.2717541546559297
7056000	-33968.42149500074	-32388.815328088785	-1579.6061669119488	-32388.815328088785	-1561.7989583656997	30.13235906689539	1	1	1	1	0	1	2.406229	2.406229	2.406229	0.203901	0.047894	0.239023	0.030978	0.0	0.031596	5	2.3234281399858917E-4	2.171131843755932	0.2795114628917165	0.21852703360793216	0.23020734884442093	0.2717541546559297
7060000	-33978.97115492215	-32382.901292313134	-1596.0698626090098	-32382.901292313134	-1576.1434644914125	30.13374574162098	1	1	1	1	0	1	2.745400	2.745400	2.745400	0.236534	0.031324	0.344396	0.094049	0.0	0.061120	5	2.4446203758020764E-4	2.171131843755932	0.27348839958979726	0.21852703360793216	0.2362304121463402	0.2717541546559297
7064000	-33966.41030156043	-32368.04268123706	-1598.3676203233692	-32368.04268123706	-1578.8753512217943	30.136262712183907	1	1	1	1	0	1	2.706297	2.706297	2.706297	0.190359	0.114832	0.314624	0.051592	0.0	0.084354	5	2.333165673198154E-4	1.9461772182257076	0.27348839958979726	0.22121042929805718	0.2362304121463402	0.26907075896580473
7068000	-33952.25752609828	-32365.35939826983	-1586.898127828449	-32365.35939826983	-1567.3102201356603	29.830211633727043	1	1	1	1	0	1	2.449773	2.449773	2.449773	0.197164	0.048050	0.356346	0.038980	0.0	0.033438	5	2.369548613070508E-4	2.0426872214651555	0.27348839958979726	0.22121042929805718	0.2362304121463402	0.26907075896580473
7072000	-33955.32856864039	-32368.58769432113	-1586.7408743192643	-32368.58769432113	-1565.184600189786	29.836864175587863	1	1	1	1	1	1	2.239348	2.239348	2.239348	0.191826	0.069715	0.182480	0.091824	0.031786	0.013991	6	2.449656682135449E-4	2.1230427646099117	0.27348839958979726	0.22121042929805718	0.2362304121463402	0.26907075896580473
7076000	-33924.49234213586	-32364.68425184284	-1559.8080902930212	-32364.68425184284	-1539.9101158896874	29.83995354331826	1	1	1	1	1	1	2.380235	2.380235	2.380235	0.072015	0.070470	0.327291	0.047156	0.025322	0.056394	6	2.3946262554137948E-4	1.928651235231315	0.27554643339304485	0.22121042929805718	0.23417237834309257	0.26907075896580473
7080000	-33942.47818902646	-32371.16239567229	-1571.3157933541656	-32371.16239567229	-1550.1702299765632	29.833437192512957	1	1	1	1	0	1	2.435660	2.435660	2.435660	0.238805	0.067858	0.200622	0.056730	0.0	0.081213	5	2.3240120371069482E-4	1.928651235231315	0.2851483682176984	0.22121042929805718	0.23417237834309257	0.2594688241411512
7084000	-33959.775802072196	-32370.917405508288	-1588.858396563909	-32370.917405508288	-1566.7608398041637	29.829837652401764	1	1	1	1	1	1	2.135999	2.135999	2.135999	0.144574	0.022166	0.283643	0.029000	0.032253	0.100407	6	2.464653125550028E-4	1.928651235231315	0.27774475352803907	0.22121042929805718	0.23417237834309257	0.2668724388308105
7088000	-33932.53247543114	-32354.299903505755	-1578.232571925381	-32354.299903505755	-1558.2531494826922	29.826020978891346	1	1	1	1	0	1	2.431413	2.431413	2.431413	0.191539	0.051825	0.279957	0.073179	0.0	0.076657	5	2.3912975015664555E-4	1.9184451953544106	0.27774475352803907	0.21657033336080841	0.23881247428034133	0.2668724388308105
7092000	-33926.14792643657	-32355.20350472803	-1570.944421708537	-32355.20350472803	-1552.046913443311	30.55661076604088	1	1	1	1	1	1	2.403503	2.403503	2.403503	0.137385	0.029804	0.187241	0.057311	0.001682	0.046899	6	2.4276229352494772E-4	1.9184451953544106	0.29125875976775434	0.21657033336080841	0.23180783972525199	0.2603630671461846
7096000	-33937.71207329153	-32370.630081979692	-1567.081991311834	-32370.630081979692	-1546.5757816728715	30.5540634980338	1	1	1	1	1	1	2.513350	2.513350	2.513350	0.133144	0.045129	0.173219	0.035097	0.000303	0.041072	6	2.3135591991436404E-4	1.9184451953544106	0.29276294153027765	0.21748495012982108	0.229389041193716	0.2603630671461846
