value	parameter	model
9	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
6	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
10	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
9	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
12	nMigration_Europe_Asia	mascot
13	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
10	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
6	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
0	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
6	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
7	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
10	nMigration_Europe_Asia	mascot
10	nMigration_Europe_Asia	mascot
16	nMigration_Europe_Asia	mascot
18	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
16	nMigration_Europe_Asia	mascot
11	nMigration_Europe_Asia	mascot
12	nMigration_Europe_Asia	mascot
22	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
11	nMigration_Europe_Asia	mascot
11	nMigration_Europe_Asia	mascot
21	nMigration_Europe_Asia	mascot
17	nMigration_Europe_Asia	mascot
15	nMigration_Europe_Asia	mascot
10	nMigration_Europe_Asia	mascot
7	nMigration_Europe_Asia	mascot
13	nMigration_Europe_Asia	mascot
7	nMigration_Europe_Asia	mascot
6	nMigration_Europe_Asia	mascot
10	nMigration_Europe_Asia	mascot
9	nMigration_Europe_Asia	mascot
0	nMigration_Europe_Asia	mascot
9	nMigration_Europe_Asia	mascot
7	nMigration_Europe_Asia	mascot
22	nMigration_Europe_Asia	mascot
10	nMigration_Europe_Asia	mascot
21	nMigration_Europe_Asia	mascot
20	nMigration_Europe_Asia	mascot
9	nMigration_Europe_Asia	mascot
14	nMigration_Europe_Asia	mascot
13	nMigration_Europe_Asia	mascot
19	nMigration_Europe_Asia	mascot
11	nMigration_Europe_Asia	mascot
16	nMigration_Europe_Asia	mascot
11	nMigration_Europe_Asia	mascot
12	nMigration_Europe_Asia	mascot
16	nMigration_Europe_Asia	mascot
14	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
22	nMigration_Europe_Asia	mascot
30	nMigration_Europe_Asia	mascot
9	nMigration_Europe_Asia	mascot
14	nMigration_Europe_Asia	mascot
9	nMigration_Europe_Asia	mascot
12	nMigration_Europe_Asia	mascot
8	nMigration_Europe_Asia	mascot
11	nMigration_Europe_Asia	mascot
21	nMigration_Europe_Asia	mascot
15	nMigration_Europe_Asia	mascot
11	nMigration_Europe_Asia	mascot
17	nMigration_Europe_Asia	mascot
19	nMigration_Europe_Asia	mascot
11	nMigration_Europe_Asia	mascot
17	nMigration_Europe_Asia	mascot
36	nMigration_Europe_Asia	mascot
21	nMigration_Europe_Asia	mascot
27	nMigration_Europe_Asia	mascot
32	nMigration_Europe_Asia	mascot
27	nMigration_Europe_Asia	mascot
13	nMigration_Europe_Asia	mascot
20	nMigration_Europe_Asia	mascot
0	nMigration_Europe_Asia	mascot
9	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
10	nMigration_Europe_Asia	mascot
28	nMigration_Europe_Asia	mascot
21	nMigration_Europe_Asia	mascot
30	nMigration_Europe_Asia	mascot
24	nMigration_Europe_Asia	mascot
25	nMigration_Europe_Asia	mascot
29	nMigration_Europe_Asia	mascot
34	nMigration_Europe_Asia	mascot
27	nMigration_Europe_Asia	mascot
16	nMigration_Europe_Asia	mascot
18	nMigration_Europe_Asia	mascot
17	nMigration_Europe_Asia	mascot
20	nMigration_Europe_Asia	mascot
19	nMigration_Europe_Asia	mascot
24	nMigration_Europe_Asia	mascot
16	nMigration_Europe_Asia	mascot
33	nMigration_Europe_Asia	mascot
37	nMigration_Europe_Asia	mascot
13	nMigration_Europe_Asia	mascot
8	nMigration_Europe_Asia	mascot
12	nMigration_Europe_Asia	mascot
8	nMigration_Europe_Asia	mascot
8	nMigration_Europe_Asia	mascot
9	nMigration_Europe_Asia	mascot
12	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
6	nMigration_Europe_Asia	mascot
14	nMigration_Europe_Asia	mascot
18	nMigration_Europe_Asia	mascot
14	nMigration_Europe_Asia	mascot
14	nMigration_Europe_Asia	mascot
13	nMigration_Europe_Asia	mascot
12	nMigration_Europe_Asia	mascot
8	nMigration_Europe_Asia	mascot
9	nMigration_Europe_Asia	mascot
14	nMigration_Europe_Asia	mascot
7	nMigration_Europe_Asia	mascot
6	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
8	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
16	nMigration_Europe_Asia	mascot
11	nMigration_Europe_Asia	mascot
11	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
15	nMigration_Europe_Asia	mascot
12	nMigration_Europe_Asia	mascot
15	nMigration_Europe_Asia	mascot
16	nMigration_Europe_Asia	mascot
10	nMigration_Europe_Asia	mascot
13	nMigration_Europe_Asia	mascot
10	nMigration_Europe_Asia	mascot
6	nMigration_Europe_Asia	mascot
15	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
18	nMigration_Europe_Asia	mascot
17	nMigration_Europe_Asia	mascot
9	nMigration_Europe_Asia	mascot
10	nMigration_Europe_Asia	mascot
18	nMigration_Europe_Asia	mascot
13	nMigration_Europe_Asia	mascot
10	nMigration_Europe_Asia	mascot
19	nMigration_Europe_Asia	mascot
16	nMigration_Europe_Asia	mascot
6	nMigration_Europe_Asia	mascot
16	nMigration_Europe_Asia	mascot
22	nMigration_Europe_Asia	mascot
16	nMigration_Europe_Asia	mascot
11	nMigration_Europe_Asia	mascot
13	nMigration_Europe_Asia	mascot
7	nMigration_Europe_Asia	mascot
7	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
6	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
0	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
6	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
6	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
10	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
7	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
6	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
6	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
6	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
11	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
7	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
6	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
7	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
7	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
8	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
8	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
6	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
6	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
7	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
7	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
0	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
8	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
0	nMigration_Europe_Asia	mascot
0	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
14	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
7	nMigration_Europe_Asia	mascot
14	nMigration_Europe_Asia	mascot
10	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
6	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
6	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
0	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
0	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
6	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
0	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
6	nMigration_Europe_Asia	mascot
6	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
8	nMigration_Europe_Asia	mascot
6	nMigration_Europe_Asia	mascot
13	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
6	nMigration_Europe_Asia	mascot
7	nMigration_Europe_Asia	mascot
16	nMigration_Europe_Asia	mascot
19	nMigration_Europe_Asia	mascot
16	nMigration_Europe_Asia	mascot
8	nMigration_Europe_Asia	mascot
7	nMigration_Europe_Asia	mascot
14	nMigration_Europe_Asia	mascot
15	nMigration_Europe_Asia	mascot
9	nMigration_Europe_Asia	mascot
12	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
14	nMigration_Europe_Asia	mascot
7	nMigration_Europe_Asia	mascot
18	nMigration_Europe_Asia	mascot
12	nMigration_Europe_Asia	mascot
11	nMigration_Europe_Asia	mascot
11	nMigration_Europe_Asia	mascot
7	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
0	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
7	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
0	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
7	nMigration_Europe_Asia	mascot
9	nMigration_Europe_Asia	mascot
9	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
6	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
6	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
7	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
9	nMigration_Europe_Asia	mascot
7	nMigration_Europe_Asia	mascot
0	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
6	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
6	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
14	nMigration_Europe_Asia	mascot
6	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
0	nMigration_Europe_Asia	mascot
0	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
7	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
6	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
0	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
11	nMigration_Europe_Asia	mascot
7	nMigration_Europe_Asia	mascot
7	nMigration_Europe_Asia	mascot
13	nMigration_Europe_Asia	mascot
12	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
6	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
6	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
5	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
0	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
7	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
6	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
4	nMigration_Europe_Asia	mascot
3	nMigration_Europe_Asia	mascot
6	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
10	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
7	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
1	nMigration_Europe_Asia	mascot
2	nMigration_Europe_Asia	mascot
9	nMigration_Europe_Asia	mascot
12	nMigration_Europe_Asia	mascot
6	nMigration_Europe_Asia	mascot
12	nMigration_Europe_Asia	mascot
8	nMigration_Europe_Asia	mascot
37	nMigration_Europe_Asia	mascot
19	nMigration_Europe_Asia	mascot
33	nMigration_Europe_Asia	mascot
35	nMigration_Europe_Asia	mascot
21	nMigration_Europe_Asia	mascot
25	nMigration_Europe_Asia	mascot
11	nMigration_Europe_Asia	mascot
15	nMigration_Europe_Asia	mascot
