value	parameter	model
0	nMigration_Africa_Americas	mascot
1	nMigration_Africa_Americas	mascot
1	nMigration_Africa_Americas	mascot
2	nMigration_Africa_Americas	mascot
0	nMigration_Africa_Americas	mascot
0	nMigration_Africa_Americas	mascot
0	nMigration_Africa_Americas	mascot
0	nMigration_Africa_Americas	mascot
0	nMigration_Africa_Americas	mascot
0	nMigration_Africa_Americas	mascot
0	nMigration_Africa_Americas	mascot
0	nMigration_Africa_Americas	mascot
0	nMigration_Africa_Americas	mascot
0	nMigration_Africa_Americas	mascot
0	nMigration_Africa_Americas	mascot
0	nMigration_Africa_Americas	mascot
0	nMigration_Africa_Americas	mascot
0	nMigration_Africa_Americas	mascot
0	nMigration_Africa_Americas	mascot
0	nMigration_Africa_Americas	mascot
0	nMigration_Africa_Americas	mascot
0	nMigration_Africa_Americas	mascot
0	nMigration_Africa_Americas	mascot
0	nMigration_Africa_Americas	mascot
0	nMigration_Africa_Americas	mascot
0	nMigration_Africa_Americas	mascot
3	nMigration_Africa_Americas	mascot
0	nMigration_Africa_Americas	mascot
1	nMigration_Africa_Americas	mascot
0	nMigration_Africa_Americas	mascot
0	nMigration_Africa_Americas	mascot
0	nMigration_Africa_Americas	mascot
0	nMigration_Africa_Americas	mascot
0	nMigration_Africa_Americas	mascot
0	nMigration_Africa_Americas	mascot
0	nMigration_Africa_Americas	mascot
0	nMigration_Africa_Americas	mascot
0	nMigration_Africa_Americas	mascot
0	nMigration_Africa_Americas	mascot
0	nMigration_Africa_Asia	mascot
10	nMigration_Africa_Asia	mascot
8	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
6	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
11	nMigration_Africa_Asia	mascot
2	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
3	nMigration_Africa_Asia	mascot
31	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
7	nMigration_Africa_Asia	mascot
13	nMigration_Africa_Asia	mascot
4	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
8	nMigration_Africa_Asia	mascot
24	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
2	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
2	nMigration_Africa_Asia	mascot
3	nMigration_Africa_Asia	mascot
2	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
3	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
3	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
2	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
5	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
2	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
2	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
3	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
5	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
3	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
2	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
2	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
3	nMigration_Africa_Asia	mascot
4	nMigration_Africa_Asia	mascot
4	nMigration_Africa_Asia	mascot
3	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
3	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
3	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
2	nMigration_Africa_Asia	mascot
4	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
2	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
4	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
5	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
3	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
4	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
3	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
14	nMigration_Africa_Asia	mascot
12	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
2	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
2	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
1	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
0	nMigration_Africa_Asia	mascot
